SLN_ID,max_chain_len
1,14
10,13
100,11
1000,8
101,11
102,11
103,13
104,11
105,15
106,12
107,10
108,9
109,10
11,12
110,10
111,12
112,12
113,13
114,10
115,10
116,11
117,8
118,14
119,14
12,12
120,10
121,9
122,10
123,12
124,11
125,13
126,11
127,9
128,13
129,12
13,14
130,15
131,10
132,14
133,14
134,13
135,15
136,10
137,10
138,13
139,11
14,7
140,13
141,12
142,12
143,12
144,11
145,11
146,10
147,12
148,10
149,12
15,11
150,13
151,10
152,13
153,10
154,13
155,13
156,8
157,13
158,14
159,9
16,10
160,10
161,14
162,9
163,12
164,11
165,8
166,13
167,12
168,9
169,10
17,13
170,13
171,8
172,15
173,18
174,13
175,12
176,11
177,13
178,17
179,14
18,9
180,11
181,9
182,12
183,13
184,11
185,14
186,10
187,11
188,11
189,11
19,11
190,10
191,12
192,10
193,14
194,10
195,11
196,11
197,10
198,10
199,11
2,10
20,12
200,11
201,9
202,10
203,8
204,11
205,14
206,9
207,14
208,12
209,15
21,11
210,10
211,7
212,12
213,12
214,15
215,14
216,11
217,11
218,14
219,19
22,13
220,10
221,12
222,10
223,10
224,13
225,10
226,10
227,11
228,17
229,12
23,9
230,10
231,9
232,8
233,10
234,15
235,11
236,10
237,13
238,13
239,9
24,16
240,15
241,7
242,8
243,10
244,8
245,11
246,14
247,8
248,15
249,14
25,10
250,10
251,10
252,9
253,12
254,12
255,12
256,10
257,11
258,10
259,10
26,10
260,13
261,10
262,12
263,11
264,10
265,15
266,11
267,16
268,17
269,13
27,9
270,10
271,14
272,11
273,11
274,13
275,13
276,9
277,12
278,13
279,12
28,11
280,10
281,10
282,13
283,15
284,12
285,12
286,13
287,13
288,12
289,13
29,12
290,11
291,11
292,11
293,11
294,14
295,13
296,12
297,9
298,13
299,8
3,10
30,15
300,15
301,13
302,11
303,13
304,9
305,13
306,10
307,13
308,9
309,17
31,12
310,10
311,10
312,12
313,14
314,12
315,10
316,15
317,10
318,13
319,10
32,12
320,11
321,13
322,13
323,11
324,11
325,8
326,11
327,12
328,11
329,13
33,17
330,10
331,12
332,10
333,14
334,11
335,12
336,11
337,12
338,11
339,12
34,12
340,10
341,11
342,9
343,11
344,15
345,10
346,9
347,10
348,10
349,9
35,12
350,11
351,9
352,11
353,9
354,11
355,11
356,11
357,10
358,9
359,15
36,9
360,16
361,13
362,13
363,12
364,9
365,12
366,7
367,11
368,11
369,11
37,11
370,12
371,11
372,10
373,12
374,16
375,10
376,13
377,12
378,13
379,10
38,13
380,8
381,12
382,11
383,11
384,12
385,9
386,16
387,11
388,12
389,12
39,11
390,11
391,17
392,15
393,11
394,11
395,12
396,13
397,11
398,12
399,9
4,11
40,11
400,14
401,9
402,11
403,15
404,12
405,10
406,14
407,10
408,13
409,13
41,12
410,11
411,16
412,9
413,9
414,11
415,9
416,10
417,12
418,11
419,15
42,11
420,9
421,13
422,12
423,12
424,11
425,13
426,11
427,9
428,11
429,11
43,13
430,12
431,13
432,15
433,14
434,16
435,12
436,11
437,8
438,13
439,11
44,10
440,10
441,12
442,14
443,10
444,12
445,11
446,10
447,10
448,10
449,10
45,9
450,9
451,8
452,10
453,12
454,12
455,9
456,10
457,10
458,10
459,13
46,8
460,13
461,10
462,8
463,11
464,10
465,11
466,9
467,14
468,12
469,12
47,13
470,13
471,11
472,13
473,10
474,10
475,14
476,13
477,10
478,10
479,14
48,11
480,14
481,13
482,9
483,12
484,9
485,12
486,10
487,10
488,14
489,14
49,11
490,9
491,10
492,6
493,9
494,11
495,8
496,10
497,10
498,11
499,8
5,12
50,13
500,10
501,11
502,7
503,14
504,7
505,12
506,10
507,9
508,11
509,8
51,11
510,12
511,19
512,9
513,11
514,9
515,11
516,10
517,13
518,17
519,14
52,11
520,14
521,7
522,12
523,11
524,14
525,10
526,13
527,12
528,13
529,12
53,10
530,13
531,13
532,12
533,9
534,13
535,10
536,13
537,14
538,11
539,13
54,16
540,14
541,10
542,12
543,10
544,11
545,10
546,11
547,13
548,10
549,10
55,16
550,15
551,13
552,11
553,9
554,9
555,12
556,9
557,14
558,16
559,11
56,11
560,18
561,9
562,13
563,12
564,11
565,13
566,13
567,10
568,10
569,11
57,11
570,13
571,10
572,14
573,13
574,11
575,11
576,11
577,9
578,14
579,17
58,14
580,10
581,15
582,11
583,9
584,16
585,9
586,13
587,11
588,16
589,15
59,15
590,13
591,14
592,14
593,12
594,15
595,13
596,10
597,14
598,15
599,13
6,9
60,15
600,9
601,9
602,12
603,9
604,13
605,8
606,11
607,8
608,11
609,11
61,13
610,10
611,8
612,11
613,13
614,13
615,14
616,13
617,13
618,12
619,12
62,11
620,12
621,7
622,13
623,10
624,13
625,10
626,16
627,10
628,10
629,10
63,13
630,12
631,9
632,11
633,12
634,11
635,11
636,9
637,14
638,13
639,12
64,11
640,11
641,14
642,14
643,12
644,16
645,10
646,8
647,13
648,12
649,11
65,14
650,10
651,14
652,10
653,12
654,10
655,10
656,8
657,8
658,10
659,10
66,10
660,10
661,11
662,10
663,11
664,15
665,10
666,12
667,8
668,10
669,11
67,10
670,14
671,14
672,13
673,14
674,14
675,10
676,10
677,14
678,14
679,10
68,8
680,13
681,9
682,12
683,12
684,14
685,9
686,13
687,11
688,11
689,9
69,11
690,13
691,16
692,11
693,11
694,12
695,10
696,12
697,10
698,10
699,8
7,10
70,11
700,16
701,13
702,11
703,12
704,13
705,12
706,10
707,11
708,12
709,11
71,11
710,13
711,11
712,9
713,10
714,12
715,16
716,10
717,10
718,7
719,11
72,15
720,10
721,11
722,20
723,10
724,13
725,13
726,16
727,15
728,14
729,15
73,7
730,9
731,12
732,11
733,6
734,10
735,17
736,9
737,12
738,9
739,11
74,8
740,13
741,12
742,11
743,14
744,14
745,9
746,11
747,16
748,11
749,12
75,12
750,12
751,11
752,9
753,8
754,9
755,9
756,10
757,17
758,11
759,11
76,15
760,12
761,9
762,9
763,10
764,9
765,12
766,12
767,11
768,10
769,8
77,10
770,12
771,10
772,11
773,7
774,16
775,10
776,12
777,10
778,12
779,14
78,10
780,13
781,14
782,13
783,13
784,9
785,11
786,17
787,12
788,11
789,11
79,12
790,13
791,15
792,9
793,11
794,10
795,10
796,13
797,10
798,11
799,14
8,11
80,10
800,9
801,8
802,9
803,11
804,14
805,8
806,11
807,12
808,10
809,7
81,9
810,11
811,13
812,14
813,9
814,10
815,7
816,18
817,12
818,12
819,9
82,12
820,14
821,14
822,11
823,14
824,11
825,14
826,9
827,11
828,12
829,10
83,12
830,14
831,13
832,11
833,10
834,12
835,12
836,9
837,13
838,14
839,10
84,10
840,12
841,12
842,9
843,9
844,11
845,14
846,10
847,10
848,13
849,12
85,8
850,11
851,9
852,12
853,13
854,10
855,13
856,14
857,11
858,14
859,12
86,10
860,13
861,13
862,10
863,10
864,10
865,8
866,11
867,11
868,11
869,8
87,11
870,9
871,7
872,10
873,10
874,10
875,14
876,11
877,12
878,11
879,11
88,12
880,10
881,8
882,11
883,13
884,12
885,12
886,14
887,9
888,17
889,10
89,11
890,15
891,10
892,13
893,14
894,9
895,12
896,13
897,11
898,10
899,13
9,14
90,13
900,8
901,15
902,11
903,15
904,12
905,10
906,11
907,12
908,9
909,13
91,11
910,15
911,10
912,9
913,14
914,12
915,8
916,8
917,11
918,12
919,13
92,14
920,10
921,9
922,11
923,11
924,12
925,12
926,13
927,9
928,10
929,8
93,12
930,14
931,14
932,16
933,12
934,14
935,12
936,9
937,12
938,18
939,10
94,13
940,9
941,8
942,15
943,8
944,11
945,10
946,9
947,14
948,13
949,10
95,13
950,12
951,9
952,9
953,10
954,10
955,12
956,11
957,12
958,12
959,13
96,13
960,12
961,16
962,7
963,13
964,16
965,9
966,13
967,11
968,11
969,13
97,9
970,13
971,10
972,11
973,18
974,8
975,11
976,11
977,9
978,11
979,10
98,10
980,11
981,13
982,13
983,11
984,11
985,14
986,12
987,12
988,11
989,16
99,11
990,8
991,8
992,11
