sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,0,2,1.0,0.0,3.9166666666666665,0.0,1.0,3.9166666666666665,0.0
2,2,0,2,1.0,0.0,3.9166666666666665,0.0,1.0,3.9166666666666665,0.0
3,3,0,2,1.0,0.0,3.9166666666666665,0.0,1.0,3.9166666666666665,0.0
4,4,0,7,1.0,0.0,0.7833333333333333,0.0,1.0,0.7833333333333333,0.0
5,5,0,7,1.0,0.0,0.7833333333333333,0.0,1.0,0.7833333333333333,0.0
6,6,0,3,1.0,0.0,1.0804597701149425,0.0,1.0,1.0804597701149425,0.0
7,7,0,5,1.0,0.0,2.611111111111111,0.0,1.0,2.611111111111111,0.0
8,8,0,3,1.0,0.0,1.4242424242424243,0.0,1.0,1.4242424242424243,0.0
9,9,0,3,1.0,0.0,2.8484848484848486,0.0,1.0,2.8484848484848486,0.0
10,10,0,4,1.0,0.0,2.764705882352941,0.0,1.0,2.764705882352941,0.0
11,11,0,7,1.0,0.0,1.2207792207792207,0.0,1.0,1.2207792207792207,0.0
12,12,0,5,1.0,0.0,2.5405405405405403,0.0,1.0,2.5405405405405403,0.0
13,13,0,5,1.0,0.0,2.5405405405405403,0.0,1.0,2.5405405405405403,0.0
14,14,0,3,1.0,0.0,8.545454545454545,0.0,1.0,8.545454545454545,0.0
15,15,0,5,1.0,0.0,4.7,0.0,1.0,4.7,0.0
16,16,0,4,1.0,0.0,3.032258064516129,0.0,1.0,3.032258064516129,0.0
17,17,0,2,1.0,0.0,23.5,0.0,1.0,23.5,0.0
18,18,0,2,1.0,0.0,23.5,0.0,1.0,23.5,0.0
19,19,0,1,1.0,0.0,7.230769230769231,0.0,1.0,7.230769230769231,0.0
20,20,0,3,1.0,0.0,7.833333333333333,0.0,1.0,7.833333333333333,0.0
21,21,0,5,1.0,0.0,6.714285714285714,0.0,1.0,6.714285714285714,0.0
22,22,0,5,1.0,0.0,6.714285714285714,0.0,1.0,6.714285714285714,0.0
23,23,0,2,1.0,0.0,23.5,0.0,1.0,23.5,0.0
24,24,0,2,1.0,0.0,15.666666666666666,0.0,1.0,15.666666666666666,0.0
25,25,0,2,1.0,0.0,15.666666666666666,0.0,1.0,15.666666666666666,0.0
26,26,0,2,1.0,0.0,23.5,0.0,1.0,23.5,0.0
