sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,0,6,1.0,0.0,0.49214659685863876,0.0,1.0,0.49214659685863876,0.0
2,2,0,4,1.0,0.0,1.1058823529411765,0.0,1.0,1.1058823529411765,0.0
3,3,0,4,1.0,0.0,1.236842105263158,0.0,1.0,1.236842105263158,0.0
4,4,0,3,1.0,0.0,0.8245614035087719,0.0,1.0,0.8245614035087719,0.0
5,5,0,4,1.0,0.0,0.752,0.0,1.0,0.752,0.0
6,6,0,6,1.0,0.0,0.6308724832214765,0.0,1.0,0.6308724832214765,0.0
7,7,0,5,1.0,0.0,0.6103896103896104,0.0,1.0,0.6103896103896104,0.0
8,8,0,6,1.0,0.0,0.7768595041322314,0.0,1.0,0.7768595041322314,0.0
9,9,0,12,1.0,0.0,1.0444444444444445,0.0,1.0,1.0444444444444445,0.0
10,10,0,12,1.0,0.0,1.0444444444444445,0.0,1.0,1.0444444444444445,0.0
11,11,0,6,1.0,0.0,1.7407407407407407,0.0,1.0,1.7407407407407407,0.0
12,12,0,6,1.0,0.0,2.0,0.0,1.0,2.0,0.0
13,13,0,7,1.0,0.0,2.238095238095238,0.0,1.0,2.238095238095238,0.0
14,14,0,5,1.0,0.0,1.5932203389830508,0.0,1.0,1.5932203389830508,0.0
15,15,0,5,1.0,0.0,1.5932203389830508,0.0,1.0,1.5932203389830508,0.0
16,16,0,5,1.0,0.0,1.5932203389830508,0.0,1.0,1.5932203389830508,0.0
17,17,0,3,1.0,0.0,3.032258064516129,0.0,1.0,3.032258064516129,0.0
18,18,0,2,1.0,0.0,11.75,0.0,1.0,11.75,0.0
19,19,1,6,2.0,1.0,0.5911949685534591,94.0,2.0,0.5911949685534591,94.0
20,20,1,5,3.0,2.0,0.6351351351351351,31.333333333333332,3.0,0.6351351351351351,31.333333333333332
21,21,3,6,2.6666666666666665,3.0,0.8545454545454545,11.75,2.6666666666666665,0.8545454545454545,11.75
22,22,1,6,2.0,1.0,0.8545454545454545,94.0,2.0,0.8545454545454545,94.0
23,23,3,7,2.3333333333333335,2.0,1.0,18.8,2.3333333333333335,1.0,18.8
24,24,1,7,3.0,2.0,1.0,31.333333333333332,3.0,1.0,31.333333333333332
25,25,1,9,2.0,1.0,1.0930232558139534,94.0,2.0,1.0930232558139534,94.0
26,26,4,9,2.75,2.0,1.0930232558139534,15.666666666666666,2.75,1.0930232558139534,15.666666666666666
27,27,3,10,2.6666666666666665,3.0,0.9690721649484536,11.75,2.6666666666666665,0.9690721649484536,11.75
28,28,1,9,2.0,1.0,0.9690721649484536,94.0,2.0,0.9690721649484536,94.0
29,29,2,11,3.5,3.0,1.146341463414634,7.230769230769231,3.5,1.146341463414634,7.230769230769231
30,30,2,10,2.5,2.0,1.1604938271604939,23.5,2.5,1.1604938271604939,23.5
31,31,3,10,3.2,4.0,1.146341463414634,5.875,3.2,1.146341463414634,5.875
