sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,0,7,1.0,0.0,0.5418994413407822,0.0,1.0,0.5418994413407822,0.0
2,2,0,6,1.0,0.0,0.5542857142857143,0.0,1.0,0.5542857142857143,0.0
3,3,0,4,1.0,0.0,0.5672514619883041,0.0,1.0,0.5672514619883041,0.0
4,4,0,3,1.0,0.0,0.8899082568807339,0.0,1.0,0.8899082568807339,0.0
5,5,0,3,1.0,0.0,0.8899082568807339,0.0,1.0,0.8899082568807339,0.0
6,6,0,2,1.0,0.0,0.8981481481481481,0.0,1.0,0.8981481481481481,0.0
7,7,0,2,1.0,0.0,0.8981481481481481,0.0,1.0,0.8981481481481481,0.0
8,8,0,3,1.0,0.0,0.6554054054054054,0.0,1.0,0.6554054054054054,0.0
9,9,0,6,1.0,0.0,1.3287671232876712,0.0,1.0,1.3287671232876712,0.0
10,10,0,6,1.0,0.0,1.2278481012658229,0.0,1.0,1.2278481012658229,0.0
11,11,0,8,1.0,0.0,0.8220338983050848,0.0,1.0,0.8220338983050848,0.0
12,12,0,7,1.0,0.0,1.0777777777777777,0.0,1.0,1.0777777777777777,0.0
13,13,0,10,1.0,0.0,1.3661971830985915,0.0,1.0,1.3661971830985915,0.0
14,14,0,1,1.0,0.0,97.0,0.0,1.0,97.0,0.0
15,15,0,4,1.0,0.0,6.928571428571429,0.0,1.0,6.928571428571429,0.0
16,16,0,6,1.0,0.0,6.466666666666667,0.0,1.0,6.466666666666667,0.0
17,17,0,2,1.0,0.0,12.125,0.0,1.0,12.125,0.0
18,18,0,2,1.0,0.0,24.25,0.0,1.0,24.25,0.0
19,19,0,3,1.0,0.0,19.4,0.0,1.0,19.4,0.0
20,20,0,2,1.0,0.0,24.25,0.0,1.0,24.25,0.0
21,21,2,6,2.5,1.0,0.6178343949044586,97.0,2.5,0.6178343949044586,97.0
22,22,1,3,2.0,1.0,0.8899082568807339,97.0,2.0,0.8899082568807339,97.0
23,23,1,1,2.0,1.0,1.7321428571428572,97.0,2.0,1.7321428571428572,97.0
24,24,6,1,2.3333333333333335,2.0,2.4871794871794872,9.7,2.3333333333333335,2.4871794871794872,9.7
25,25,1,2,2.0,1.0,0.5878787878787879,97.0,2.0,0.5878787878787879,97.0
26,26,1,3,2.0,1.0,1.5901639344262295,97.0,2.0,1.5901639344262295,97.0
27,27,1,4,2.0,1.0,1.564516129032258,97.0,2.0,1.564516129032258,97.0
28,28,2,5,2.5,2.0,1.5901639344262295,24.25,2.5,1.5901639344262295,24.25
29,29,5,6,2.2,2.0,1.4057971014492754,13.857142857142858,2.2,1.4057971014492754,13.857142857142858
30,30,1,7,2.0,1.0,0.8151260504201681,97.0,2.0,0.8151260504201681,97.0
