sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,0,1,1.0,0.0,1.1375,0.0,1.0,1.1375,0.0
2,2,0,4,1.0,0.0,1.6545454545454545,0.0,1.0,1.6545454545454545,0.0
3,3,0,3,1.0,0.0,1.2465753424657535,0.0,1.0,1.2465753424657535,0.0
4,4,0,6,1.0,0.0,1.058139534883721,0.0,1.0,1.058139534883721,0.0
5,5,0,4,1.0,0.0,1.1375,0.0,1.0,1.1375,0.0
6,6,0,1,1.0,0.0,18.2,0.0,1.0,18.2,0.0
7,7,0,2,1.0,0.0,11.375,0.0,1.0,11.375,0.0
8,8,0,2,1.0,0.0,11.375,0.0,1.0,11.375,0.0
9,9,0,3,1.0,0.0,13.0,0.0,1.0,13.0,0.0
10,10,0,2,1.0,0.0,15.166666666666666,0.0,1.0,15.166666666666666,0.0
11,11,0,4,1.0,0.0,1.1973684210526316,0.0,1.0,1.1973684210526316,0.0
12,12,0,3,1.0,0.0,1.8958333333333333,0.0,1.0,1.8958333333333333,0.0
13,13,0,5,1.0,0.0,2.022222222222222,0.0,1.0,2.022222222222222,0.0
14,14,0,8,1.0,0.0,1.9782608695652173,0.0,1.0,1.9782608695652173,0.0
15,15,0,8,1.0,0.0,1.6545454545454545,0.0,1.0,1.6545454545454545,0.0
16,16,0,6,1.0,0.0,3.9565217391304346,0.0,1.0,3.9565217391304346,0.0
17,17,0,6,1.0,0.0,3.9565217391304346,0.0,1.0,3.9565217391304346,0.0
18,18,0,5,1.0,0.0,4.136363636363637,0.0,1.0,4.136363636363637,0.0
19,19,0,5,1.0,0.0,4.136363636363637,0.0,1.0,4.136363636363637,0.0
20,20,0,5,1.0,0.0,5.055555555555555,0.0,1.0,5.055555555555555,0.0
21,21,0,5,1.0,0.0,4.55,0.0,1.0,4.55,0.0
22,22,0,1,1.0,0.0,91.0,0.0,1.0,91.0,0.0
23,23,0,2,1.0,0.0,11.375,0.0,1.0,11.375,0.0
24,24,0,1,1.0,0.0,18.2,0.0,1.0,18.2,0.0
25,25,0,1,1.0,0.0,18.2,0.0,1.0,18.2,0.0
26,26,0,3,1.0,0.0,8.272727272727273,0.0,1.0,8.272727272727273,0.0
27,27,0,3,1.0,0.0,8.272727272727273,0.0,1.0,8.272727272727273,0.0
28,28,0,4,1.0,0.0,15.166666666666666,0.0,1.0,15.166666666666666,0.0
29,29,0,4,1.0,0.0,15.166666666666666,0.0,1.0,15.166666666666666,0.0
30,30,0,3,1.0,0.0,30.333333333333332,0.0,1.0,30.333333333333332,0.0
31,31,0,3,1.0,0.0,30.333333333333332,0.0,1.0,30.333333333333332,0.0
32,32,0,3,1.0,0.0,30.333333333333332,0.0,1.0,30.333333333333332,0.0
33,33,0,1,1.0,0.0,30.333333333333332,0.0,1.0,30.333333333333332,0.0
34,34,0,1,1.0,0.0,30.333333333333332,0.0,1.0,30.333333333333332,0.0
35,35,1,1,2.0,1.0,3.033333333333333,91.0,2.0,3.033333333333333,91.0
36,36,2,3,2.0,1.0,1.421875,45.5,2.0,1.421875,45.5
37,37,1,2,2.0,1.0,15.166666666666666,91.0,2.0,15.166666666666666,91.0
38,38,2,2,2.0,1.0,15.166666666666666,45.5,2.0,15.166666666666666,45.5
39,39,1,2,2.0,1.0,15.166666666666666,91.0,2.0,15.166666666666666,91.0
40,40,1,3,2.0,1.0,1.8958333333333333,91.0,2.0,1.8958333333333333,91.0
41,41,1,6,2.0,1.0,1.9782608695652173,91.0,2.0,1.9782608695652173,91.0
42,42,1,5,3.0,2.0,2.022222222222222,18.2,3.0,2.022222222222222,18.2
43,43,1,7,2.0,1.0,1.75,91.0,2.0,1.75,91.0
44,44,2,9,2.0,1.0,1.7843137254901962,45.5,2.0,1.7843137254901962,45.5
45,45,1,7,2.0,1.0,1.9782608695652173,91.0,2.0,1.9782608695652173,91.0
46,46,2,6,3.0,2.0,2.0681818181818183,11.375,3.0,2.0681818181818183,11.375
47,47,3,4,2.75,2.0,2.022222222222222,10.11111111111111,2.75,2.022222222222222,10.11111111111111
48,48,3,8,3.25,3.0,3.25,7.0,3.25,3.25,7.0
49,49,3,8,2.6666666666666665,2.0,3.25,13.0,2.6666666666666665,3.25,13.0
50,50,1,7,3.0,2.0,3.25,30.333333333333332,3.0,3.25,30.333333333333332
51,51,3,8,3.625,3.0,3.3703703703703702,5.055555555555555,3.625,3.3703703703703702,5.055555555555555
52,52,3,8,2.75,2.0,3.3703703703703702,10.11111111111111,2.75,3.3703703703703702,10.11111111111111
53,53,2,5,2.0,1.0,5.055555555555555,45.5,2.0,5.055555555555555,45.5
54,54,4,5,2.25,1.0,5.055555555555555,22.75,2.25,5.055555555555555,22.75
55,55,13,5,3.619047619047619,3.0,5.352941176470588,1.625,3.619047619047619,5.352941176470588,1.625
56,56,1,6,2.0,1.0,4.333333333333333,91.0,2.0,4.333333333333333,91.0
57,57,4,2,3.2857142857142856,3.0,8.272727272727273,6.066666666666666,3.2857142857142856,8.272727272727273,6.066666666666666
58,58,1,1,2.0,1.0,91.0,91.0,2.0,91.0,91.0
59,59,2,2,2.5,2.0,11.375,22.75,2.5,11.375,22.75
60,60,1,1,2.0,1.0,18.2,91.0,2.0,18.2,91.0
61,61,5,1,4.0588235294117645,4.0,18.2,1.7843137254901962,4.0588235294117645,18.2,1.7843137254901962
62,62,7,1,3.0,3.0,18.2,4.55,3.0,18.2,4.55
63,63,1,1,2.0,1.0,18.2,91.0,2.0,18.2,91.0
64,64,3,2,3.4,3.0,15.166666666666666,5.055555555555555,3.4,15.166666666666666,5.055555555555555
65,65,1,2,2.0,1.0,9.1,91.0,2.0,9.1,91.0
66,66,6,2,3.4782608695652173,4.0,11.375,1.0963855421686748,3.4782608695652173,11.375,1.0963855421686748
67,67,6,2,3.0,3.0,11.375,4.7894736842105265,3.0,11.375,4.7894736842105265
68,68,2,4,2.0,1.0,15.166666666666666,45.5,2.0,15.166666666666666,45.5
69,69,16,3,3.612244897959184,3.0,18.2,1.5166666666666666,3.612244897959184,18.2,1.5166666666666666
70,70,1,3,3.0,2.0,18.2,30.333333333333332,3.0,18.2,30.333333333333332
71,71,12,2,3.4722222222222223,4.0,22.75,1.3,3.4722222222222223,22.75,1.3
72,72,5,3,4.0,4.0,30.333333333333332,0.900990099009901,4.0,30.333333333333332,0.900990099009901
73,73,2,4,2.6666666666666665,2.0,22.75,15.166666666666666,2.6666666666666665,22.75,15.166666666666666
74,74,3,4,2.3333333333333335,2.0,22.75,18.2,2.3333333333333335,22.75,18.2
75,75,14,3,3.9450549450549453,4.0,45.5,0.7711864406779662,3.9450549450549453,45.5,0.7711864406779662
76,76,2,3,3.0,3.0,30.333333333333332,10.11111111111111,3.0,30.333333333333332,10.11111111111111
77,77,27,2,4.1288888888888895,4.0,91.0,0.5833333333333334,4.1288888888888895,91.0,0.5833333333333334
78,78,2,2,3.5,3.0,45.5,4.333333333333333,3.5,45.5,4.333333333333333
79,79,9,2,2.5454545454545454,2.0,45.5,6.066666666666666,2.5454545454545454,45.5,6.066666666666666
80,80,9,2,3.928571428571429,4.0,45.5,1.3582089552238805,3.928571428571429,45.5,1.3582089552238805
81,81,2,2,4.0,4.0,45.5,3.1379310344827585,4.0,45.5,3.1379310344827585
82,82,5,2,3.571428571428571,4.0,45.5,0.9285714285714286,3.571428571428571,45.5,0.9285714285714286
83,83,1,1,2.0,1.0,30.333333333333332,91.0,2.0,30.333333333333332,91.0
84,84,5,1,4.0588235294117645,4.0,30.333333333333332,1.7843137254901962,4.0588235294117645,30.333333333333332,1.7843137254901962
85,85,6,1,4.096774193548387,4.0,30.333333333333332,0.9191919191919192,4.096774193548387,30.333333333333332,0.9191919191919192
86,86,2,1,3.75,3.0,30.333333333333332,5.352941176470588,3.75,30.333333333333332,5.352941176470588
87,87,9,1,3.666666666666667,4.0,30.333333333333332,1.6545454545454545,3.666666666666667,30.333333333333332,1.6545454545454545
88,88,9,0,3.75,4.0,0.0,1.7843137254901962,3.75,0.0,1.7843137254901962
89,89,20,0,3.537037037037037,3.0,0.0,1.4444444444444444,3.537037037037037,0.0,1.4444444444444444
90,90,19,0,3.0357142857142856,2.0,0.0,2.757575757575758,3.0357142857142856,0.0,2.757575757575758
91,91,13,0,3.15,3.0,0.0,3.5,3.15,0.0,3.5
92,92,14,0,4.143884892086331,4.0,0.0,0.47643979057591623,4.143884892086331,0.0,0.47643979057591623
