trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness,SLN_ID,sp_green_frac,sp_green_direct
10,     10 small detritus particles,     10 small detritus particles,1,0,2,1.0,0,3.0,0.0,1.0,3.0,0.0,144_treeholesgermany,0.0,NaN
11,     11 suspended organic matter detritus,     11 suspended organic matter detritus,1,0,2,1.0,0,3.0,0.0,1.0,3.0,0.0,144_treeholesgermany,0.0,NaN
1,      1 Psen spp.;      2 Oxybelus uniglumis;      3 Crossocerus wesmaeli,      1 Psen spp.,3,1,1,2.0,1,3.3333333333333335,10.0,2.0,3.3333333333333335,10.0,151_youngpines,0.0,0.0
4,      4 Formica fusca;      5 Acanthomyops niger,      4 Formica fusca,2,1,0,2.0,1,0.0,10.0,2.0,0.0,10.0,151_youngpines,0.0,0.0
6,      6 Linyphia triangularis;      7 Agelena labyrinthica,      6 Linyphia triangularis,2,4,1,3.5,2,10.0,1.0,3.5,10.0,1.0,151_youngpines,0.75,0.0
8,      8 ichneumonids (unspecified);     16 Sphex sabulosa,      8 ichneumonids (unspecified),2,1,1,3.0,2,3.3333333333333335,3.3333333333333335,3.0,3.3333333333333335,3.3333333333333335,151_youngpines,1.0,0.0
9,      9 Psammochares fuscus,      9 Psammochares fuscus,1,1,0,4.0,3,0.0,0.5555555555555556,4.0,0.0,0.5555555555555556,151_youngpines,0.75,0.0
10,     10 Anthocoris nemorum,     10 Anthocoris nemorum,1,1,0,3.0,2,0.0,3.3333333333333335,3.0,0.0,3.3333333333333335,151_youngpines,1.0,0.0
11,     11 Exochamus quadripustulatus;     12 Coccinella 7-punctata;     13 Anatis ocellata;     14 Adalia bipunctata;     15 Syrphus vitripennis larvae,     11 Exochamus quadripustulatus,5,1,1,3.0,2,3.3333333333333335,3.3333333333333335,3.0,3.3333333333333335,3.3333333333333335,151_youngpines,1.0,0.0
17,     17 Dilachnus pini,     17 Dilachnus pini,1,1,3,2.0,1,2.0,10.0,2.0,2.0,10.0,151_youngpines,1.0,1.0
18,     18 Retinia buoliana larvae;     19 Panolis griseovariegata larvae;     20 Oenerostoma piniariella larvae;     21 Gelechia dodecella larvae,     18 Retinia buoliana larvae,4,1,1,2.0,1,1.6666666666666667,10.0,2.0,1.6666666666666667,10.0,151_youngpines,1.0,1.0
22,     22 secretions of Dilachnus pini detritus,     22 secretions of Dilachnus pini detritus,1,0,2,1.0,0,1.4285714285714286,0.0,1.0,1.4285714285714286,0.0,151_youngpines,0.0,NaN
23,     23 young Pinus sp.,     23 young Pinus sp.,1,0,2,1.0,0,0.7692307692307693,0.0,1.0,0.7692307692307693,0.0,151_youngpines,1.0,NaN
1,      1 Crematogaster laeviuscula,      1 Crematogaster laeviuscula,1,3,0,4.0,2,0.0,1.8571428571428572,4.0,0.0,1.8571428571428572,152_mistletoe,1.0,0.0
2,      2 Olla V-nigrum,      2 Olla V-nigrum,1,1,1,4.0,3,13.0,2.1666666666666665,4.0,13.0,2.1666666666666665,152_mistletoe,1.0,0.0
3,      3 Chrysopis sp.;      4 Oecanthus niveus,      3 Chrysopis sp.,2,1,0,4.0,3,0.0,2.1666666666666665,4.0,0.0,2.1666666666666665,152_mistletoe,1.0,0.0
5,      5 Tacoma feriella,      5 Tacoma feriella,1,1,1,3.0,2,13.0,4.333333333333333,3.0,13.0,4.333333333333333,152_mistletoe,1.0,0.0
6,      6 Casinaria limenitides;      7 Phytocoris breviusculus;      8 Podisus acutissimus,      6 Casinaria limenitides,3,1,0,4.0,3,0.0,2.1666666666666665,4.0,0.0,2.1666666666666665,152_mistletoe,1.0,0.0
9,      9 Largus cinctus,      9 Largus cinctus,1,2,0,3.0,2,0.0,3.25,3.0,0.0,3.25,152_mistletoe,1.0,0.5
10,     10 Metadontia amoena,     10 Metadontia amoena,1,1,0,4.0,3,0.0,2.1666666666666665,4.0,0.0,2.1666666666666665,152_mistletoe,1.0,0.0
11,     11 Apanteles cp.,     11 Apanteles cp.,1,2,0,4.0,3,0.0,1.8571428571428572,4.0,0.0,1.8571428571428572,152_mistletoe,1.0,0.0
12,     12 Vanduzea laeta;     13 pseudococcids (unspecified);     14 Lecanium sp.;     16 Leptoglossus brevirostris;     19 Aphrastus unicolor;     20 Myrmex sp. (prob. estriatus);     21 Smiracraulax tuberculatus,     12 Vanduzea laeta,7,1,0,3.0,2,0.0,4.333333333333333,3.0,0.0,4.333333333333333,152_mistletoe,1.0,0.0
15,     15 aphids (unspecified),     15 aphids (unspecified),1,1,2,3.0,2,3.25,4.333333333333333,3.0,3.25,4.333333333333333,152_mistletoe,1.0,0.0
17,     17 Cyathissa percara,     17 Cyathissa percara,1,1,3,3.0,2,4.333333333333333,4.333333333333333,3.0,4.333333333333333,4.333333333333333,152_mistletoe,1.0,0.0
18,     18 Atlides halesus,     18 Atlides halesus,1,1,2,3.0,2,6.5,4.333333333333333,3.0,6.5,4.333333333333333,152_mistletoe,1.0,0.0
22,     22 Phoradendron tomentosum,     22 Phoradendron tomentosum,1,1,6,2.0,1,0.7222222222222222,13.0,2.0,0.7222222222222222,13.0,152_mistletoe,1.0,1.0
23,     23 Prosopis juliflora,     23 Prosopis juliflora,1,0,2,1.0,0,0.4482758620689655,0.0,1.0,0.4482758620689655,0.0,152_mistletoe,1.0,NaN
1,      1 Entomobrya ligate;      3 Isotoma sensibilis;     39 Uropoda sp.;     40 Discopoma sp.,      1 Entomobrya ligate,4,1,1,3.0,2,20.0,4.0,3.0,20.0,4.0,180_rottingoak1yr,0.0,0.0
2,      2 Lepidocyrtus cyaneus;      4 Pseudistoma sensibilis,      2 Lepidocyrtus cyaneus,2,1,2,3.0,2,10.0,4.0,3.0,10.0,4.0,180_rottingoak1yr,0.0,0.0
5,      5 Parcoblatta sp.;      7 Canosoma crassus;      8 Thoracophorus costalis;      9 Acritus exiguus;     12 Melanopus sp. larvae;     18 Megalodacne fasciata,      5 Parcoblatta sp.,6,1,0,3.0,2,0.0,4.0,3.0,0.0,4.0,180_rottingoak1yr,0.0,0.0
6,      6 Tachyta nana,      6 Tachyta nana,1,3,0,3.666666666666667,3,0.0,1.5384615384615385,3.666666666666667,0.0,1.5384615384615385,180_rottingoak1yr,0.3333333333333333,0.0
10,     10 Chariessa pilosa,     10 Chariessa pilosa,1,5,0,4.4,3,0.0,1.3333333333333333,4.4,0.0,1.3333333333333333,180_rottingoak1yr,0.0,0.0
11,     11 Alaus oculatus larvae,     11 Alaus oculatus larvae,1,1,0,4.0,3,0.0,2.2222222222222223,4.0,0.0,2.2222222222222223,180_rottingoak1yr,0.0,0.0
13,     13 Chrysobothris femorata larvae,     13 Chrysobothris femorata larvae,1,1,1,3.0,2,20.0,4.0,3.0,20.0,4.0,180_rottingoak1yr,0.0,0.0
14,     14 Agrilus sp. larvae;     19 Xylotrechus colonus larvae;     21 Neoclytus scutellaris larvae;     22 Graphisurus fasciatus larvae;     23 Orthotomicus coelatus,     14 Agrilus sp. larvae,5,1,0,3.0,2,0.0,4.0,3.0,0.0,4.0,180_rottingoak1yr,0.0,0.0
15,     15 Silvanus embellis;     16 S. planatus;     17 Brontes dubius larvae,     15 Silvanus embellis,3,1,1,3.0,2,20.0,4.0,3.0,20.0,4.0,180_rottingoak1yr,0.0,0.0
20,     20 Romaleum atomarium larvae,     20 Romaleum atomarium larvae,1,1,2,3.0,2,3.3333333333333335,4.0,3.0,3.3333333333333335,4.0,180_rottingoak1yr,0.0,0.0
24,     24 Megaselia sp. larvae,     24 Megaselia sp. larvae,1,2,1,4.5,3,20.0,1.6666666666666667,4.5,20.0,1.6666666666666667,180_rottingoak1yr,0.0,0.0
25,     25 Lonchaea sp. larvae,     25 Lonchaea sp. larvae,1,1,2,3.0,2,10.0,4.0,3.0,10.0,4.0,180_rottingoak1yr,0.0,0.0
26,     26 tachinid larvae,     26 tachinid larvae,1,1,2,4.0,3,10.0,2.2222222222222223,4.0,10.0,2.2222222222222223,180_rottingoak1yr,0.0,0.0
27,     27 Tremex columba larvae,     27 Tremex columba larvae,1,1,0,2.0,1,0.0,20.0,2.0,0.0,20.0,180_rottingoak1yr,0.0,0.0
28,     28 Atanycolus simplex;     29 Sparhius floridanus,     28 Atanycolus simplex,2,1,0,4.0,3,0.0,2.2222222222222223,4.0,0.0,2.2222222222222223,180_rottingoak1yr,0.0,0.0
30,     30 Camponotus herculeanus;     31 Crematogaster lineolata;     32 Leptothorax curvispinosus;     33 Ponera coarcta;     34 Proceratium croceum;     35 Linotaenia bidens;     36 Geophilus varians;     37 Chthonius spinosus;     38 C. longipalpus,     30 Camponotus herculeanus,9,1,0,2.0,1,0.0,20.0,2.0,0.0,20.0,180_rottingoak1yr,1.0,1.0
41,     41 Pergamasus sp.;     42 Megisthanus sp.;     43 Dendrolaelops sp.,     41 Pergamasus sp.,3,1,1,2.0,1,20.0,20.0,2.0,20.0,20.0,180_rottingoak1yr,1.0,1.0
44,     44 various larvae (unspecified),     44 various larvae (unspecified),1,0,2,1.0,0,5.0,0.0,1.0,5.0,0.0,180_rottingoak1yr,1.0,NaN
45,     45 phloem (Quercus spp.),     45 phloem (Quercus spp.),1,3,5,2.6666666666666665,1,0.6896551724137931,10.0,2.6666666666666665,0.6896551724137931,10.0,180_rottingoak1yr,0.0,0.0
46,     46 fungi,     46 fungi,1,2,6,2.5,1,0.7407407407407407,10.0,2.5,0.7407407407407407,10.0,180_rottingoak1yr,0.0,0.0
47,     47 sapwood detritus,     47 sapwood detritus,1,0,3,1.0,0,0.5405405405405406,0.0,1.0,0.5405405405405406,0.0,180_rottingoak1yr,0.0,NaN
1,      1 Entomobrya ligate;      2 Isotoma sensibilis,      1 Entomobrya ligate,2,2,1,2.5,1,20.0,10.0,2.5,20.0,10.0,181_rottingoak3yr,0.0,0.0
3,      3 Neosmithurus clavatus,      3 Neosmithurus clavatus,1,1,1,3.0,2,20.0,6.666666666666667,3.0,20.0,6.666666666666667,181_rottingoak3yr,0.0,0.0
4,      4 Reticulitermes flavipes;     16 Elater nigricollis larvae;     17 Orthostethus infuscatus larvae;     18 Deltometopus amoenicornis larvae;     20 Elaterinae larvae (undet.);     21 Rhysodes americanus;     26 Hymenorus sp.;     30 Uloma imberbis;     31 Dioedus punctatus;     32 Scotobates carcaratus larvae;     33 Xylopinus saperdoides;     34 Alobates pennsylvanicus larvae;     35 Meracantha contracta larvae;     36 Strongylium crenatum larvae;     39 Platycerus quercus;     40 Ceruchus piceus;     41 Dorcus (brevis?);     43 Cloetus globosus;     44 Trichiotinus bidens larvae;     45 Phileurus valgus larvae;     46 Passalus cornutus;     48 Leptura proxima larvae;     49 Eupsalis minuta;     50 Scolecocampa liburna larvae;     61 lumbricid (undet.);     70 Cambala annulata;     71 Fontaria coriacea;     72 Polydesmus serratus;     73 Spirostephon lactarium,      4 Reticulitermes flavipes,29,1,0,2.0,1,0.0,20.0,2.0,0.0,20.0,181_rottingoak3yr,0.0,0.0
5,      5 Parcoblatta sp.;      7 Canosoma crassus;      9 Coproporus ventriculus;     10 Trachysectus confluentus;     12 Epierus regularis;     13 Epierus sp.;     22 Brontes dubius larvae;     23 Megalodacne fasciata;     24 Triplax thoracica;     25 mycetyphagid (undet.);     27 Platydema subcostatum;     28 P. ruficorne;     29 P. ruficolle,      5 Parcoblatta sp.,13,1,0,3.0,2,0.0,6.666666666666667,3.0,0.0,6.666666666666667,181_rottingoak3yr,0.0,0.0
6,      6 Tachyta nana,      6 Tachyta nana,1,4,0,3.75,2,0.0,2.0,3.75,0.0,2.0,181_rottingoak3yr,0.0,0.0
8,      8 Staphylinus violacens;     55 Camponotus herculeanus;     56 Crematogaster lineolata;     57 Leptothorax curvispinosus;     58 Ponera coarcta;     59 Proceratium croceum;     60 Pheidole sp.;     74 Scolopendra viridis;     75 Cryptops hyalina;     76 Otocryptops sexspinosus;     77 Bothropolys multidentatus;     78 Chelanops dentatus,      8 Staphylinus violacens,12,1,0,3.0,2,0.0,4.0,3.0,0.0,4.0,181_rottingoak3yr,0.0,0.0
11,     11 Actium sp.,     11 Actium sp.,1,2,0,4.0,3,0.0,2.2222222222222223,4.0,0.0,2.2222222222222223,181_rottingoak3yr,0.0,0.0
14,     14 Platysoma lecontei,     14 Platysoma lecontei,1,2,0,3.5,3,0.0,2.2222222222222223,3.5,0.0,2.2222222222222223,181_rottingoak3yr,0.5,0.0
15,     15 Dendroides bicolor larvae;     37 Synchroa punctata larvae;     62 Strobilops aena;     63 Polygyra fallax;     64 P. tridentata;     65 P. thyroideus;     66 Zonitoides arboreus;     67 Euconulus chersinus;     68 Retinella indentata;     69 Philomycus carolinensis,     15 Dendroides bicolor larvae,10,2,0,2.5,1,0.0,10.0,2.5,0.0,10.0,181_rottingoak3yr,0.0,0.0
19,     19 Alaus oculatus larvae,     19 Alaus oculatus larvae,1,1,0,3.0,2,0.0,6.666666666666667,3.0,0.0,6.666666666666667,181_rottingoak3yr,0.0,0.0
38,     38 Pseudolucanus capreole larvae;     42 Polymoecus brevipes larvae;     47 Derobrachus brunneus larvae,     38 Pseudolucanus capreole larvae,3,1,1,2.0,1,20.0,20.0,2.0,20.0,20.0,181_rottingoak3yr,0.0,0.0
51,     51 mycetophilid larvae (undet.),     51 mycetophilid larvae (undet.),1,1,1,3.0,2,20.0,6.666666666666667,3.0,20.0,6.666666666666667,181_rottingoak3yr,0.0,0.0
52,     52 cecidomyid larvae (undet.);     53 dolicopodid larvae (undet.),     52 cecidomyid larvae (undet.),2,1,1,2.0,1,20.0,20.0,2.0,20.0,20.0,181_rottingoak3yr,1.0,1.0
54,     54 Augochlora pura,     54 Augochlora pura,1,1,0,2.0,1,0.0,20.0,2.0,0.0,20.0,181_rottingoak3yr,1.0,1.0
79,     79 Podothrombium sp.;     80 Allothrombium pulvinus;     83 Pergamasus sp.;     84 Megisthanus sp.,     79 Podothrombium sp.,4,1,2,3.0,2,10.0,4.0,3.0,10.0,4.0,181_rottingoak3yr,0.0,0.0
81,     81 Zetes sp.;     82 Schelorabates sp.,     81 Zetes sp.,2,1,2,3.0,2,10.0,6.666666666666667,3.0,10.0,6.666666666666667,181_rottingoak3yr,0.0,0.0
85,     85 various larvae,     85 various larvae,1,2,2,2.5,1,3.3333333333333335,10.0,2.5,3.3333333333333335,10.0,181_rottingoak3yr,0.0,0.0
86,     86 rotting wood detritus,     86 rotting wood detritus,1,0,6,1.0,0,0.7142857142857143,0.0,1.0,0.7142857142857143,0.0,181_rottingoak3yr,0.0,NaN
87,     87 pollen (undet.),     87 pollen (undet.),1,0,1,1.0,0,20.0,0.0,1.0,20.0,0.0,181_rottingoak3yr,1.0,NaN
88,     88 microorganisms,     88 microorganisms,1,0,1,1.0,0,6.666666666666667,0.0,1.0,6.666666666666667,0.0,181_rottingoak3yr,1.0,NaN
89,     89 fungi (red rot),     89 fungi (red rot),1,1,7,2.0,1,1.1764705882352942,20.0,2.0,1.1764705882352942,20.0,181_rottingoak3yr,0.0,0.0
1,      1 Entomobrya corticola;      2 E. ligata;      3 Entomobrya sp.;      4 Pseudachorutes sp.;      5 Isotoma sensibilis;      6 Tomocera flavescens;     72 uropodid sp.,      1 Entomobrya corticola,7,1,1,3.0,2,35.0,7.0,3.0,35.0,7.0,182_rottingpine1yr,0.5,0.0
7,      7 Parcoblatta sp.;      9 Epiptera sp.;     11 Erchomus ventriculus;     15 Plegaderus sp.;     18 Boros unicolor larvae;     22 Melanotus sp. larvae;     23 Elater verticinus;     31 Brontes dubius;     32 Mycetophagus pini;     33 Colopterus semitectus;     34 Stelidota geminata;     35 Bolitotherus cornutus;     36 Platydema flavipes;     46 Rhyncolus sp.;     47 Cossonus corticola,      7 Parcoblatta sp.,15,1,0,3.0,2,0.0,7.0,3.0,0.0,7.0,182_rottingpine1yr,0.5,0.0
8,      8 heteropteran (undet.);     13 Platysoma parallelum;     17 Thanasimus dubius,      8 heteropteran (undet.),3,2,0,3.666666666666667,3,0.0,3.888888888888889,3.666666666666667,0.0,3.888888888888889,182_rottingpine1yr,0.75,0.0
10,     10 Tachymenis flavicauda,     10 Tachymenis flavicauda,1,1,0,4.0,3,0.0,3.888888888888889,4.0,0.0,3.888888888888889,182_rottingpine1yr,0.5,0.0
12,     12 Saprinus sp.,     12 Saprinus sp.,1,5,0,3.857142857142857,3,0.0,1.8421052631578947,3.857142857142857,0.0,1.8421052631578947,182_rottingpine1yr,0.6000000000000001,0.0
14,     14 P. lecontei,     14 P. lecontei,1,1,0,4.0,3,0.0,3.888888888888889,4.0,0.0,3.888888888888889,182_rottingpine1yr,0.5,0.0
16,     16 Cylistix cylindrica,     16 Cylistix cylindrica,1,1,0,4.0,3,0.0,3.888888888888889,4.0,0.0,3.888888888888889,182_rottingpine1yr,0.5,0.0
19,     19 Dendroides bicolor larvae,     19 Dendroides bicolor larvae,1,1,1,3.0,2,35.0,7.0,3.0,35.0,7.0,182_rottingpine1yr,0.5,0.0
20,     20 Alaus myops larvae,     20 Alaus myops larvae,1,4,0,3.4,3,0.0,3.1818181818181817,3.4,0.0,3.1818181818181817,182_rottingpine1yr,0.875,0.0
21,     21 Ischiodontus sp. larvae;     24 Drapites sp. larvae;     40 Xylotrechus sagittatus larvae;     43 A. nodosus larvae;     44 Eupogonius tomentosus larvae;     49 Pachylobins picivorus larvae;     50 Hylobius pales larvae,     21 Ischiodontus sp. larvae,7,1,0,2.0,1,0.0,35.0,2.0,0.0,35.0,182_rottingpine1yr,1.0,1.0
25,     25 Buprestis lineata larvae;     26 Buprestis sp. larvae;     38 Asemum moestum larvae,     25 Buprestis lineata larvae,3,2,0,2.0,1,0.0,17.5,2.0,0.0,17.5,182_rottingpine1yr,0.5,0.5
27,     27 Chalcophora sp. larvae;     28 Chrysobothris sp. larvae,     27 Chalcophora sp. larvae,2,1,2,2.0,1,17.5,35.0,2.0,17.5,35.0,182_rottingpine1yr,1.0,1.0
29,     29 Temnochila virescens,     29 Temnochila virescens,1,4,0,3.666666666666667,3,0.0,3.1818181818181817,3.666666666666667,0.0,3.1818181818181817,182_rottingpine1yr,0.75,0.0
30,     30 Rhizophagus cylindricus,     30 Rhizophagus cylindricus,1,4,0,3.666666666666667,3,0.0,3.1818181818181817,3.666666666666667,0.0,3.1818181818181817,182_rottingpine1yr,0.75,0.0
37,     37 Stephanopachys rugosus larvae;     65 Sirex nigricornia larvae,     37 Stephanopachys rugosus larvae,2,1,0,2.0,1,0.0,35.0,2.0,0.0,35.0,182_rottingpine1yr,0.0,0.0
39,     39 Rhagium lineatum larvae,     39 Rhagium lineatum larvae,1,1,2,2.0,1,8.75,35.0,2.0,8.75,35.0,182_rottingpine1yr,1.0,1.0
41,     41 Callidium antennatum larvae,     41 Callidium antennatum larvae,1,1,1,2.0,1,35.0,35.0,2.0,35.0,35.0,182_rottingpine1yr,1.0,1.0
42,     42 Acanthocinus obsoletus larvae,     42 Acanthocinus obsoletus larvae,1,1,1,2.0,1,35.0,35.0,2.0,35.0,35.0,182_rottingpine1yr,1.0,1.0
45,     45 Monochammus titillator larvae,     45 Monochammus titillator larvae,1,1,2,2.0,1,8.75,35.0,2.0,8.75,35.0,182_rottingpine1yr,1.0,1.0
48,     48 Pissodes memorensis larvae,     48 Pissodes memorensis larvae,1,1,1,2.0,1,35.0,35.0,2.0,35.0,35.0,182_rottingpine1yr,1.0,1.0
51,     51 Platypus flavicornis,     51 Platypus flavicornis,1,1,2,3.0,2,17.5,7.0,3.0,17.5,7.0,182_rottingpine1yr,0.5,0.0
52,     52 Ips grandicollis;     53 I. calligraphus;     55 Orthotomicus coelatus;     56 Pithyophthorus annectens;     57 P. pullus;     58 Dendroctonus valens;     59 D. tenebrans,     52 Ips grandicollis,7,1,3,2.0,1,11.666666666666666,35.0,2.0,11.666666666666666,35.0,182_rottingpine1yr,1.0,1.0
54,     54 Xyleborus fitchi,     54 Xyleborus fitchi,1,1,3,3.0,2,11.666666666666666,7.0,3.0,11.666666666666666,7.0,182_rottingpine1yr,0.5,0.0
60,     60 Sciara coprophila larvae,     60 Sciara coprophila larvae,1,1,1,2.0,1,35.0,35.0,2.0,35.0,35.0,182_rottingpine1yr,0.0,0.0
61,     61 Xylophagus fasciatus larvae,     61 Xylophagus fasciatus larvae,1,1,1,3.0,2,35.0,11.666666666666666,3.0,35.0,11.666666666666666,182_rottingpine1yr,1.0,0.0
62,     62 Lonchaea sp. larvae,     62 Lonchaea sp. larvae,1,1,2,3.0,2,17.5,7.0,3.0,17.5,7.0,182_rottingpine1yr,0.5,0.0
63,     63 Theresia monohammi larvae;     64 Sarcophaga sp. larvae,     63 Theresia monohammi larvae,2,1,1,3.0,2,35.0,11.666666666666666,3.0,35.0,11.666666666666666,182_rottingpine1yr,1.0,0.0
66,     66 Orussus sp. larvae,     66 Orussus sp. larvae,1,1,0,3.0,2,0.0,11.666666666666666,3.0,0.0,11.666666666666666,182_rottingpine1yr,1.0,0.0
67,     67 Coeloides pissodis larvae,     67 Coeloides pissodis larvae,1,1,0,3.0,2,0.0,11.666666666666666,3.0,0.0,11.666666666666666,182_rottingpine1yr,1.0,0.0
68,     68 Camponotus herculeanus;     69 Leptinothorax curvispinosus;     70 Ponera coarctata;     71 Lasius umbratus;     73 Parasitus sp.;     74 Dendrolaelaps sp.;     75 Pergamasus sp.;     76 Geophilus varians;     77 Linotaenia bidens;     78 Cryptops hyalina;     79 Bothropolys multidentatus;     80 Chelanops oblongus;     81 C. virginnae;     82 Chelifer cancroides,     68 Camponotus herculeanus,14,1,0,3.0,2,0.0,5.0,3.0,0.0,5.0,182_rottingpine1yr,0.5,0.0
83,     83 various larvae (unsp.),     83 various larvae (unsp.),1,3,1,2.5,1,35.0,11.666666666666666,2.5,35.0,11.666666666666666,182_rottingpine1yr,0.5,0.3333333333333333
84,     84 chironomid larvae;     85 cecidomyid larvae;     86 dolicopodid larvae,     84 chironomid larvae,3,1,2,3.0,2,17.5,7.0,3.0,17.5,7.0,182_rottingpine1yr,0.5,0.0
87,     87 dead cerambycid detritus,     87 dead cerambycid detritus,1,0,1,1.0,0,11.666666666666666,0.0,1.0,11.666666666666666,0.0,182_rottingpine1yr,0.0,NaN
88,     88 phloem (Pinus spp.),     88 phloem (Pinus spp.),1,0,11,1.0,0,0.6363636363636364,0.0,1.0,0.6363636363636364,0.0,182_rottingpine1yr,1.0,NaN
89,     89 sapwood detritus,     89 sapwood detritus,1,0,4,1.0,0,0.7954545454545454,0.0,1.0,0.7954545454545454,0.0,182_rottingpine1yr,0.0,NaN
90,     90 fungi,     90 fungi,1,2,8,2.0,1,1.3461538461538463,17.5,2.0,1.3461538461538463,17.5,182_rottingpine1yr,0.5,0.5
1,      1 Entomobrya ligata;      2 E. corticola;      3 Entomobrya sp.;      4 Isotoma sensibilis,      1 Entomobrya ligata,4,2,1,2.5,1,12.0,6.0,2.5,12.0,6.0,183_rottingpine3yr,0.0,0.0
5,      5 Parcoblatta sp.;     33 Uropoda sp.,      5 Parcoblatta sp.,2,1,0,3.0,2,0.0,4.0,3.0,0.0,4.0,183_rottingpine3yr,0.0,0.0
6,      6 Tachymenis flavicauda,      6 Tachymenis flavicauda,1,1,0,3.0,2,0.0,2.4,3.0,0.0,2.4,183_rottingpine3yr,0.0,0.0
7,      7 Platysoma lecontei,      7 Platysoma lecontei,1,1,0,4.0,3,0.0,2.0,4.0,0.0,2.0,183_rottingpine3yr,0.0,0.0
8,      8 Alaus myops larvae,      8 Alaus myops larvae,1,1,0,3.0,2,0.0,4.0,3.0,0.0,4.0,183_rottingpine3yr,0.0,0.0
9,      9 Orthostethus infuscatus larvae;     10 Melanotus sp. larvae;     11 Elater verticinus;     12 Uloma punctulata;     13 Xylopinus rufipes larvae;     14 Scotobates calcaratus larvae;     15 Passalus cornutus;     16 Pseudolucanus capreolus larvae;     24 lumbricid (undet.);     28 Cambala annulata;     29 Fontaria coriacen;     30 Polydesmus serratus,      9 Orthostethus infuscatus larvae,12,1,0,2.0,1,0.0,12.0,2.0,0.0,12.0,183_rottingpine3yr,0.0,0.0
17,     17 Derobrachus brunneus larvae;     18 Leptura sp. larvae,     17 Derobrachus brunneus larvae,2,1,1,2.0,1,12.0,12.0,2.0,12.0,12.0,183_rottingpine3yr,0.0,0.0
19,     19 chironomid larvae;     20 cecidomyid larvae;     21 dolicopodid larvae,     19 chironomid larvae,3,1,1,3.0,2,12.0,4.0,3.0,12.0,4.0,183_rottingpine3yr,0.0,0.0
22,     22 Leptinothorax curvispinosus;     23 Ponera coarctata;     31 Geophilus varians;     32 Linotaenia bidens,     22 Leptinothorax curvispinosus,4,1,0,3.0,2,0.0,2.4,3.0,0.0,2.4,183_rottingpine3yr,0.0,0.0
25,     25 Polygyra thyriodes;     26 Zonitoides arboreus;     27 Philomycus carolinensis,     25 Polygyra thyriodes,3,2,0,2.5,1,0.0,6.0,2.5,0.0,6.0,183_rottingpine3yr,0.0,0.0
34,     34 various larvae (unspecified),     34 various larvae (unspecified),1,2,1,2.5,1,12.0,6.0,2.5,12.0,6.0,183_rottingpine3yr,0.0,0.0
35,     35 rotting wood detritus (Pinus spp.),     35 rotting wood detritus (Pinus spp.),1,0,6,1.0,0,0.631578947368421,0.0,1.0,0.631578947368421,0.0,183_rottingpine3yr,0.0,NaN
36,     36 fungi,     36 fungi,1,1,5,2.0,1,1.0909090909090908,12.0,2.0,1.0909090909090908,12.0,183_rottingpine3yr,0.0,0.0
1,      1 Partnuniella thermalis,      1 Partnuniella thermalis,1,3,0,3.0,2,0.0,1.8,3.0,0.0,1.8,203_thermalspringyellowstone,1.0,0.0
2,      2 Thermacarus nevadensis;      3 Tachytrechus angustipennis,      2 Thermacarus nevadensis,2,3,0,3.0,2,0.0,1.8,3.0,0.0,1.8,203_thermalspringyellowstone,1.0,0.0
4,      4 birds (unspecified),      4 birds (unspecified),1,3,0,3.0,2,0.0,1.8,3.0,0.0,1.8,203_thermalspringyellowstone,1.0,0.0
5,      5 arachnids (unspec.),      5 arachnids (unspec.),1,2,0,3.0,2,0.0,2.25,3.0,0.0,2.25,203_thermalspringyellowstone,1.0,0.0
6,      6 Paracoenia turbida eggs,      6 Paracoenia turbida eggs,1,1,2,2.0,1,4.5,9.0,2.0,4.5,9.0,203_thermalspringyellowstone,1.0,1.0
7,      7 P. turbida larvae,      7 P. turbida larvae,1,1,2,2.0,1,4.5,9.0,2.0,4.5,9.0,203_thermalspringyellowstone,1.0,1.0
8,      8 P. turbida pupae,      8 P. turbida pupae,1,1,1,2.0,1,9.0,9.0,2.0,9.0,9.0,203_thermalspringyellowstone,1.0,1.0
9,      9 P. turbida adults,      9 P. turbida adults,1,1,2,2.0,1,4.5,9.0,2.0,4.5,9.0,203_thermalspringyellowstone,1.0,1.0
10,     10 Lamproscatella dichaeta;     11 Microcoelepis sp.;     12 chironomid (unspec.);     13 amphipod (unspec.);     14 tipulid (unspec.),     10 Lamproscatella dichaeta,5,1,4,2.0,1,2.25,9.0,2.0,2.25,9.0,203_thermalspringyellowstone,1.0,1.0
15,     15 blue-green algal-bacterial mat,     15 blue-green algal-bacterial mat,1,0,5,1.0,0,0.6923076923076923,0.0,1.0,0.6923076923076923,0.0,203_thermalspringyellowstone,1.0,NaN
1,     1 bacteria,     1 bacteria,1,0,1,1.0,0,27.0,0.0,1.0,27.0,0.0,22_bearisland,1.0,NaN
2,     2 protozoa (fresh water plankton),     2 protozoa (fresh water plankton),1,1,3,2.0,1,1.173913043478261,27.0,2.0,1.173913043478261,27.0,22_bearisland,1.0,1.0
3,"     3 plants, dead plants","     3 plants, dead plants",1,0,9,1.0,0,1.588235294117647,0.0,1.0,1.588235294117647,0.0,22_bearisland,1.0,NaN
