trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness,SLN_ID,sp_green_frac,sp_green_direct
4,     4 algae (fresh water bottom and littoral),     4 algae (fresh water bottom and littoral),1,0,3,1.0,0,1.5,0.0,1.0,1.5,0.0,22_bearisland,1.0,NaN
5,     5 algae (fresh water plankton),     5 algae (fresh water plankton),1,0,5,1.0,0,1.35,0.0,1.0,1.35,0.0,22_bearisland,1.0,NaN
6,     6 worms,     6 worms,1,1,0,2.0,1,0.0,27.0,2.0,0.0,27.0,22_bearisland,1.0,1.0
7,     7 geese,     7 geese,1,2,0,2.0,1,0.0,13.5,2.0,0.0,13.5,22_bearisland,1.0,1.0
8,"     8 snow bunting, ptarmigan","     8 snow bunting, ptarmigan",1,6,1,3.4,3,27.0,1.4210526315789473,3.4,27.0,1.4210526315789473,22_bearisland,0.9999999999999999,0.16666666666666666
9,     9 purple sandpiper,     9 purple sandpiper,1,8,1,3.333333333333333,2,27.0,1.5,3.333333333333333,27.0,1.5,22_bearisland,1.0,0.125
10,    10 protozoa (fresh water bottom and littoral),    10 protozoa (fresh water bottom and littoral),1,1,1,2.0,1,3.375,27.0,2.0,3.375,27.0,22_bearisland,1.0,1.0
11,    11 Hymenoptera,    11 Hymenoptera,1,1,2,2.0,1,6.75,27.0,2.0,6.75,27.0,22_bearisland,1.0,1.0
12,    12 mites,    12 mites,1,1,3,2.0,1,5.4,27.0,2.0,5.4,27.0,22_bearisland,1.0,1.0
13,    13 Diptera (adult),    13 Diptera (adult),1,2,3,2.8,3,5.4,2.076923076923077,2.8,5.4,2.076923076923077,22_bearisland,1.0,0.5
14,    14 Collembola,    14 Collembola,1,1,2,2.0,1,4.5,27.0,2.0,4.5,27.0,22_bearisland,1.0,1.0
15,    15 moss,    15 moss,1,0,4,1.0,0,1.4210526315789473,0.0,1.0,1.4210526315789473,0.0,22_bearisland,1.0,NaN
16,    16 spiders,    16 spiders,1,4,2,3.3,3,6.75,1.588235294117647,3.3,6.75,1.588235294117647,22_bearisland,1.0,0.0
17,    17 protozoa (land),    17 protozoa (land),1,1,0,2.0,1,0.0,27.0,2.0,0.0,27.0,22_bearisland,1.0,1.0
18,"    18 Entomostraca, Rotifera (fresh water plankton)","    18 Entomostraca, Rotifera (fresh water plankton)",1,2,3,2.5,1,1.5,13.5,2.5,1.5,13.5,22_bearisland,1.0,0.5
19,"    19 skua, glaucous gull","    19 skua, glaucous gull",1,3,0,3.333333333333333,2,0.0,1.4210526315789473,3.333333333333333,0.0,1.4210526315789473,22_bearisland,0.9999999999999998,0.0
20,"    20 kittiwake, guillemots, fulmar petrel, little auk, puffin","    20 kittiwake, guillemots, fulmar petrel, little auk, puffin",1,1,1,2.0,1,27.0,27.0,2.0,27.0,27.0,22_bearisland,1.0,1.0
21,"    21 northern eider, long-tailed duck, red-throated diver","    21 northern eider, long-tailed duck, red-throated diver",1,3,2,2.875,2,13.5,1.588235294117647,2.875,13.5,1.588235294117647,22_bearisland,1.0,0.3333333333333333
22,    22 arctic fox,    22 arctic fox,1,4,0,3.7142857142857144,3,0.0,0.6428571428571429,3.7142857142857144,0.0,0.6428571428571429,22_bearisland,1.0,0.0
23,    23 marine animals,    23 marine animals,1,0,3,1.0,0,3.0,0.0,1.0,3.0,0.0,22_bearisland,1.0,NaN
24,    24 seals,    24 seals,1,1,1,2.0,1,27.0,27.0,2.0,27.0,27.0,22_bearisland,1.0,1.0
25,    25 polar bear,    25 polar bear,1,1,0,3.0,2,0.0,9.0,3.0,0.0,9.0,22_bearisland,1.0,0.0
26,    26 Diptera (immature),    26 Diptera (immature),1,5,6,2.2,2,3.375,3.857142857142857,2.2,3.375,3.857142857142857,22_bearisland,1.0,0.8
27,"    27 Entomostraca, Rotifera, Tardigrada, Oligochaeta, Nematoda (fresh water bottom and littoral)","    27 Entomostraca, Rotifera, Tardigrada, Oligochaeta, Nematoda (fresh water bottom and littoral)",1,6,2,2.5,1,6.75,4.5,2.5,6.75,4.5,22_bearisland,0.9999999999999999,0.5
28,    28 Lepidurus,    28 Lepidurus,1,4,1,2.5,1,9.0,6.75,2.5,9.0,6.75,22_bearisland,1.0,0.5
1,     1 herbs,     1 herbs,1,0,2,1.0,0,1.6153846153846154,0.0,1.0,1.6153846153846154,0.0,27_wythamwood,1.0,NaN
2,     2 trees and bushes,     2 trees and bushes,1,0,4,1.0,0,1.105263157894737,0.0,1.0,1.105263157894737,0.0,27_wythamwood,1.0,NaN
3,     3 oak trees,     3 oak trees,1,0,3,1.0,0,0.875,0.0,1.0,0.875,0.0,27_wythamwood,1.0,NaN
4,     4 total litter (detritus),     4 total litter (detritus),1,0,3,1.0,0,1.9090909090909092,0.0,1.0,1.9090909090909092,0.0,27_wythamwood,0.0,NaN
5,     5 insects,     5 insects,1,1,3,2.0,1,2.3333333333333335,21.0,2.0,2.3333333333333335,21.0,27_wythamwood,1.0,1.0
6,     6 winter moth,     6 winter moth,1,2,6,2.0,1,1.75,10.5,2.0,1.75,10.5,27_wythamwood,1.0,1.0
7,     7 Tartrix,     7 Tartrix,1,1,1,2.0,1,7.0,21.0,2.0,7.0,21.0,27_wythamwood,1.0,1.0
8,     8 leaf feeders,     8 leaf feeders,1,2,2,2.0,1,2.625,10.5,2.0,2.625,10.5,27_wythamwood,1.0,1.0
9,     9 earthworms,     9 earthworms,1,1,3,2.0,1,4.2,21.0,2.0,4.2,21.0,27_wythamwood,0.0,0.0
10,    10 fungi,    10 fungi,1,1,1,2.0,1,2.625,21.0,2.0,2.625,21.0,27_wythamwood,0.0,0.0
11,"    11 voles, mice","    11 voles, mice",1,4,2,2.6,2,10.5,3.5,2.6,10.5,3.5,27_wythamwood,1.0,0.5
12,    12 spiders,    12 spiders,1,1,2,3.0,2,5.25,7.0,3.0,5.25,7.0,27_wythamwood,1.0,0.0
13,    13 titmice,    13 titmice,1,6,1,3.0,2,21.0,2.1,3.0,21.0,2.1,27_wythamwood,0.9999999999999999,0.16666666666666666
14,    14 Cyzenis,    14 Cyzenis,1,1,2,3.0,2,3.5,4.2,3.0,3.5,4.2,27_wythamwood,1.0,0.0
15,"    15 Philanthus, Abax, Feronia","    15 Philanthus, Abax, Feronia",1,5,2,3.25,2,10.5,1.6153846153846154,3.25,10.5,1.6153846153846154,27_wythamwood,0.6000000000000001,0.0
16,"    16 soil insects, mites","    16 soil insects, mites",1,2,2,2.5,1,5.25,10.5,2.5,5.25,10.5,27_wythamwood,0.0,0.0
17,    17 parasites,    17 parasites,1,1,0,4.0,3,0.0,3.5,4.0,0.0,3.5,27_wythamwood,1.0,0.0
18,    18 owls,    18 owls,1,2,0,3.25,3,0.0,1.4,3.25,0.0,1.4,27_wythamwood,0.5,0.0
19,    19 weasels,    19 weasels,1,2,0,3.5,3,0.0,1.105263157894737,3.5,0.0,1.105263157894737,27_wythamwood,1.0,0.0
20,    20 hyperparasites,    20 hyperparasites,1,1,0,4.0,3,0.0,2.3333333333333335,4.0,0.0,2.3333333333333335,27_wythamwood,1.0,0.0
21,    21 shrews,    21 shrews,1,3,0,3.5,2,0.0,1.2352941176470589,3.5,0.0,1.2352941176470589,27_wythamwood,0.5333333333333333,0.0
22,    22 moles,    22 moles,1,3,0,3.5,3,0.0,1.1666666666666667,3.5,0.0,1.1666666666666667,27_wythamwood,0.5333333333333333,0.0
1,1 Phagocata,1 Phagocata,1,2,0,3.25,2,0.0,1.0,3.25,0.0,1.0,35_morganscreek,0.45,0.0
2,"2 Decapoda--Orconectes, Cambarus","2 Decapoda--Orconectes, Cambarus",1,4,0,2.857142857142857,2,0.0,2.0,2.857142857142857,0.0,2.0,35_morganscreek,0.375,0.0
3,"3 Plecoptera--Isoperia, Isogenus","3 Plecoptera--Isoperia, Isogenus",1,5,0,3.0,2,0.0,1.3333333333333333,3.0,0.0,1.3333333333333333,35_morganscreek,0.5,0.0
4,"4 Megaloptera--Nigronia, Sialis","4 Megaloptera--Nigronia, Sialis",1,4,0,3.125,2,0.0,1.0,3.125,0.0,1.0,35_morganscreek,0.475,0.0
5,"5 Pisces--Rhinichthys, Semotilus","5 Pisces--Rhinichthys, Semotilus",1,4,0,3.125,2,0.0,1.2,3.125,0.0,1.2,35_morganscreek,0.475,0.0
6,6 Gammarus,6 Gammarus,1,5,3,2.888888888888889,2,4.0,1.7142857142857142,2.888888888888889,4.0,1.7142857142857142,35_morganscreek,0.4,0.0
7,"7 Trichoptera--Diplectrona, Rhyacophila","7 Trichoptera--Diplectrona, Rhyacophila",1,4,4,2.6666666666666665,1,2.0,3.0,2.6666666666666665,2.0,3.0,35_morganscreek,0.5,0.25
8,8 Asellus,8 Asellus,1,2,5,2.0,1,2.4,6.0,2.0,2.4,6.0,35_morganscreek,0.5,0.5
9,"9 Ephemeroptera--Baetis, Centroptilum, Epeorus, Paraleptophlebia, Pseudocloeon","9 Ephemeroptera--Baetis, Centroptilum, Epeorus, Paraleptophlebia, Pseudocloeon",1,2,4,2.0,1,1.2,6.0,2.0,1.2,6.0,35_morganscreek,0.5,0.5
10,"10 Trichoptera--Neophylax, Glossosoma","10 Trichoptera--Neophylax, Glossosoma",1,2,3,2.0,1,4.0,6.0,2.0,4.0,6.0,35_morganscreek,0.5,0.5
11,"11 Diptera--Tendipedidae, Simulium","11 Diptera--Tendipedidae, Simulium",1,2,5,2.0,1,1.3333333333333333,6.0,2.0,1.3333333333333333,6.0,35_morganscreek,0.5,0.5
12,12 detritus,12 detritus,1,0,7,1.0,0,0.8,0.0,1.0,0.8,0.0,35_morganscreek,0.0,NaN
13,13 diatoms,13 diatoms,1,0,5,1.0,0,0.7058823529411765,0.0,1.0,0.7058823529411765,0.0,35_morganscreek,1.0,NaN
1,     1 Haplochromis johnstoni,     1 Haplochromis johnstoni,1,10,0,2.7,2,0.0,2.6666666666666665,2.7,0.0,2.6666666666666665,39_lakenyasa,0.4,0.2
2,     2 Barbus rhoadesii,     2 Barbus rhoadesii,1,2,0,3.5,3,0.0,2.4615384615384617,3.5,0.0,2.4615384615384617,39_lakenyasa,0.5,0.0
3,     3 Haplochromis dimidiatus,     3 Haplochromis dimidiatus,1,8,0,3.1,2,0.0,2.0,3.1,0.0,2.0,39_lakenyasa,0.5,0.25
4,     4 Haplochromis rostratus;     5 Haplochromis sp.;     6 Rhamphochromis spp.,     4 Haplochromis rostratus,3,1,0,4.0,3,0.0,2.909090909090909,4.0,0.0,2.909090909090909,39_lakenyasa,0.5,0.0
7,     7 Engraulicypris sardella,     7 Engraulicypris sardella,1,2,1,2.5,2,32.0,8.0,2.5,32.0,8.0,39_lakenyasa,0.5,0.5
8,     8 various immature fishes,     8 various immature fishes,1,2,3,3.0,2,10.666666666666666,5.333333333333333,3.0,10.666666666666666,5.333333333333333,39_lakenyasa,0.5,0.0
9,     9 Lethrinops brevis;    12 Lethrinops,     9 Lethrinops brevis,2,2,0,3.0,2,0.0,8.0,3.0,0.0,8.0,39_lakenyasa,0.0,0.0
10,    10 Tilapia saka-squamipinnis,    10 Tilapia saka-squamipinnis,1,2,1,2.0,1,32.0,16.0,2.0,32.0,16.0,39_lakenyasa,0.5,0.5
11,    11 Synodontis zambesensis,    11 Synodontis zambesensis,1,4,0,2.75,2,0.0,4.0,2.75,0.0,4.0,39_lakenyasa,0.5,0.25
13,    13 Alestes imberi,    13 Alestes imberi,1,2,0,2.5,2,0.0,8.0,2.5,0.0,8.0,39_lakenyasa,1.0,0.5
14,    14 Microcyclops nyasae,    14 Microcyclops nyasae,1,1,1,2.0,1,4.571428571428571,32.0,2.0,4.571428571428571,32.0,39_lakenyasa,1.0,1.0
15,    15 Lethriops furcifer,    15 Lethriops furcifer,1,1,0,3.0,2,0.0,10.666666666666666,3.0,0.0,10.666666666666666,39_lakenyasa,0.0,0.0
16,    16 Barbus eurystomus,    16 Barbus eurystomus,1,2,0,3.0,2,0.0,5.333333333333333,3.0,0.0,5.333333333333333,39_lakenyasa,0.5,0.0
17,    17 Haplocrhomis mola,    17 Haplocrhomis mola,1,6,0,3.0,2,0.0,2.6666666666666665,3.0,0.0,2.6666666666666665,39_lakenyasa,0.5,0.0
18,    18 Barilius microcephalus,    18 Barilius microcephalus,1,2,0,2.0,1,0.0,16.0,2.0,0.0,16.0,39_lakenyasa,1.0,1.0
19,    19 Barbus johnstoni,    19 Barbus johnstoni,1,6,0,2.5,1,0.0,5.333333333333333,2.5,0.0,5.333333333333333,39_lakenyasa,0.5,0.3333333333333333
20,    20 Baetid nymphs,    20 Baetid nymphs,1,1,6,2.0,1,5.333333333333333,32.0,2.0,5.333333333333333,32.0,39_lakenyasa,1.0,1.0
21,    21 Ostracods,    21 Ostracods,1,1,7,2.0,1,2.909090909090909,32.0,2.0,2.909090909090909,32.0,39_lakenyasa,0.0,0.0
22,    22 Chironomid larvae,    22 Chironomid larvae,1,1,8,2.0,1,4.0,32.0,2.0,4.0,32.0,39_lakenyasa,0.0,0.0
23,    23 Caridina nilotica,    23 Caridina nilotica,1,1,2,2.0,1,16.0,32.0,2.0,16.0,32.0,39_lakenyasa,0.0,0.0
24,    24 Corbicula africana,    24 Corbicula africana,1,1,3,2.0,1,10.666666666666666,32.0,2.0,10.666666666666666,32.0,39_lakenyasa,0.0,0.0
25,"    25 Barbus innocens, Haplochromis similis, Haplochromis moori","    25 Barbus innocens, Haplochromis similis, Haplochromis moori",1,3,0,2.0,1,0.0,10.666666666666666,2.0,0.0,10.666666666666666,39_lakenyasa,0.6666666666666666,0.6666666666666666
26,    26 Lanistes procerus,    26 Lanistes procerus,1,1,1,2.0,1,32.0,32.0,2.0,32.0,32.0,39_lakenyasa,1.0,1.0
27,"    27 Malanoides tuberculata, other gastropods","    27 Malanoides tuberculata, other gastropods",1,1,3,2.0,1,10.666666666666666,32.0,2.0,10.666666666666666,32.0,39_lakenyasa,1.0,1.0
28,    28 Tilapia melanopleura,    28 Tilapia melanopleura,1,1,0,2.0,1,0.0,32.0,2.0,0.0,32.0,39_lakenyasa,1.0,1.0
29,    29 Tilapia shirana;    30 Labeo mesops,    29 Tilapia shirana,2,1,0,2.0,1,0.0,32.0,2.0,0.0,32.0,39_lakenyasa,0.0,0.0
31,    31 terrestrial insects,    31 terrestrial insects,1,0,5,1.0,0,6.4,0.0,1.0,6.4,0.0,39_lakenyasa,1.0,NaN
32,    32 Aufwuchs on Vallisneria,    32 Aufwuchs on Vallisneria,1,0,5,1.0,0,1.28,0.0,1.0,1.28,0.0,39_lakenyasa,1.0,NaN
33,    33 Vallisneria,    33 Vallisneria,1,0,8,1.0,0,2.6666666666666665,0.0,1.0,2.6666666666666665,0.0,39_lakenyasa,1.0,NaN
34,"    34 bottom detritus, algae","    34 bottom detritus, algae",1,0,11,1.0,0,1.0,0.0,1.0,1.0,0.0,39_lakenyasa,0.0,NaN
35,    35 plankton,    35 plankton,1,0,2,1.0,0,8.0,0.0,1.0,8.0,0.0,39_lakenyasa,1.0,NaN
36,    36 Haplochromis chrysonotus,    36 Haplochromis chrysonotus,1,4,0,2.5,1,0.0,8.0,2.5,0.0,8.0,39_lakenyasa,0.25,0.25
37,    37 Cyclopoid copepods,    37 Cyclopoid copepods,1,1,3,2.0,1,10.666666666666666,32.0,2.0,10.666666666666666,32.0,39_lakenyasa,0.0,0.0
1,       1 detritus,       1 detritus,1,0,6,1.0,0,0.75,0.0,1.0,0.75,0.0,45_conespring,0.0,NaN
2,       2 Frenesia,       2 Frenesia,1,1,2,2.0,1,4.5,9.0,2.0,4.5,9.0,45_conespring,0.0,0.0
3,       3 Gammarus,       3 Gammarus,1,1,4,2.0,1,2.25,9.0,2.0,2.25,9.0,45_conespring,0.0,0.0
4,       4 tendipedid;       7 Tubifex,       4 tendipedid,2,1,2,2.0,1,4.5,9.0,2.0,4.5,9.0,45_conespring,0.0,0.0
5,       5 Physa,       5 Physa,1,1,0,2.0,1,0.0,9.0,2.0,0.0,9.0,45_conespring,0.0,0.0
6,       6 Cardiocladius,       6 Cardiocladius,1,1,2,2.0,1,4.5,9.0,2.0,4.5,9.0,45_conespring,0.0,0.0
8,       8 Rhantus,       8 Rhantus,1,3,0,3.0,2,0.0,1.8,3.0,0.0,1.8,45_conespring,0.0,0.0
9,       9 Chauliodes,       9 Chauliodes,1,2,0,3.0,2,0.0,2.25,3.0,0.0,2.25,45_conespring,0.0,0.0
10,      10 Pentaneura,      10 Pentaneura,1,3,1,2.6666666666666665,1,9.0,3.0,2.6666666666666665,9.0,3.0,45_conespring,0.0,0.0
11,      11 Phagocata,      11 Phagocata,1,4,0,3.0,2,0.0,1.5,3.0,0.0,1.5,45_conespring,0.0,0.0
1,       1 Sphagnum riparium;       2 algae,       1 Sphagnum riparium,2,0,1,1.0,0,0.6956521739130435,0.0,1.0,0.6956521739130435,0.0,58_sphagnumbog,1.0,NaN
3,       3 detritus,       3 detritus,1,0,1,1.0,0,0.64,0.0,1.0,0.64,0.0,58_sphagnumbog,0.0,NaN
4,       4 decomposing sphagnum detritus,       4 decomposing sphagnum detritus,1,0,2,1.0,0,1.0,0.0,1.0,1.0,0.0,58_sphagnumbog,0.0,NaN
5,       5 angiosperms,       5 angiosperms,1,0,2,1.0,0,4.0,0.0,1.0,4.0,0.0,58_sphagnumbog,1.0,NaN
6,       6 Psectrocladius larvae,       6 Psectrocladius larvae,1,1,2,2.0,1,1.0666666666666667,16.0,2.0,1.0666666666666667,16.0,58_sphagnumbog,1.0,1.0
7,"       7 chironomid larvae, cladocerans, rotifers","       7 chironomid larvae, cladocerans, rotifers",1,1,3,2.0,1,1.0,16.0,2.0,1.0,16.0,58_sphagnumbog,0.0,0.0
8,       8 fungi,       8 fungi,1,1,2,2.0,1,1.4545454545454546,16.0,2.0,1.4545454545454546,16.0,58_sphagnumbog,0.0,0.0
9,       9 caterpillars,       9 caterpillars,1,1,1,2.0,1,5.333333333333333,16.0,2.0,5.333333333333333,16.0,58_sphagnumbog,1.0,1.0
10,      10 Utricularia,      10 Utricularia,1,1,0,3.0,2,0.0,5.333333333333333,3.0,0.0,5.333333333333333,58_sphagnumbog,0.0,0.0
11,      11 collembola,      11 collembola,1,2,0,2.5,1,0.0,8.0,2.5,0.0,8.0,58_sphagnumbog,0.0,0.0
12,"      12 Chaoborus, Odonata larvae, Hemiptera, Coleoptera","      12 Chaoborus, Odonata larvae, Hemiptera, Coleoptera",1,2,1,3.0,2,1.1428571428571428,2.6666666666666665,3.0,1.1428571428571428,2.6666666666666665,58_sphagnumbog,0.5,0.0
13,      13 Nematocera imagines,      13 Nematocera imagines,1,3,3,3.5,2,2.0,2.2857142857142856,3.5,2.0,2.2857142857142856,58_sphagnumbog,0.5,0.0
14,      14 Drosera,      14 Drosera,1,1,0,4.0,3,0.0,1.2307692307692308,4.0,0.0,1.2307692307692308,58_sphagnumbog,0.5,0.0
15,      15 ants,      15 ants,1,2,1,3.666666666666667,3,2.6666666666666665,1.0,3.666666666666667,2.6666666666666665,1.0,58_sphagnumbog,0.25,0.0
16,      16 spiders,      16 spiders,1,2,1,4.4,3,5.333333333333333,0.8421052631578947,4.4,5.333333333333333,0.8421052631578947,58_sphagnumbog,0.375,0.0
17,"      17 frogs, lizards, birds","      17 frogs, lizards, birds",1,3,1,4.0,4,16.0,0.5161290322580645,4.0,16.0,0.5161290322580645,58_sphagnumbog,0.7916666666666666,0.3333333333333333
18,      18 birds of prey,      18 birds of prey,1,1,0,5.25,5,0.0,0.36363636363636365,5.25,0.0,0.36363636363636365,58_sphagnumbog,0.7916666666666666,0.0
1,"        1 lichens, mosses","        1 lichens, mosses",1,0,3,1.0,0,1.0,0.0,1.0,1.0,0.0,61_spitsbergenbarren,1.0,NaN
2,        2 detritus,        2 detritus,1,0,1,1.0,0,2.3333333333333335,0.0,1.0,2.3333333333333335,0.0,61_spitsbergenbarren,0.0,NaN
3,        3 scarlet mite;        4 reindeer,        3 scarlet mite,2,1,0,2.0,1,0.0,7.0,2.0,0.0,7.0,61_spitsbergenbarren,1.0,1.0
5,"        5 landflies, adult chironomids, Achorutes","        5 landflies, adult chironomids, Achorutes",1,1,3,2.0,1,2.3333333333333335,7.0,2.0,2.3333333333333335,7.0,61_spitsbergenbarren,1.0,1.0
6,        6 worm (Lumbricillus),        6 worm (Lumbricillus),1,1,1,2.0,1,7.0,7.0,2.0,7.0,7.0,61_spitsbergenbarren,0.0,0.0
7,        7 spider,        7 spider,1,1,2,3.0,2,3.5,2.3333333333333335,3.0,3.5,2.3333333333333335,61_spitsbergenbarren,1.0,0.0
8,        8 snow bunting,        8 snow bunting,1,3,0,3.0,1,0.0,2.3333333333333335,3.0,0.0,2.3333333333333335,61_spitsbergenbarren,1.0,0.3333333333333333
9,        9 purple sandpiper,        9 purple sandpiper,1,3,0,3.333333333333333,2,0.0,1.0,3.333333333333333,0.0,1.0,61_spitsbergenbarren,0.6666666666666666,0.0
1,       1 detritus,       1 detritus,1,0,3,1.0,0,0.6111111111111112,0.0,1.0,0.6111111111111112,0.0,84_temppond,0.0,NaN
2,"       2 periphyton, phytoplankton","       2 periphyton, phytoplankton",1,0,2,1.0,0,0.6111111111111112,0.0,1.0,0.6111111111111112,0.0,84_temppond,1.0,NaN
3,       3 Rana sylvatica,       3 Rana sylvatica,1,1,2,2.0,1,1.8333333333333333,11.0,2.0,1.8333333333333333,11.0,84_temppond,0.0,0.0
4,"       4 Daphnia pulex, Tendipes, amphipods, ostracods, corixids","       4 Daphnia pulex, Tendipes, amphipods, ostracods, corixids",1,2,4,2.0,1,1.1,5.5,2.0,1.1,5.5,84_temppond,0.5,0.5
5,"       5 gastropods, pelecypods","       5 gastropods, pelecypods",1,2,3,2.0,1,2.2,5.5,2.0,2.2,5.5,84_temppond,0.5,0.5
6,"       6 Chaoborus, Acilius","       6 Chaoborus, Acilius",1,1,3,3.0,2,1.5714285714285714,2.2,3.0,1.5714285714285714,2.2,84_temppond,0.5,0.0
7,"       7 Hydracarina, Odonata, Ranatra, Belostoma","       7 Hydracarina, Odonata, Ranatra, Belostoma",1,1,1,3.0,2,1.375,2.2,3.0,1.375,2.2,84_temppond,0.5,0.0
8,"       8 Ambystoma laterale, A. maculatum A. tremblayi","       8 Ambystoma laterale, A. maculatum A. tremblayi",1,3,2,3.333333333333333,2,5.5,1.5714285714285714,3.333333333333333,5.5,1.5714285714285714,84_temppond,0.5,0.0
9,       9 Dytiscus,       9 Dytiscus,1,3,2,3.8,3,2.75,1.1,3.8,2.75,1.1,84_temppond,0.3333333333333333,0.0
10,      10 Ambystoma tigrinum,      10 Ambystoma tigrinum,1,4,1,3.7142857142857144,2,11.0,0.7857142857142857,3.7142857142857144,11.0,0.7857142857142857,84_temppond,0.3333333333333333,0.0
11,      11 Notophthalmus viridescens,      11 Notophthalmus viridescens,1,4,0,3.625,2,0.0,0.9166666666666666,3.625,0.0,0.9166666666666666,84_temppond,0.4583333333333333,0.0
12,      12 Batracobdella picta (leech),      12 Batracobdella picta (leech),1,2,0,4.0,3,0.0,0.5238095238095238,4.0,0.0,0.5238095238095238,84_temppond,0.41666666666666663,0.0
1,"      1 wind-blown organic debris, pollen, detritus","      1 wind-blown organic debris, pollen, detritus",1,0,2,1.0,0,1.4166666666666667,0.0,1.0,1.4166666666666667,0.0,92_highhimalayas,0.0,NaN
2,      2 flowering plants,      2 flowering plants,1,0,5,1.0,0,1.5454545454545454,0.0,1.0,1.5454545454545454,0.0,92_highhimalayas,1.0,NaN
3,      3 dead carcasses detritus,      3 dead carcasses detritus,1,0,1,1.0,0,17.0,0.0,1.0,17.0,0.0,92_highhimalayas,0.0,NaN
4,      4 Machilanus (flea),      4 Machilanus (flea),1,1,0,2.0,1,0.0,17.0,2.0,0.0,17.0,92_highhimalayas,0.0,0.0
5,      5 fungi,      5 fungi,1,1,2,2.0,1,2.8333333333333335,17.0,2.0,2.8333333333333335,17.0,92_highhimalayas,0.0,0.0
6,      6 snow partridge,      6 snow partridge,1,1,1,2.0,1,17.0,17.0,2.0,17.0,17.0,92_highhimalayas,1.0,1.0
7,"      7 Ochotona ladacensis (pika), mice","      7 Ochotona ladacensis (pika), mice",1,1,1,2.0,1,17.0,17.0,2.0,17.0,17.0,92_highhimalayas,1.0,1.0
8,      8 Pseudois nahura (bharal sheep),      8 Pseudois nahura (bharal sheep),1,1,2,2.0,1,8.5,17.0,2.0,8.5,17.0,92_highhimalayas,1.0,1.0
9,      9 yak,      9 yak,1,1,1,2.0,1,17.0,17.0,2.0,17.0,17.0,92_highhimalayas,1.0,1.0
10,"     10 bumblebees, butterflies, aphids, weevils","     10 bumblebees, butterflies, aphids, weevils",1,1,0,2.0,1,0.0,17.0,2.0,0.0,17.0,92_highhimalayas,1.0,1.0
11,"     11 lammergeier, yellow-billed chough","     11 lammergeier, yellow-billed chough",1,1,0,2.0,1,0.0,17.0,2.0,0.0,17.0,92_highhimalayas,0.0,0.0
12,     12 springtails,     12 springtails,1,1,2,3.0,2,8.5,5.666666666666667,3.0,8.5,5.666666666666667,92_highhimalayas,0.0,0.0
13,     13 anthomyiid fly,     13 anthomyiid fly,1,1,1,3.0,2,17.0,5.666666666666667,3.0,17.0,5.666666666666667,92_highhimalayas,0.0,0.0
14,     14 Mustela altaica (weasel),     14 Mustela altaica (weasel),1,1,0,3.0,2,0.0,5.666666666666667,3.0,0.0,5.666666666666667,92_highhimalayas,1.0,0.0
15,"     15 wolf, fox","     15 wolf, fox",1,2,0,3.0,2,0.0,4.25,3.0,0.0,4.25,92_highhimalayas,1.0,0.0
16,     16 snow leopard,     16 snow leopard,1,2,0,3.0,2,0.0,4.25,3.0,0.0,4.25,92_highhimalayas,1.0,0.0
17,"     17 mites, centipedes","     17 mites, centipedes",1,1,0,4.0,3,0.0,2.8333333333333335,4.0,0.0,2.8333333333333335,92_highhimalayas,0.0,0.0
18,     18 salticid spider,     18 salticid spider,1,2,0,4.0,3,0.0,2.4285714285714284,4.0,0.0,2.4285714285714284,92_highhimalayas,0.0,0.0
1,"       1 annuals (Monsonia, Stipagrostis, Eragrostis)","       1 annuals (Monsonia, Stipagrostis, Eragrostis)",1,0,3,1.0,0,0.8421052631578947,0.0,1.0,0.8421052631578947,0.0,98_sanddunesnamib,1.0,NaN
2,       2 perennials,       2 perennials,1,0,3,1.0,0,0.8421052631578947,0.0,1.0,0.8421052631578947,0.0,98_sanddunesnamib,1.0,NaN
3,       3 wind-blown detritus,       3 wind-blown detritus,1,0,2,1.0,0,1.1428571428571428,0.0,1.0,1.1428571428571428,0.0,98_sanddunesnamib,0.0,NaN
4,       4 animal dung detritus,       4 animal dung detritus,1,0,1,1.0,0,0.8421052631578947,0.0,1.0,0.8421052631578947,0.0,98_sanddunesnamib,0.0,NaN
5,"       5 Tenebrionidae, Orthoptera, Curculionidae","       5 Tenebrionidae, Orthoptera, Curculionidae",1,2,6,2.0,1,1.6,8.0,2.0,1.6,8.0,98_sanddunesnamib,1.0,1.0
6,"       6 oryx, hare","       6 oryx, hare",1,1,0,2.0,1,0.0,16.0,2.0,0.0,16.0,98_sanddunesnamib,1.0,1.0
7,       7 Aclerda,       7 Aclerda,1,1,2,2.0,1,1.2307692307692308,16.0,2.0,1.2307692307692308,16.0,98_sanddunesnamib,1.0,1.0
8,"       8 Thysanura, Isoptera, other Tenebrionidae","       8 Thysanura, Isoptera, other Tenebrionidae",1,1,6,2.0,1,2.0,16.0,2.0,2.0,16.0,98_sanddunesnamib,0.0,0.0
9,       9 scarabs,       9 scarabs,1,1,3,2.0,1,1.4545454545454546,16.0,2.0,1.4545454545454546,16.0,98_sanddunesnamib,0.0,0.0
