trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,aquatic detritus,1,0,10,1.0,0.0
2,2,aquatic heterotroph microbes,1,0,4,1.0,0.0
3,3,aquatic heterotroph microbes,1,0,5,1.0,0.0
4,4,aquatic heterotroph microbes,1,0,5,1.0,0.0
5,5,aquatic unicellular/small algae,1,6,5,3.833333333333333,1.0
6,6,aquatic unicellular/small algae,1,1,7,5.0,4.0
7,7,aquatic unicellular/small algae,1,4,4,4.0,2.0
8,8,aquatic unicellular/small algae,1,2,7,5.0,3.0
9,9,aquatic unicellular/small algae,1,1,5,2.0,1.0
10,10,planktic large colonial algae,1,1,4,2.0,1.0
11,11,benthic filamentous algae,1,4,0,2.0,1.0
12,12,benthic filamentous algae,1,3,3,2.0,1.0
13,13,benthic filamentous algae,1,4,3,2.0,1.0
14,14,benthic filamentous algae,1,1,3,2.0,1.0
15,15,benthic filamentous algae,1,1,2,2.0,1.0
16,16;17,other benthic/epiphytic algae,2,1,2,2.0,1.0
18,18,other benthic/epiphytic algae,1,4,1,2.0,1.0
19,19,other benthic/epiphytic algae,1,1,2,2.0,1.0
20,20,macrophytic algae,1,1,2,3.0,2.0
21,21,partially terrestrial epilithic/epiphytic algae,1,8,2,3.1875,4.0
22,22,partially terrestrial epilithic/epiphytic algae,1,9,1,3.5294117647058822,3.0
23,23,partially terrestrial epilithic/epiphytic algae,1,6,2,3.0,2.0
24,24,aquatic saprotrophs,1,1,1,5.0,4.0
25,25,aquatic saprotrophs,1,3,1,3.666666666666667,2.0
26,26,aquatic saprotrophs,1,7,1,3.7142857142857144,1.0
27,27,aquatic saprotrophs,1,2,1,4.0,3.0
28,28,aquatic saprotrophs,1,1,1,2.0,1.0
29,29,small algae parasites,1,2,1,4.4,4.0
30,30,aquatic macrophyte parasites,1,2,1,4.0,3.0
31,31,nematodes,1,11,1,4.379310344827586,3.0
32,32;33;35,swimming filter feeders,3,0,1,1.0,0.0
34,34,swimming scrapers,1,2,1,2.5,1.0
36,36;37,arthropod  omnivores,2,0,0,1.0,0.0
