trophospecies_id,n_lumped,sp_name,guild,family,sp_id,web_id,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
48,1,Chamobates voigtsi,Oribatida,Chamobatidae,308,AEW7,2,6,3.0,2.0,1.6825396825396826,13.25,2.9930555555555554,1.7176428073264292,20.36255411255411
49,4,Damaeus riparius;Phthiracarus clavatus;Phthiracarus compressus;Phthiracarus crinitus,Oribatida,Damaeidae;Phthiracaridae,311;347;348;618,AEW7,3,11,2.75,2.0,1.9272727272727272,15.142857142857142,2.9930555555555554,1.7176428073264292,20.36255411255411
50,1,Eulohmannia ribagai,Oribatida,Eulohmanniidae,314,AEW7,4,11,2.6,2.0,1.9272727272727272,13.25,2.9930555555555554,1.7176428073264292,20.36255411255411
51,1,Oribatida juv.,Oribatida,,323,AEW7,9,8,3.4,2.0,1.308641975308642,5.0476190476190474,2.9930555555555554,1.7176428073264292,20.36255411255411
52,1,Ophidiotrichus tectus,Oribatida,Oribatellidae,336,AEW7,1,6,3.0,2.0,1.6825396825396826,35.333333333333336,2.9930555555555554,1.7176428073264292,20.36255411255411
53,1,Oppiella falcata,Oribatida,Oppiidae,337,AEW7,7,6,3.5,2.0,1.6825396825396826,5.0476190476190474,2.9930555555555554,1.7176428073264292,20.36255411255411
54,3,Oppiella nova;Suctobelba trigona;Suctobelbella spp.,Oribatida,Oppiidae;Suctobelbidae,338;624;625,AEW7,8,6,3.458333333333333,2.0,1.6825396825396826,4.818181818181818,2.9930555555555554,1.7176428073264292,20.36255411255411
55,1,Oppiella subpectinata,Oribatida,Oppiidae,339,AEW7,8,7,3.458333333333333,2.0,1.7377049180327868,4.818181818181818,2.9930555555555554,1.7176428073264292,20.36255411255411
58,2,Quadroppia monstruosa;Quadroppia hammerae,Oribatida,Quadroppiidae,356;622,AEW7,3,3,2.75,2.0,1.5588235294117647,15.142857142857142,2.9930555555555554,1.7176428073264292,20.36255411255411
61,1,Allaiulus nitidus {xl},Diplopoda,Julidae,383,AEW7,4,7,2.8333333333333335,2.0,1.2183908045977012,10.6,2.555555555555556,1.293793666892044,42.4
62,1,plants,Basal,Plants,401,AEW7,0,8,1.0,0.0,0.9298245614035088,0.0,2.1440737121317883,0.9852424066311651,25.68088193857424
63,1,roots,Basal,Roots,402,AEW7,0,15,1.0,0.0,0.6928104575163399,0.0,2.1440737121317883,0.9852424066311651,25.68088193857424
64,1,root exudates,Basal,Roots,403,AEW7,0,6,1.0,0.0,0.6583850931677019,0.0,2.1440737121317883,0.9852424066311651,25.68088193857424
65,1,mykorrhiza,Basal,Fungi,404,AEW7,2,25,2.0,1.0,0.8760330578512396,53.0,2.1440737121317883,0.9852424066311651,25.68088193857424
66,1,saphrophytes,Basal,Fungi,405,AEW7,1,31,2.0,1.0,0.8217054263565892,106.0,2.1440737121317883,0.9852424066311651,25.68088193857424
67,1,bacterivor nematodes,Basal,Nematoda,406,AEW7,1,23,3.0,2.0,1.2325581395348837,21.2,2.1440737121317883,0.9852424066311651,25.68088193857424
68,1,fungivor nematodes,Basal,Nematoda,407,AEW7,2,23,3.0,2.0,1.2325581395348837,13.25,2.1440737121317883,0.9852424066311651,25.68088193857424
69,1,root feeding nematodes,Basal,Nematoda,408,AEW7,2,23,2.0,1.0,1.2325581395348837,53.0,2.1440737121317883,0.9852424066311651,25.68088193857424
70,1,predatious nematodes,Basal,Nematoda,409,AEW7,6,23,3.6315789473684212,2.0,1.2470588235294118,5.0476190476190474,2.1440737121317883,0.9852424066311651,25.68088193857424
71,1,omniv. Nematodes,Basal,Nematoda,410,AEW7,14,23,3.2413793103448274,1.0,1.2470588235294118,8.153846153846153,2.1440737121317883,0.9852424066311651,25.68088193857424
72,1,bacteria,Basal,Bacteria,411,AEW7,2,15,2.0,1.0,0.848,53.0,2.1440737121317883,0.9852424066311651,25.68088193857424
73,3,flagelata;ciliata;amoeba,Basal,Protozoa,412;413;414,AEW7,1,9,3.0,2.0,0.8346456692913385,21.2,2.1440737121317883,0.9852424066311651,25.68088193857424
76,1,algae,Basal,Algae,415,AEW7,0,7,1.0,0.0,0.954954954954955,0.0,2.1440737121317883,0.9852424066311651,25.68088193857424
77,1,enchitraeidae,Enchitraeidae,Enchitraeidae,416,AEW7,7,8,2.9,2.0,1.2045454545454546,11.777777777777779,2.9,1.2045454545454546,11.777777777777779
78,1,dead organic matter detritus,Basal detritus,detritus,417,AEW7,0,14,1.0,0.0,0.6751592356687898,0.0,1.0,0.8783959443650071,0.0
79,1,Lysigamasus jugincola (ad),Mesostigmata,Pergamasinae,428,AEW7,20,25,3.802631578947368,2.0,2.0384615384615383,2.5853658536585367,3.737920407966508,2.1464922148456065,3.243982070450041
80,1,litter detritus,Basal detritus,detritus,442,AEW7,0,14,1.0,0.0,1.0816326530612246,0.0,1.0,0.8783959443650071,0.0
81,1,Vulgarogamasus kraepelini (juv),Mesostigmata,Parasitidae,459,AEW7,23,28,3.851063829787234,3.0,2.4651162790697674,2.25531914893617,3.737920407966508,2.1464922148456065,3.243982070450041
82,1,Julidae spec,Diplopoda,Julidae,486,AEW7,4,6,2.8333333333333335,2.0,1.1041666666666667,10.6,2.555555555555556,1.293793666892044,42.4
83,1,Velleius sp. (juv),Coleoptera,Stapylinidae,571,AEW7,36,27,3.982857142857143,7.0,2.864864864864865,0.3970037453183521,2.762072420965968,1.856153215410231,42.21564236390538
85,1,Clubionidae (juv),Araneae,Clubionidae,584,AEW7,33,15,3.931937172774869,3.0,1.7666666666666666,0.6198830409356725,3.941173158890709,1.8320578398443477,0.5676047649407202
86,1,Lithobius lapidicola,Chilopoda,Lithobiidae,600,AEW7,55,11,3.8745519713261647,3.0,1.308641975308642,0.7310344827586207,3.89699491063013,11.231716894677021,0.7745527361579119
87,1,Lithobius subtilis,Chilopoda,Lithobiidae,603,AEW7,61,18,3.89937106918239,3.0,1.536231884057971,0.7571428571428571,3.89699491063013,11.231716894677021,0.7745527361579119
88,1,Jugatala angulata,Oribatida,Ceratozetidae,613,AEW7,2,10,3.0,2.0,1.8275862068965518,13.25,2.9930555555555554,1.7176428073264292,20.36255411255411
93,1,Epicrius cf spinituberculatus (ad),Mesostigmata,Epicriidae,648,AEW7,19,24,3.7857142857142856,2.0,1.9272727272727272,2.65,3.737920407966508,2.1464922148456065,3.243982070450041
94,1,Lysigamasus digitulus (ad),Mesostigmata,Pergamasinae,654,AEW7,21,22,3.8170731707317076,2.0,2.0,2.5238095238095237,3.737920407966508,2.1464922148456065,3.243982070450041
95,1,Rhodacarus agrestis (ad),Mesostigmata,Rhodacaridae,663,AEW7,18,23,3.765625,2.0,1.8275862068965518,2.717948717948718,3.737920407966508,2.1464922148456065,3.243982070450041
96,1,Rhodacarus agrestis (juv),Mesostigmata,Rhodacaridae,672,AEW7,7,19,3.7199999999999998,2.0,1.5820895522388059,4.416666666666667,3.737920407966508,2.1464922148456065,3.243982070450041
97,1,Ceratophysella sp.,Collembola,Hypogastruridae,678,AEW7,4,20,3.2857142857142856,2.0,1.6307692307692307,10.6,2.835333022097728,1.6366675956336199,34.28013886274757
100,1,Scutigerella immaculata {m},Symphyla,Scutigerellidae,718,AEW7,8,30,2.5,1.0,3.1176470588235294,13.25,2.5,3.1176470588235294,13.25
101,1,Athous zebei (juv) {l},Coleoptera,Elateridae,722,AEW7,1,6,2.0,1.0,0.9906542056074766,106.0,2.762072420965968,1.856153215410231,42.21564236390538
103,1,Pergamasus sp (juv) {m},Mesostigmata,Pergamasinae,736,AEW7,26,27,3.873873873873874,3.0,2.65,2.12,3.737920407966508,2.1464922148456065,3.243982070450041
104,1,Trachytes aegrota (juv) {s},Mesostigmata,Trachytidae,737,AEW7,5,24,3.5882352941176467,2.0,2.12,4.608695652173913,3.737920407966508,2.1464922148456065,3.243982070450041
108,1,Campodea sp {l},Diplura,Campodeidae,749,AEW7,42,16,3.882629107981221,4.0,1.7966101694915255,0.6385542168674698,3.882629107981221,1.7966101694915255,0.6385542168674698
109,1,Trichoniscus pusillus {m},Isopoda,Trichoniscidae,750,AEW7,4,28,2.8333333333333335,2.0,2.9444444444444446,10.6,2.8333333333333335,2.110284726917587,10.6
110,1,Linyphiidae cf Erigoniinae (juv) {m},Araneae,Linyphiidae,759,AEW7,25,29,3.975409836065574,7.0,3.212121212121212,0.38267148014440433,3.941173158890709,1.8320578398443477,0.5676047649407202
111,1,Lithobius aeruginosus {m},Chilopoda,Lithobiidae,763,AEW7,64,21,3.9195046439628483,4.0,1.7096774193548387,0.7310344827586207,3.89699491063013,11.231716894677021,0.7745527361579119
112,1,Aegopinella nitens juv,Gastropoda,Oxychilidae,810,AEW7,2,1,3.0,3.0,35.333333333333336,15.142857142857142,2.5833333333333335,18.046594982078854,22.71428571428571
113,1,Discus rotundatus juv,Gastropoda,Patulidae,812,AEW7,4,2,2.25,1.0,1.1397849462365592,26.5,2.5833333333333335,18.046594982078854,22.71428571428571
114,1,Cochlodina laminata,Gastropoda,Clausiliidae,823,AEW7,2,1,2.5,2.0,17.666666666666668,26.5,2.5833333333333335,18.046594982078854,22.71428571428571
115,3,Larve spec;Elateridae spec;Phyllobius pyri,Coleoptera,Larve spec;Elateridae;Curculionidae,857;861;891,AEW7,2,6,2.0,1.0,0.9906542056074766,53.0,2.762072420965968,1.856153215410231,42.21564236390538
116,1,Staphylinidae spec,Coleoptera,Stapylinidae,858,AEW7,41,13,3.899159663865546,3.0,1.7096774193548387,0.6625,2.762072420965968,1.856153215410231,42.21564236390538
118,1,Coleoptera spec,Coleoptera,Coleoptera spec,863,AEW7,0,20,1.0,0.0,1.8928571428571428,0.0,2.762072420965968,1.856153215410231,42.21564236390538
119,1,Sitona spec,Coleoptera,Curculionidae,870,AEW7,2,8,2.0,1.0,1.127659574468085,53.0,2.762072420965968,1.856153215410231,42.21564236390538
120,1,Rhynchaenus fagi,Coleoptera,Rhynchaeninae,882,AEW7,2,22,2.0,1.0,1.962962962962963,53.0,2.762072420965968,1.856153215410231,42.21564236390538
122,1,Geotrupidae spec,Coleoptera,Geotrupidae,892,AEW7,1,0,2.0,1.0,0.0,106.0,2.762072420965968,1.856153215410231,42.21564236390538
123,1,Trichoniscus spec,Isopoda,Trichoniscidae,911,AEW7,4,18,2.8333333333333335,2.0,1.8275862068965518,10.6,2.8333333333333335,2.110284726917587,10.6
124,1,Porcellio conspersum,Isopoda,Porcellionidae,917,AEW7,4,8,2.8333333333333335,2.0,1.5588235294117647,10.6,2.8333333333333335,2.110284726917587,10.6
125,1,Glomeris spec,Diplopoda,Glomeridae,920,AEW7,1,8,2.0,1.0,1.5588235294117647,106.0,2.555555555555556,1.293793666892044,42.4
126,1,Chilopoda spec,Chilopoda,Chilopoda spec,921,AEW7,51,5,3.846441947565543,3.0,0.8907563025210085,0.7019867549668874,3.89699491063013,11.231716894677021,0.7745527361579119
127,1,Harpactea lepida (juv),Araneae,Dysderidae,933,AEW7,37,11,3.8959276018099547,3.0,1.2926829268292683,0.6463414634146342,3.941173158890709,1.8320578398443477,0.5676047649407202
128,1,Theridiidae juv spec,Araneae,Theridiidae,942,AEW7,37,14,3.922374429223744,3.0,1.7377049180327868,0.6385542168674698,3.941173158890709,1.8320578398443477,0.5676047649407202
129,1,Eurocoelotes inermis,Araneae,Amaurobiidae,949,AEW7,30,1,3.770700636942675,3.0,0.0,0.527363184079602,3.941173158890709,1.8320578398443477,0.5676047649407202
1,3,Folsomia quadrioculata;Folsomia spinosa;Folsomia juv.,Collembola,Isotomidae,14;15;682,AEW8,1,18,2.0,1.0,1.2808988764044944,114.0,2.8604691876750703,1.3176110486872754,36.771195652173915
3,3,Isotomiella minor;Parisotoma notabilis;Isotoma juv. (cf. viridis),Collembola,Isotomidae,22;40;686,AEW8,4,14,3.2857142857142856,2.0,1.2258064516129032,11.4,2.8604691876750703,1.3176110486872754,36.771195652173915
4,2,Lepidocyrtus cyaneus;Lepidocyrtus juv.,Collembola,Entomobryidae,24;689,AEW8,1,20,2.0,1.0,1.3571428571428572,114.0,2.8604691876750703,1.3176110486872754,36.771195652173915
5,2,Mesaphorura sp.;Mesaphorura sylvatica,Collembola,Tullbergiidae,28;692,AEW8,5,21,3.5882352941176467,2.0,1.4615384615384615,4.956521739130435,2.8604691876750703,1.3176110486872754,36.771195652173915
7,1,Sminthurinus aureus,Collembola,Katiannidae,48,AEW8,4,17,2.0,1.0,1.2666666666666666,28.5,2.8604691876750703,1.3176110486872754,36.771195652173915
8,1,Stenaphorura denisi,Collembola,Tullbergiidae,51,AEW8,5,17,3.5882352941176467,2.0,1.2666666666666666,4.956521739130435,2.8604691876750703,1.3176110486872754,36.771195652173915
9,1,Lithobius sp. juv {m},Chilopoda,Lithobiidae,69,AEW8,64,33,3.867986798679868,5.0,2.533333333333333,0.6096256684491979,3.914086291115595,1.500884502426091,0.6423397651368911
10,1,Lithobius sp4,Chilopoda,Lithobiidae,73,AEW8,55,19,3.923636363636364,3.0,1.4805194805194806,0.6826347305389222,3.914086291115595,1.500884502426091,0.6423397651368911
11,1,Geophilus ribauti,Chilopoda,Geophilidae,74,AEW8,54,15,3.922509225092251,3.0,1.3734939759036144,0.6785714285714286,3.914086291115595,1.500884502426091,0.6423397651368911
12,1,Geophilus electricus,Chilopoda,Geophilidae,76,AEW8,51,7,3.9888059701492535,3.0,0.8702290076335878,0.6666666666666666,3.914086291115595,1.500884502426091,0.6423397651368911
13,1,Schendyla nemorensis,Chilopoda,Schendylidae,77,AEW8,51,11,3.922779922779923,3.0,0.912,0.6627906976744186,3.914086291115595,1.500884502426091,0.6423397651368911
14,1,Strigamia acuminata,Chilopoda,Dignathodontidae,79,AEW8,58,7,3.913793103448276,3.0,0.8636363636363636,0.6951219512195121,3.914086291115595,1.500884502426091,0.6423397651368911
15,1,Scolopendrella sp./subnuda {s},Symphyla,Scolopendrellidae,81,AEW8,8,22,2.5,1.0,1.6056338028169015,14.25,2.5,1.8782885995216583,14.25
16,1,Malthodes sp. (juv),Coleoptera,Cantharidae,82,AEW8,37,22,3.8804347826086953,4.0,1.9655172413793103,0.5846153846153846,3.1877694442825173,8.388952380500191,36.4524759961966
17,1,Pterostichus longicollis,Coleoptera,Carabidae,96,AEW8,45,11,3.9833333333333334,3.0,1.0961538461538463,0.6440677966101694,3.1877694442825173,8.388952380500191,36.4524759961966
18,1,Nargus anisotomoides,Coleoptera,Catopidae,101,AEW8,3,30,2.75,2.0,2.375,16.285714285714285,3.1877694442825173,8.388952380500191,36.4524759961966
19,1,Agriotes aterrimus (juv),Coleoptera,Elateridae,108,AEW8,1,22,2.0,1.0,1.9322033898305084,114.0,3.1877694442825173,8.388952380500191,36.4524759961966
20,1,Athous subfuscus (juv) {m},Coleoptera,Elateridae,113,AEW8,39,35,3.8461538461538463,6.0,2.7142857142857144,0.4830508474576271,3.1877694442825173,8.388952380500191,36.4524759961966
21,1,Dalopius marginatus (juv) {m},Coleoptera,Elateridae,118,AEW8,1,34,2.0,1.0,2.4782608695652173,114.0,3.1877694442825173,8.388952380500191,36.4524759961966
22,1,Acrotrichis sp.,Coleoptera,Ptilidae,126,AEW8,2,35,3.0,2.0,2.6511627906976742,14.25,3.1877694442825173,8.388952380500191,36.4524759961966
23,1,Aleocharinae sp1 (juv),Coleoptera,Stapylinidae,130,AEW8,2,36,3.0,2.0,2.7142857142857144,14.25,3.1877694442825173,8.388952380500191,36.4524759961966
24,1,Othius punctulatus,Coleoptera,Stapylinidae,148,AEW8,49,12,3.934959349593496,3.0,1.1067961165048543,0.6666666666666666,3.1877694442825173,8.388952380500191,36.4524759961966
25,1,Amaurobius sp (juv),Araneae,Amaurobiidae,164,AEW8,38,15,3.969849246231156,3.0,1.1515151515151516,0.6063829787234043,3.9249089462241216,2.043638920549917,0.6522962974858683
26,1,Diplocephalus latifrons (ad),Araneae,Linyphiidae,171,AEW8,30,32,3.9096774193548387,6.0,2.590909090909091,0.4789915966386555,3.9249089462241216,2.043638920549917,0.6522962974858683
27,1,Diplocephalus picinus (ad),Araneae,Linyphiidae,172,AEW8,30,28,3.911949685534591,6.0,2.375,0.4789915966386555,3.9249089462241216,2.043638920549917,0.6522962974858683
28,1,Hahnia pusilla (juv),Araneae,Hahniidae,174,AEW8,25,34,3.864,2.0,2.425531914893617,1.8387096774193548,3.9249089462241216,2.043638920549917,0.6522962974858683
29,1,Harpactea lepida (juv),Araneae,Dysderidae,176,AEW8,30,25,3.919254658385093,6.0,2.0727272727272728,0.4769874476987448,3.9249089462241216,2.043638920549917,0.6522962974858683
30,1,Linyphiidae (juv),Araneae,Linyphiidae,178,AEW8,30,33,3.9,6.0,2.6511627906976742,0.46530612244897956,3.9249089462241216,2.043638920549917,0.6522962974858683
31,1,Neobisium sp,Pseudoscorpiones,Neobisidae,182,AEW8,32,30,3.9107142857142856,6.0,2.425531914893617,0.4810126582278481,3.9107142857142856,2.425531914893617,0.4810126582278481
32,1,Phalangiidae (juv),Opiliones,Phalangiidae,185,AEW8,42,17,3.902325581395349,4.0,1.175257731958763,0.6063829787234043,3.902325581395349,1.175257731958763,0.6063829787234043
33,1,Robertus lividus (ad),Araneae,Theridiidae,186,AEW8,38,16,3.9607843137254903,4.0,1.163265306122449,0.59375,3.9249089462241216,2.043638920549917,0.6522962974858683
34,1,Saloca diceros (ad),Araneae,Linyphiidae,188,AEW8,28,31,3.9121621621621623,6.0,2.533333333333333,0.4691358024691358,3.9249089462241216,2.043638920549917,0.6522962974858683
35,1,Tapinocyba insecta (ad),Araneae,Linyphiidae,189,AEW8,32,30,3.924418604651163,6.0,2.4782608695652173,0.4830508474576271,3.9249089462241216,2.043638920549917,0.6522962974858683
36,1,Tapinocyba pallens (ad),Araneae,Linyphiidae,190,AEW8,29,31,3.9060402684563758,6.0,2.533333333333333,0.4634146341463415,3.9249089462241216,2.043638920549917,0.6522962974858683
37,1,Geholaspis sp (juv),Mesostigmata,Macrochelidae,211,AEW8,6,28,3.5238095238095237,2.0,1.8688524590163935,4.75,3.732086011160929,1.6629871772793046,3.3404724984779928
38,1,Leptogamasus suecicus (ad),Mesostigmata,Pergamasinae,216,AEW8,16,22,3.761904761904762,2.0,1.4615384615384615,3.081081081081081,3.732086011160929,1.6629871772793046,3.3404724984779928
39,1,Pergamasinae (juv) {xs},Mesostigmata,Pergamasinae,234,AEW8,10,19,3.666666666666667,2.0,1.3103448275862069,3.9310344827586206,3.732086011160929,1.6629871772793046,3.3404724984779928
40,1,Trachytes aegrota (ad),Mesostigmata,Trachytidae,242,AEW8,5,24,3.5882352941176467,2.0,1.7538461538461538,4.956521739130435,3.732086011160929,1.6629871772793046,3.3404724984779928
41,1,Uropoda cassidea (juv),Mesostigmata,Uropodidae,249,AEW8,5,11,3.5882352941176467,2.0,1.4615384615384615,4.956521739130435,3.732086011160929,1.6629871772793046,3.3404724984779928
42,1,Veigaia agilis (ad),Mesostigmata,Veigaiaidae,256,AEW8,14,21,3.7115384615384617,2.0,1.4074074074074074,3.257142857142857,3.732086011160929,1.6629871772793046,3.3404724984779928
43,1,Veigaia cerva (ad),Mesostigmata,Veigaiaidae,257,AEW8,29,31,3.822222222222222,2.0,2.111111111111111,2.1923076923076925,3.732086011160929,1.6629871772793046,3.3404724984779928
44,1,Veigaia exigua (ad),Mesostigmata,Veigaiaidae,260,AEW8,19,20,3.8125,2.0,1.5,2.85,3.732086011160929,1.6629871772793046,3.3404724984779928
45,1,Veigaia nemorensis (ad),Mesostigmata,Veigaiaidae,263,AEW8,28,28,3.8449612403100772,2.0,1.9,2.326530612244898,3.732086011160929,1.6629871772793046,3.3404724984779928
46,1,Veigaia nemorensis (juv),Mesostigmata,Veigaiaidae,264,AEW8,19,21,3.8271604938271606,3.0,1.5616438356164384,2.6511627906976742,3.732086011160929,1.6629871772793046,3.3404724984779928
47,3,Aporrectodea rosea (ad);Aporrectodea sp (juv) {xxl};Lumbricus rubellus (juv) {xxl},Lumbricidae,Lumbricidae,274;742;744,AEW8,3,1,3.25,3.0,114.0,14.25,3.1666666666666665,38.0,13.722222222222221
48,2,Lumbricus terrestris (ad);Lumbricus terrestris (juv) {xxxl},Lumbricidae,Lumbricidae,284;746,AEW8,4,0,3.0,3.0,0.0,12.666666666666666,3.1666666666666665,38.0,13.722222222222221
49,1,Achipteria coleoptrata,Oribatida,Achipteriidae,295,AEW8,1,6,2.0,1.0,1.5405405405405406,114.0,2.7776360544217686,1.458206088675135,33.66859925788496
50,2,Atropacarus striculus;Damaeobelba minutissima,Oribatida,Phthiracaridae;Damaeidae,298;501,AEW8,3,3,2.75,2.0,1.4430379746835442,16.285714285714285,2.7776360544217686,1.458206088675135,33.66859925788496
51,3,Ceratozetes gracilis;Chamobates voigtsi;Pantelozetes paolii,Oribatida,Ceratozetidae;Chamobatidae;Thyrisomidae,305;308;344,AEW8,2,3,3.0,2.0,1.4430379746835442,14.25,2.7776360544217686,1.458206088675135,33.66859925788496
53,1,Eulohmannia ribagai,Oribatida,Eulohmanniidae,314,AEW8,4,9,2.6,2.0,1.6056338028169015,14.25,2.7776360544217686,1.458206088675135,33.66859925788496
54,2,Hypochthonius rufulus;Oppiella falcata,Oribatida,Hypochthoniidae;Oppiidae,322;337,AEW8,7,3,3.5,2.0,1.4430379746835442,5.428571428571429,2.7776360544217686,1.458206088675135,33.66859925788496
55,1,Oribatida juv.,Oribatida,,323,AEW8,9,7,3.4,2.0,1.0178571428571428,5.428571428571429,2.7776360544217686,1.458206088675135,33.66859925788496
56,1,Microppia minus,Oribatida,Oppiidae,331,AEW8,7,1,3.5,2.0,1.4074074074074074,5.428571428571429,2.7776360544217686,1.458206088675135,33.66859925788496
58,3,Oppiella nova;Oppiella subpectinata;Suctobelbella spp.,Oribatida,Oppiidae;Suctobelbidae,338;339;625,AEW8,8,3,3.458333333333333,2.0,1.4430379746835442,5.181818181818182,2.7776360544217686,1.458206088675135,33.66859925788496
61,2,Phthiracarus compressus;Phthiracarus laevigatus,Oribatida,Phthiracaridae,348;515,AEW8,3,10,2.75,2.0,1.6285714285714286,16.285714285714285,2.7776360544217686,1.458206088675135,33.66859925788496
62,2,Quadroppia monstruosa;Quadroppia hammerae,Oribatida,Quadroppiidae,356;622,AEW8,3,1,2.75,2.0,1.4074074074074074,16.285714285714285,2.7776360544217686,1.458206088675135,33.66859925788496
63,3,Protaphorura fimata;Protaphorura sp.;Protaphorura quadriocellata,Collembola,Onychiuridae,360;361;362,AEW8,4,11,2.8333333333333335,2.0,1.2391304347826086,11.4,2.8604691876750703,1.3176110486872754,36.771195652173915
66,1,Tectocepheus velatus sarekensis,Oribatida,Tectocepheidae,373,AEW8,1,2,2.0,1.0,1.425,114.0,2.7776360544217686,1.458206088675135,33.66859925788496
67,1,Trichoniscus pusillus {s},Isopoda,Trichoniscidae,375,AEW8,4,28,2.8333333333333335,2.0,2.111111111111111,11.4,2.8333333333333335,2.111111111111111,11.4
68,1,Allaiulus nitidus {xl},Diplopoda,Julidae,383,AEW8,4,14,2.8333333333333335,2.0,1.52,11.4,2.8333333333333335,1.5196665021117877,11.4
69,1,plants,Basal,Plants,401,AEW8,0,9,1.0,0.0,0.8507462686567164,0.0,2.1440737121317883,0.8695700946792809,27.61906170752325
70,1,roots,Basal,Roots,402,AEW8,0,13,1.0,0.0,0.6666666666666666,0.0,2.1440737121317883,0.8695700946792809,27.61906170752325
71,1,root exudates,Basal,Roots,403,AEW8,0,8,1.0,0.0,0.6,0.0,2.1440737121317883,0.8695700946792809,27.61906170752325
72,1,mykorrhiza,Basal,Fungi,404,AEW8,2,26,2.0,1.0,0.7916666666666666,57.0,2.1440737121317883,0.8695700946792809,27.61906170752325
73,1,saphrophytes,Basal,Fungi,405,AEW8,1,31,2.0,1.0,0.7651006711409396,114.0,2.1440737121317883,0.8695700946792809,27.61906170752325
74,1,bacterivor nematodes,Basal,Nematoda,406,AEW8,1,26,3.0,2.0,1.0654205607476634,22.8,2.1440737121317883,0.8695700946792809,27.61906170752325
75,1,fungivor nematodes,Basal,Nematoda,407,AEW8,2,26,3.0,2.0,1.0654205607476634,14.25,2.1440737121317883,0.8695700946792809,27.61906170752325
76,1,root feeding nematodes,Basal,Nematoda,408,AEW8,2,26,2.0,1.0,1.0654205607476634,57.0,2.1440737121317883,0.8695700946792809,27.61906170752325
77,1,predatious nematodes,Basal,Nematoda,409,AEW8,6,26,3.6315789473684212,2.0,1.0754716981132075,5.428571428571429,2.1440737121317883,0.8695700946792809,27.61906170752325
78,1,omniv. Nematodes,Basal,Nematoda,410,AEW8,14,26,3.2413793103448274,1.0,1.0754716981132075,8.76923076923077,2.1440737121317883,0.8695700946792809,27.61906170752325
79,1,bacteria,Basal,Bacteria,411,AEW8,2,12,2.0,1.0,0.76,57.0,2.1440737121317883,0.8695700946792809,27.61906170752325
80,3,flagelata;ciliata;amoeba,Basal,Protozoa,412;413;414,AEW8,1,7,3.0,2.0,0.6909090909090909,22.8,2.1440737121317883,0.8695700946792809,27.61906170752325
83,1,algae,Basal,Algae,415,AEW8,0,10,1.0,0.0,0.8321167883211679,0.0,2.1440737121317883,0.8695700946792809,27.61906170752325
84,1,enchitraeidae,Enchitraeidae,Enchitraeidae,416,AEW8,7,6,2.9,2.0,1.1067961165048543,12.666666666666666,2.9,1.1067961165048543,12.666666666666666
85,1,dead organic matter detritus,Basal detritus,detritus,417,AEW8,0,22,1.0,0.0,0.6627906976744186,0.0,1.0,0.8063953488372093,0.0
86,1,litter detritus,Basal detritus,detritus,442,AEW8,0,12,1.0,0.0,0.95,0.0,1.0,0.8063953488372093,0.0
87,1,Vulgarogamasus kraepelini (ad),Mesostigmata,Parasitidae,460,AEW8,30,31,3.829787234042553,2.0,2.1923076923076925,2.150943396226415,3.732086011160929,1.6629871772793046,3.3404724984779928
88,1,Macrargus rufus (ad),Araneae,Linyphiidae,473,AEW8,36,19,3.914893617021277,4.0,1.9,0.5876288659793815,3.9249089462241216,2.043638920549917,0.6522962974858683
89,1,Julidae spec,Diplopoda,Julidae,486,AEW8,4,12,2.8333333333333335,2.0,1.1067961165048543,11.4,2.8333333333333335,1.5196665021117877,11.4
90,1,Carabodes ornatus,Oribatida,Carabodidae,496,AEW8,6,9,2.4285714285714284,2.0,1.6056338028169015,14.25,2.7776360544217686,1.458206088675135,33.66859925788496
92,1,Nanhermannia elegantula,Oribatida,Nanhermanniidae,508,AEW8,3,7,2.75,2.0,1.5616438356164384,16.285714285714285,2.7776360544217686,1.458206088675135,33.66859925788496
94,1,Agonum spec. (juv),Coleoptera,Carabidae,539,AEW8,35,14,3.9485714285714284,4.0,1.14,0.5428571428571428,3.1877694442825173,8.388952380500191,36.4524759961966
95,1,Aporectodea longa (ad),Lumbricidae,Lumbricidae,575,AEW8,3,0,3.25,3.0,0.0,14.25,3.1666666666666665,38.0,13.722222222222221
96,1,Clubionidae (juv),Araneae,Clubionidae,584,AEW8,29,23,3.9419354838709677,6.0,2.0,0.475,3.9249089462241216,2.043638920549917,0.6522962974858683
97,1,Monocephalus fuscipes (ad),Araneae,Linyphiidae,588,AEW8,31,32,3.9216867469879517,6.0,2.590909090909091,0.4810126582278481,3.9249089462241216,2.043638920549917,0.6522962974858683
98,1,Lithobius aeruginosus juv,Chilopoda,Lithobiidae,593,AEW8,58,35,3.859259259259259,7.0,2.7142857142857144,0.47107438016528924,3.914086291115595,1.500884502426091,0.6423397651368911
99,1,Schendyla nemorensis  juv,Chilopoda,Schendylidae,604,AEW8,51,14,3.9173228346456694,3.0,1.2127659574468086,0.6627906976744186,3.914086291115595,1.500884502426091,0.6423397651368911
102,1,Tectocepheus velatus velatus,Oribatida,Tectocepheidae,626,AEW8,1,3,2.0,1.0,1.4430379746835442,114.0,2.7776360544217686,1.458206088675135,33.66859925788496
