trophospecies_id,n_lumped,sp_name,guild,family,sp_id
1,1,Entomobrya marginata/lanuginosa,Collembola,Entomobryidae,11
2,1,Friesea mirabilis,Collembola,Neanuridae,16
3,2,Isotomiella minor;Parisotoma notabilis,Collembola,Isotomidae,22;40
4,1,Lepidocyrtus lanuginosus,Collembola,Entomobryidae,25
5,1,Lipothrix (Sphyrotheca) lubbocki,Collembola,Sminthuridae,26
6,2,Mesaphorura sp.;Mesaphorura macrochaeta,Collembola,Tullbergiidae,28;691
7,1,Micranurida pygmaea,Collembola,Neanuridae,32
8,2,Micraphorura absoloni;Protaphorura armata,Collembola,Onychiuridae,33;42
11,1,Lithobius sp4,Chilopoda,Lithobiidae,73
12,1,Schendyla nemorensis,Chilopoda,Schendylidae,77
13,1,Scolopendrella sp./subnuda {s},Symphyla,Scolopendrellidae,81
14,1,Notiophilus rufipes (juv),Coleoptera,Carabidae,93
15,1,Agriotes sp. (juv),Coleoptera,Elateridae,109
16,1,Athous sp. (juv),Coleoptera,Elateridae,117
17,1,Atheta fungi,Coleoptera,Stapylinidae,133
18,1,Atheta sp. (juv),Coleoptera,Stapylinidae,136
19,1,Othius sp. (juv),Coleoptera,Stapylinidae,150
20,1,Tachyusa sp. (juv),Coleoptera,Stapylinidae,158
21,1,Diplocephalus picinus (ad),Araneae,Linyphiidae,172
22,1,Linyphiidae (juv),Araneae,Linyphiidae,178
23,1,Micrargus herbigradus (ad),Araneae,Linyphiidae,179
24,1,Microneta viaria (ad),Araneae,Linyphiidae,180
25,1,Neon reticulatus (ad),Araneae,Salticidae,183
26,1,Tapinocyba insecta (ad),Araneae,Linyphiidae,189
27,1,Lysigamasus vagabundus (ad),Mesostigmata,Pergamasinae,222
28,1,Trachytes aegrota (ad),Mesostigmata,Trachytidae,242
29,3,Trachytes aegrota (juv) {xs};Friesea claviseta;Paratullbergia macdougalli,Mesostigmata;Collembola,Trachytidae;Neanuridae;Tullbergiidae,243;476;772
30,1,Uropoda minima (ad),Mesostigmata,Uropodidae,251
31,1,Uropoda minima (juv),Mesostigmata,Uropodidae,252
32,1,Veigaia cerva (juv),Mesostigmata,Veigaiaidae,258
33,1,Veigaia nemorensis (ad),Mesostigmata,Veigaiaidae,263
34,1,Veigaia nemorensis (juv),Mesostigmata,Veigaiaidae,264
35,1,Zercon cf gurensis sp1 (ad),Mesostigmata,Zerconidae,266
36,1,Brachychthoniidae spp.,Oribatida,Brachychthoniidae,302
37,1,Carabodes labyrinthicus,Oribatida,Carabodidae,304
38,2,Chamobates voigtsi;Microtritia minima,Oribatida,Chamobatidae;Euphthiracaroidae,308;507
39,3,Dissorhina ornata;Microppia minus;Oppiella propinqua,Oribatida,Oppiidae,312;331;511
40,2,Eupelops hirtus;Eupelops torulosus,Oribatida,Phenopelopidae,315;503
41,1,Oribatida juv.,Oribatida,,323
43,2,Oppiella nova;Suctobelbella spp.,Oribatida,Oppiidae;Suctobelbidae,338;625
44,2,Phthiracarus longulus;Rhysotritia duplicata,Oribatida,Phthiracaridae;Euphthiracaroidae,351;517
45,1,Platynothrus peltifer,Oribatida,Camisiidae,353
46,1,Quadroppia quadricarinata,Oribatida,Quadroppiidae,357
47,2,Tectocepheus velatus alatus;Tectocepheus velatus sarekensis,Oribatida,Tectocepheidae,372;373
49,1,plants,Basal,Plants,401
50,1,roots,Basal,Roots,402
51,1,root exudates,Basal,Roots,403
52,1,mykorrhiza,Basal,Fungi,404
53,1,saphrophytes,Basal,Fungi,405
54,1,bacterivor nematodes,Basal,Nematoda,406
55,1,fungivor nematodes,Basal,Nematoda,407
56,1,root feeding nematodes,Basal,Nematoda,408
57,1,predatious nematodes,Basal,Nematoda,409
58,1,omniv. Nematodes,Basal,Nematoda,410
59,1,bacteria,Basal,Bacteria,411
60,3,flagelata;ciliata;amoeba,Basal,Protozoa,412;413;414
63,1,algae,Basal,Algae,415
64,1,enchitraeidae,Enchitraeidae,Enchitraeidae,416
65,1,dead organic matter detritus,Basal detritus,detritus,417
66,1,Geholaspis longispinosus (juv),Mesostigmata,Macrochelidae,420
67,1,Geholaspis longispinosus (ad),Mesostigmata,Macrochelidae,421
68,1,litter detritus,Basal detritus,detritus,442
69,1,Entomobrya quinquelineata,Collembola,Entomobryidae,454
70,1,Veigaia planicola (juv),Mesostigmata,Veigaiaidae,457
71,1,Zercon cf peltatus (ad),Mesostigmata,Zerconidae,462
72,1,Erigonella hiemalis (ad),Araneae,Linyphiidae,466
74,2,Julidae spec;Trachelipus spec,Diplopoda;Isopoda,Julidae;Trachelipidae,486;916
75,1,Adoristes ovatus,Oribatida,Liacaridae,492
76,1,Carabodes ornatus,Oribatida,Carabodidae,496
81,1,Scheloribates initialis,Oribatida,Scheloribatidae,518
82,1,Leptacinus sp. (juv),Coleoptera,Stapylinidae,558
83,1,Stenus sp.,Coleoptera,Stapylinidae,569
84,1,Stilicus rufipes,Coleoptera,Stapylinidae,570
86,1,Mesaphorura yosii,Collembola,Tullbergiidae,641
88,1,Athous subfuscus (juv) {l},Coleoptera,Elateridae,720
89,2,Dalopius marginatus (juv) {l};Elateridae sp1 (juv) {l},Coleoptera,Elateridae,723;724
91,1,Pergamasinae (juv) {s},Mesostigmata,Pergamasinae,735
92,1,Linyphiidae cf Erigoniinae (juv) {m},Araneae,Linyphiidae,759
94,1,Staphylinidae spec,Coleoptera,Stapylinidae,858
95,1,Abax parallelepipedus,Coleoptera,Carabidae,860
96,1,Pterostichinae spec,Coleoptera,Carabidae,893
98,1,Chilopoda spec,Chilopoda,Chilopoda spec,921
99,1,Euophrys frontalis,Araneae,Salticidae,936
100,1,Salticidae spec juv,Araneae,Salticidae,947
101,1,Metellina segmentata,Araneae,Tetragnathidae,948
102,1,Dicymbium brevisetosum,Araneae,Linyphiidae,964
103,1,Euophrys herbigrada,Araneae,Salticidae,974
104,1,Philodromus dispar,Araneae,Philodromidae,977
