trophospecies_id,n_lumped,sp_name,guild,family,sp_id
1,1,Arrhopalites pygmaeus,Collembola,Arrhopalitidae,2
2,1,Ceratophysella denticulata,Collembola,Hypogastruridae,4
3,2,Folsomia quadrioculata;Folsomia spinosa,Collembola,Isotomidae,14;15
5,1,Hypogastrura purpurescens,Collembola,Hypogastruridae,20
6,2,Isotomiella minor;Parisotoma notabilis,Collembola,Isotomidae,22;40
7,1,Lepidocyrtus lanuginosus,Collembola,Entomobryidae,25
8,1,Lipothrix (Sphyrotheca) lubbocki,Collembola,Sminthuridae,26
9,1,Megalothorax minimus,Collembola,Neelidae,27
10,3,Mesaphorura sp.;Metaphorura affinis;Paratullbergia callipygos,Collembola,Tullbergiidae,28;29;38
14,1,Pseudosinella immaculata,Collembola,Entomobryidae,46
15,1,Willemia anophthalma,Collembola,Hypogastruridae,56
16,1,Lithobius muticus,Chilopoda,Lithobiidae,57
17,1,Lithobius cf. aulacopus juv,Chilopoda,Lithobiidae,64
18,1,Lithobius mutabilis,Chilopoda,Lithobiidae,65
19,1,Lithobius cf. mutabilis juv,Chilopoda,Lithobiidae,66
20,1,Lithobius sp. juv {m},Chilopoda,Lithobiidae,69
21,1,Lithobius sp4,Chilopoda,Lithobiidae,73
22,1,Geophilus ribauti,Chilopoda,Geophilidae,74
23,1,Geophilus insculptus,Chilopoda,Geophilidae,75
24,1,Geophilus electricus,Chilopoda,Geophilidae,76
25,1,Schendyla nemorensis,Chilopoda,Schendylidae,77
26,1,Strigamia acuminata,Chilopoda,Dignathodontidae,79
27,1,Scolopendrella sp./subnuda {s},Symphyla,Scolopendrellidae,81
28,1,Malthodes sp. (juv),Coleoptera,Cantharidae,82
29,1,Nargus anisotomoides,Coleoptera,Catopidae,101
30,1,Agriotes sp. (juv),Coleoptera,Elateridae,109
31,1,Athous subfuscus (juv) {m},Coleoptera,Elateridae,113
32,1,Athous vittatus (juv),Coleoptera,Elateridae,115
33,1,Lamprohiza splendidula (juv),Coleoptera,Lampyridae,121
34,1,Scydmaenidae sp2,Coleoptera,Scydmanidae,129
35,1,Habrocerus capillaricornis,Coleoptera,Stapylinidae,142
36,1,Othius sp. (juv),Coleoptera,Stapylinidae,150
37,1,Amaurobius sp (juv),Araneae,Amaurobiidae,164
38,1,Coelotes sp (juv) {l},Araneae,Amaurobiidae,168
39,1,Diplocephalus picinus (ad),Araneae,Linyphiidae,172
40,1,Hahnia pusilla (juv),Araneae,Hahniidae,174
41,1,Hahnia pusilla (ad),Araneae,Hahniidae,175
42,1,Harpactea lepida (juv),Araneae,Dysderidae,176
43,1,Linyphiidae (juv),Araneae,Linyphiidae,178
44,1,Micrargus herbigradus (ad),Araneae,Linyphiidae,179
45,1,Neobisium carcinoides (ad),Pseudoscorpiones,Neobisidae,181
46,1,Neobisium sp,Pseudoscorpiones,Neobisidae,182
47,1,Robertus lividus (ad),Araneae,Theridiidae,186
48,1,Saloca diceros (ad),Araneae,Linyphiidae,188
49,1,Tapinocyba insecta (ad),Araneae,Linyphiidae,189
50,1,Lysigamasus sp (juv),Mesostigmata,Pergamasinae,201
51,1,Epicrius sp (juv),Mesostigmata,Epicriidae,207
52,1,Geholaspis mandibularis (ad),Mesostigmata,Macrochelidae,210
53,1,Pachylaelaps regularis (ad),Mesostigmata,Pachylaelapidae,229
54,1,Parasitidae (juv) {xs},Mesostigmata,Parasitidae,233
55,1,Pergamasinae (male),Mesostigmata,Pergamasinae,235
56,1,Prozercon fimbriatus (ad),Mesostigmata,Zerconidae,239
57,1,Prozercon fimbriatus (juv),Mesostigmata,Zerconidae,240
58,1,Trachytes aegrota (ad),Mesostigmata,Trachytidae,242
59,1,Trachytes aegrota (juv) {xs},Mesostigmata,Trachytidae,243
60,1,Trachytes pauperior (juv),Mesostigmata,Trachytidae,245
61,1,Uropoda cassidea (ad),Mesostigmata,Uropodidae,248
62,1,Uropoda cassidea (juv),Mesostigmata,Uropodidae,249
63,1,Uropoda minima (ad),Mesostigmata,Uropodidae,251
64,1,Uroseius cylindricus (ad),Mesostigmata,Polyaspidae,254
65,1,Uroseius cylindricus (juv),Mesostigmata,Polyaspidae,255
66,1,Veigaia cerva (ad),Mesostigmata,Veigaiaidae,257
67,1,Veigaia exigua (ad),Mesostigmata,Veigaiaidae,260
68,1,Veigaia exigua (juv),Mesostigmata,Veigaiaidae,261
69,1,Veigaia nemorensis (ad),Mesostigmata,Veigaiaidae,263
