trophospecies_id,n_lumped,sp_name,guild,family,sp_id
1,1,Ceratophysella denticulata,Collembola,Hypogastruridae,4
2,1,Folsomia quadrioculata,Collembola,Isotomidae,14
3,1,Isotomiella minor,Collembola,Isotomidae,22
4,2,Lepidocyrtus lanuginosus;Lepidocyrtus juv.,Collembola,Entomobryidae,25;689
5,1,Megalothorax minimus,Collembola,Neelidae,27
6,1,Parisotoma notabilis,Collembola,Isotomidae,40
7,3,Protaphorura armata;Protaphorura sp.;Hymenaphorura juv.,Collembola,Onychiuridae,42;361;684
8,2,Sminthurinus aureus;Sminthuridae juv.,Collembola,Katiannidae;Sminthurididae,48;368
9,1,Lithobius mutabilis,Chilopoda,Lithobiidae,65
10,1,Lithobius cf. mutabilis juv,Chilopoda,Lithobiidae,66
11,1,Lithobius sp2 {s},Chilopoda,Lithobiidae,71
12,1,Lithobius sp4,Chilopoda,Lithobiidae,73
13,1,Strigamia acuminata,Chilopoda,Dignathodontidae,79
14,1,Malthodes sp. (juv),Coleoptera,Cantharidae,82
15,2,Athous haemorrhoidalis (juv);Elateridae sp1 (juv) {l},Coleoptera,Elateridae,111;724
16,1,Athous subfuscus (juv) {m},Coleoptera,Elateridae,113
17,1,Athous sp. (juv),Coleoptera,Elateridae,117
18,1,Plectophoreus fischeri,Coleoptera,Pselaphidae,124
19,1,Atheta sp.,Coleoptera,Stapylinidae,135
20,1,Othius subuliformis,Coleoptera,Stapylinidae,149
21,1,Amaurobius sp (juv),Araneae,Amaurobiidae,164
22,1,Coelotes sp (juv) {l},Araneae,Amaurobiidae,168
23,1,Harpactea lepida (juv),Araneae,Dysderidae,176
24,1,Linyphiidae (juv),Araneae,Linyphiidae,178
25,1,Phalangiidae (juv),Opiliones,Phalangiidae,185
26,1,Robertus lividus (ad),Araneae,Theridiidae,186
27,1,Robertus sp (juv) {m},Araneae,Theridiidae,187
28,1,Saloca diceros (ad),Araneae,Linyphiidae,188
29,1,Epicrius canestrinii (ad),Mesostigmata,Epicriidae,205
30,1,Leitneria granulata (juv),Mesostigmata,Halolaelapidae,215
31,1,Lysigamasus cf conus(ad),Mesostigmata,Pergamasinae,217
32,1,Lysigamasus lapponicus (ad),Mesostigmata,Pergamasinae,219
33,1,Macrocheles dentatus (ad),Mesostigmata,Macrochelidae,225
34,1,Trachytes aegrota (ad),Mesostigmata,Trachytidae,242
