trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,Ceratophysella denticulata,Collembola,1,3,16,3.4,2.0,1.5686274509803921,11.428571428571429,2.8653851540616246,1.5970964304329178,22.965782044042918
2,Folsomia quadrioculata,Collembola,1,1,16,2.0,1.0,1.5686274509803921,80.0,2.8653851540616246,1.5970964304329178,22.965782044042918
3,Isotomiella minor;Parisotoma notabilis,Collembola,2,4,12,3.2857142857142856,2.0,1.4285714285714286,8.0,2.8653851540616246,1.5970964304329178,22.965782044042918
4,Lepidocyrtus lanuginosus,Collembola,1,1,14,2.0,1.0,1.6326530612244898,80.0,2.8653851540616246,1.5970964304329178,22.965782044042918
5,Lipothrix (Sphyrotheca) lubbocki,Collembola,1,4,15,2.0,1.0,1.702127659574468,20.0,2.8653851540616246,1.5970964304329178,22.965782044042918
6,Megalothorax minimus,Collembola,1,5,14,3.125,2.0,1.8181818181818181,7.2727272727272725,2.8653851540616246,1.5970964304329178,22.965782044042918
7,Mesaphorura sp.;Mesaphorura macrochaeta,Collembola,2,5,14,3.5882352941176467,2.0,1.8181818181818181,3.4782608695652173,2.8653851540616246,1.5970964304329178,22.965782044042918
8,Micraphorura absoloni,Collembola,1,4,11,2.8333333333333335,2.0,1.509433962264151,8.0,2.8653851540616246,1.5970964304329178,22.965782044042918
10,Protaphorura armata,Collembola,1,4,9,2.8333333333333335,2.0,1.5686274509803921,8.0,2.8653851540616246,1.5970964304329178,22.965782044042918
11,Lithobius sp4,Chilopoda,1,33,11,4.0920245398773005,3.0,8.0,0.7079646017699115,4.121328854032087,5.568627450980393,0.6841991233771645
12,Schendyla nemorensis,Chilopoda,1,28,7,4.122302158273381,3.0,4.705882352941177,0.6666666666666666,4.121328854032087,5.568627450980393,0.6841991233771645
13,Pterostichus oblongopunctatus,Coleoptera,1,17,1,4.175824175824175,3.0,0.0,0.5263157894736842,3.6286192391935477,10.631378617908881,11.497143979903692
14,Agriotes aterrimus (juv),Coleoptera,1,1,11,2.0,1.0,7.2727272727272725,80.0,3.6286192391935477,10.631378617908881,11.497143979903692
15,Athous subfuscus (juv) {m},Coleoptera,1,32,15,3.9121621621621623,3.0,4.0,1.2903225806451613,3.6286192391935477,10.631378617908881,11.497143979903692
16,Aleocharinae sp1 (juv),Coleoptera,1,2,17,3.0,2.0,3.4782608695652173,10.0,3.6286192391935477,10.631378617908881,11.497143979903692
17,Atheta sp. (juv),Coleoptera,1,27,18,3.886178861788618,3.0,3.2,1.4035087719298245,3.6286192391935477,10.631378617908881,11.497143979903692
18,Geostiba circellaris,Coleoptera,1,23,14,3.976,2.0,4.705882352941177,1.0810810810810811,3.6286192391935477,10.631378617908881,11.497143979903692
19,Gnaphosidae (juv),Araneae,1,18,9,4.2,4.0,6.666666666666667,0.5970149253731343,4.055410749259395,5.383816684568564,0.92356161857258
20,Linyphiidae (juv),Araneae,1,24,13,3.966666666666667,3.0,4.2105263157894735,1.095890410958904,4.055410749259395,5.383816684568564,0.92356161857258
21,Microneta viaria (ad),Araneae,1,17,12,4.144329896907216,3.0,6.666666666666667,0.8695652173913043,4.055410749259395,5.383816684568564,0.92356161857258
22,Neobisium sp,Pseudoscorpiones,1,18,14,4.135922330097087,3.0,6.153846153846154,0.8888888888888888,4.135922330097087,6.153846153846154,0.8888888888888888
23,Phalangiidae (juv),Opiliones,1,20,8,4.205357142857142,4.0,6.153846153846154,0.6106870229007634,4.205357142857142,6.153846153846154,0.6106870229007634
24,Tapinocyba insecta (ad),Araneae,1,20,12,4.035714285714286,3.0,5.0,0.975609756097561,4.055410749259395,5.383816684568564,0.92356161857258
25,Hypoaspis aculeifer (ad),Mesostigmata,1,28,17,3.861788617886179,2.0,2.5,1.6326530612244898,3.7613873292012157,2.061970873531457,2.327188158712356
26,Leioseius bicolor (ad),Mesostigmata,1,14,15,3.814814814814815,2.0,1.6326530612244898,2.2857142857142856,3.7613873292012157,2.061970873531457,2.327188158712356
27,Leptogamasus suecicus (ad),Mesostigmata,1,20,15,3.8,2.0,1.8181818181818181,1.951219512195122,3.7613873292012157,2.061970873531457,2.327188158712356
28,Trachytes aegrota (ad),Mesostigmata,1,5,16,3.5882352941176467,2.0,2.2222222222222223,3.4782608695652173,3.7613873292012157,2.061970873531457,2.327188158712356
29,Uropoda minima (ad),Mesostigmata,1,5,12,3.5882352941176467,2.0,1.6,3.4782608695652173,3.7613873292012157,2.061970873531457,2.327188158712356
30,Uropoda minima (juv),Mesostigmata,1,5,13,3.5882352941176467,2.0,1.4814814814814814,3.4782608695652173,3.7613873292012157,2.061970873531457,2.327188158712356
31,Veigaia nemorensis (ad),Mesostigmata,1,29,16,3.8682170542635657,2.0,2.5806451612903225,1.6,3.7613873292012157,2.061970873531457,2.327188158712356
32,Veigaia nemorensis (juv),Mesostigmata,1,22,15,3.822222222222222,3.0,2.0,1.7391304347826086,3.7613873292012157,2.061970873531457,2.327188158712356
33,Achipteria coleoptrata,Oribatida,1,1,1,2.0,1.0,3.8095238095238093,80.0,2.894047619047619,2.1207930540637308,18.25190682333539
34,Brachychthoniidae spp.,Oribatida,1,4,0,2.6,2.0,0.0,10.0,2.894047619047619,2.1207930540637308,18.25190682333539
35,Chamobates cuspidatus;Chamobates voigtsi,Oribatida,2,2,0,3.0,2.0,0.0,10.0,2.894047619047619,2.1207930540637308,18.25190682333539
37,Damaeus riparius;Phthiracarus laevigatus;Rhysotritia duplicata,Oribatida,3,3,3,2.75,2.0,4.2105263157894735,11.428571428571429,2.894047619047619,2.1207930540637308,18.25190682333539
38,Eniochthonius minutissimus,Oribatida,1,3,0,3.0,2.0,0.0,8.88888888888889,2.894047619047619,2.1207930540637308,18.25190682333539
39,Eupelops hirtus,Oribatida,1,2,3,3.0,2.0,4.2105263157894735,10.0,2.894047619047619,2.1207930540637308,18.25190682333539
40,Oribatida juv.,Oribatida,1,9,6,3.4,2.0,1.25,3.8095238095238093,2.894047619047619,2.1207930540637308,18.25190682333539
41,Microppia minus,Oribatida,1,7,0,3.5,2.0,0.0,3.8095238095238093,2.894047619047619,2.1207930540637308,18.25190682333539
42,Nanhermannia nana,Oribatida,1,3,2,3.0,2.0,4.0,8.88888888888889,2.894047619047619,2.1207930540637308,18.25190682333539
43,Nothrus silvestris,Oribatida,1,8,3,3.458333333333333,2.0,4.2105263157894735,3.6363636363636362,2.894047619047619,2.1207930540637308,18.25190682333539
44,Oppiella nova;Suctobelbella spp.,Oribatida,2,8,0,3.458333333333333,2.0,0.0,3.6363636363636362,2.894047619047619,2.1207930540637308,18.25190682333539
45,Oribatella calcarata,Oribatida,1,4,2,2.6,2.0,4.0,10.0,2.894047619047619,2.1207930540637308,18.25190682333539
46,Tectocepheus velatus alatus,Oribatida,1,1,0,2.0,1.0,0.0,80.0,2.894047619047619,2.1207930540637308,18.25190682333539
47,plants,Basal,1,0,4,1.0,0.0,0.8791208791208791,0.0,2.198068446979518,0.9516151304433861,18.632304203732776
48,roots,Basal,1,0,8,1.0,0.0,0.6557377049180327,0.0,2.198068446979518,0.9516151304433861,18.632304203732776
49,root exudates,Basal,1,0,5,1.0,0.0,0.547945205479452,0.0,2.198068446979518,0.9516151304433861,18.632304203732776
50,mykorrhiza,Basal,1,2,22,2.0,1.0,0.8163265306122449,40.0,2.198068446979518,0.9516151304433861,18.632304203732776
51,saphrophytes,Basal,1,1,24,2.0,1.0,0.8,80.0,2.198068446979518,0.9516151304433861,18.632304203732776
52,bacterivor nematodes,Basal,1,1,25,3.0,2.0,1.2121212121212122,16.0,2.198068446979518,0.9516151304433861,18.632304203732776
53,fungivor nematodes,Basal,1,2,25,3.0,2.0,1.2121212121212122,10.0,2.198068446979518,0.9516151304433861,18.632304203732776
54,root feeding nematodes,Basal,1,2,25,2.0,1.0,1.2121212121212122,40.0,2.198068446979518,0.9516151304433861,18.632304203732776
55,predatious nematodes,Basal,1,6,25,3.6315789473684212,2.0,1.2307692307692308,3.8095238095238093,2.198068446979518,0.9516151304433861,18.632304203732776
56,omniv. Nematodes,Basal,1,14,25,3.2413793103448274,1.0,1.2307692307692308,6.153846153846154,2.198068446979518,0.9516151304433861,18.632304203732776
57,bacteria,Basal,1,2,12,2.0,1.0,0.7619047619047619,40.0,2.198068446979518,0.9516151304433861,18.632304203732776
58,flagelata;ciliata;amoeba,Basal,3,1,7,3.0,2.0,0.7766990291262136,16.0,2.198068446979518,0.9516151304433861,18.632304203732776
61,algae,Basal,1,0,6,1.0,0.0,0.8602150537634409,0.0,2.198068446979518,0.9516151304433861,18.632304203732776
62,enchitraeidae,Basal,1,7,6,2.9,2.0,1.1267605633802817,8.88888888888889,2.198068446979518,0.9516151304433861,18.632304203732776
63,dead organic matter detritus,Basal detritus,1,0,12,1.0,0.0,0.625,0.0,1.0,0.8253205128205128,0.0
64,Lysigamasus runcatellus (ad),Mesostigmata,1,27,18,3.8547008547008548,2.0,2.4242424242424243,1.6666666666666667,3.7613873292012157,2.061970873531457,2.327188158712356
65,litter detritus,Basal detritus,1,0,8,1.0,0.0,1.0256410256410255,0.0,1.0,0.8253205128205128,0.0
66,Vulgarogamasus kraepelini (ad),Mesostigmata,1,29,18,3.876923076923077,3.0,2.962962962962963,1.509433962264151,3.7613873292012157,2.061970873531457,2.327188158712356
67,Zercon cf peltatus (ad),Mesostigmata,1,19,16,3.7837837837837838,2.0,1.7777777777777777,2.0,3.7613873292012157,2.061970873531457,2.327188158712356
68,Zercon cf peltatus (juv),Mesostigmata,1,12,16,3.7906976744186047,2.0,1.6,2.5806451612903225,3.7613873292012157,2.061970873531457,2.327188158712356
69,Tapinocyba praecox (ad),Araneae,1,22,15,3.9537037037037037,3.0,3.8095238095238093,1.1267605633802817,4.055410749259395,5.383816684568564,0.92356161857258
70,Julidae spec,Diplopoda,1,4,7,2.8333333333333335,2.0,5.333333333333333,8.0,2.8333333333333335,5.333333333333333,8.0
71,Nanhermannia elegantula,Oribatida,1,3,2,2.75,2.0,4.0,11.428571428571429,2.894047619047619,2.1207930540637308,18.25190682333539
74,Pterostichus spec.,Coleoptera,1,16,2,4.1764705882352935,3.0,80.0,0.5298013245033113,3.6286192391935477,10.631378617908881,11.497143979903692
76,Mesaphorura yosii,Collembola,1,5,10,3.5882352941176467,2.0,1.3559322033898304,3.4782608695652173,2.8653851540616246,1.5970964304329178,22.965782044042918
78,Pergamasinae (juv) {s},Mesostigmata,1,23,15,3.833333333333333,3.0,2.1052631578947367,1.702127659574468,3.7613873292012157,2.061970873531457,2.327188158712356
79,Trachytes aegrota (juv) {s},Mesostigmata,1,5,15,3.5882352941176467,2.0,2.1621621621621623,3.4782608695652173,3.7613873292012157,2.061970873531457,2.327188158712356
80,Lumbricus rubellus (ad) {xxl},Lumbricidae,1,3,0,3.25,3.0,0.0,10.0,3.25,0.0,10.0
81,Campodea sp {l},Diplura,1,27,12,3.9918032786885247,2.0,7.2727272727272725,1.0256410256410255,3.9918032786885247,7.2727272727272725,1.0256410256410255
