trophospecies_id,n_lumped,sp_name,guild,family,sp_id
1,1,Ceratophysella denticulata,Collembola,Hypogastruridae,4
2,1,Deuteraphorura inermis,Collembola,Onychiuridae,8
3,2,Folsomia quadrioculata;Folsomia spinosa,Collembola,Isotomidae,14;15
5,2,Isotomiella minor;Parisotoma notabilis,Collembola,Isotomidae,22;40
6,1,Lepidocyrtus lanuginosus,Collembola,Entomobryidae,25
7,2,Mesaphorura sp.;Paratullbergia callipygos,Collembola,Tullbergiidae,28;38
8,1,Micranurida pygmaea,Collembola,Neanuridae,32
11,1,Sminthurinus aureus,Collembola,Katiannidae,48
12,1,Lithobius crassipes,Chilopoda,Lithobiidae,58
13,1,Lithobius cf. crassipes juv,Chilopoda,Lithobiidae,59
14,1,Lithobius piceus,Chilopoda,Lithobiidae,61
15,1,Lithobius cf. mutabilis juv,Chilopoda,Lithobiidae,66
16,1,Lithobius dentatus,Chilopoda,Lithobiidae,67
17,1,Lithobius sp1 {s},Chilopoda,Lithobiidae,70
18,1,Lithobius sp2 {s},Chilopoda,Lithobiidae,71
19,1,Lithobius sp4,Chilopoda,Lithobiidae,73
20,1,Geophilus ribauti,Chilopoda,Geophilidae,74
21,1,Geophilus insculptus,Chilopoda,Geophilidae,75
22,1,Schendyla nemorensis,Chilopoda,Schendylidae,77
23,1,Geophilus flavus,Chilopoda,Geophilidae,78
24,1,Strigamia acuminata,Chilopoda,Dignathodontidae,79
25,1,Scolopendrella sp./subnuda {s},Symphyla,Scolopendrellidae,81
26,1,Harpalus latus,Coleoptera,Carabidae,87
27,1,Otiorhynchus sp.,Coleoptera,Curculionidae,104
28,1,Agriotes acuminatus (juv),Coleoptera,Elateridae,107
29,1,Athous haemorrhoidalis (juv),Coleoptera,Elateridae,111
30,1,Athous subfuscus (juv) {m},Coleoptera,Elateridae,113
31,1,Athous vittatus (juv),Coleoptera,Elateridae,115
32,1,Athous sp. (juv),Coleoptera,Elateridae,117
33,1,Elateridae sp1 (juv) {m},Coleoptera,Elateridae,119
34,1,Histeridae sp1,Coleoptera,Histeridae,120
35,1,Xantholinus sp. (juv),Coleoptera,Stapylinidae,160
36,1,Anelasmocephalus cambridgei,Opiliones,Trogulidae,163
37,1,Amaurobius sp (juv),Araneae,Amaurobiidae,164
38,1,Clubiona comta (ad),Araneae,Clubionidae,169
39,1,Diplocephalus picinus (ad),Araneae,Linyphiidae,172
40,1,Hahnia pusilla (juv),Araneae,Hahniidae,174
41,1,Hahnia pusilla (ad),Araneae,Hahniidae,175
42,1,Harpactea lepida (juv),Araneae,Dysderidae,176
43,1,Linyphiidae (juv),Araneae,Linyphiidae,178
44,1,Microneta viaria (ad),Araneae,Linyphiidae,180
45,1,Robertus lividus (ad),Araneae,Theridiidae,186
46,1,Tenuiphantes tenebricola (ad),Araneae,Linyphiidae,191
47,1,Trogulus tricarinatus,Opiliones,Trogulidae,192
48,1,Trombidiidae,Prostigmata,Trombidiidae,193
49,1,Vulgarogamasus sp juv,Mesostigmata,Parasitidae,202
50,1,Leitneria granulata (juv),Mesostigmata,Halolaelapidae,215
51,1,Prozercon fimbriatus (ad),Mesostigmata,Zerconidae,239
52,1,Rhodacarellus kreuzi (ad),Mesostigmata,Rhodacaridae,241
53,1,Urodiaspis tecta (juv),Mesostigmata,Urodinychidae,246
54,1,Uropoda cassidea (ad),Mesostigmata,Uropodidae,248
55,1,Uropoda cassidea (juv),Mesostigmata,Uropodidae,249
56,1,Uropoda minima (ad),Mesostigmata,Uropodidae,251
57,1,Veigaia sp (juv),Mesostigmata,Veigaiaidae,265
58,1,Zercon cf gurensis sp1 (ad),Mesostigmata,Zerconidae,266
59,1,Zercon sp (juv),Mesostigmata,Zerconidae,268
60,1,Aporrectodea caliginosa (ad),Lumbricidae,Lumbricidae,271
61,1,Aporrectodea rosea (ad),Lumbricidae,Lumbricidae,274
62,1,Aporrectodea rosea (juv),Lumbricidae,Lumbricidae,275
63,1,Aporrectodea sp (juv) {xl},Lumbricidae,Lumbricidae,277
64,1,Lumbricus terrestris (ad),Lumbricidae,Lumbricidae,284
65,1,Lumbricus terrestris (juv) {xl},Lumbricidae,Lumbricidae,285
66,1,Atropacarus striculus,Oribatida,Phthiracaridae,298
67,2,Chamobates cuspidatus;Pantelozetes paolii,Oribatida,Chamobatidae;Thyrisomidae,307;344
68,1,Hypochthonius rufulus,Oribatida,Hypochthoniidae,322
69,1,Oribatida juv.,Oribatida,,323
70,1,Microppia minus,Oribatida,Oppiidae,331
71,1,Nothrus silvestris,Oribatida,Nothridae,335
72,2,Oppiella nova;Suctobelbella spp.,Oribatida,Oppiidae;Suctobelbidae,338;625
73,1,Oppiella subpectinata,Oribatida,Oppiidae,339
74,1,Oribatula tibialis,Oribatida,Oribatulidae,343
76,1,Phthiracarus longulus,Oribatida,Phthiracaridae,351
77,1,Platynothrus peltifer,Oribatida,Camisiidae,353
78,1,Porobelba spinosa,Oribatida,Damaeidae,355
79,1,Steganacarus magnus,Oribatida,Phthiracaridae,365
80,2,Tectocepheus minor;Tectocepheus velatus alatus,Oribatida,Tectocepheidae,371;372
82,2,Porcellio spinicornis;Trachelipus ratzeburgii,Isopoda,Porcellionidae;Trachelipidae,376;912
83,2,Allaiulus nitidus {xl};Julidae spec,Diplopoda,Julidae,383;486
84,1,Glomeris marginata,Diplopoda,Glomeridae,392
85,1,Polydesmidae,Diplopoda,Polydesmidae,396
86,1,Tachypodoiulus niger,Diplopoda,Julidae,399
87,1,plants,Basal,Plants,401
88,1,roots,Basal,Roots,402
89,1,root exudates,Basal,Roots,403
90,1,mykorrhiza,Basal,Fungi,404
91,1,saphrophytes,Basal,Fungi,405
92,1,bacterivor nematodes,Basal,Nematoda,406
93,1,fungivor nematodes,Basal,Nematoda,407
94,1,root feeding nematodes,Basal,Nematoda,408
95,1,predatious nematodes,Basal,Nematoda,409
96,1,omniv. Nematodes,Basal,Nematoda,410
97,1,bacteria,Basal,Bacteria,411
98,3,flagelata;ciliata;amoeba,Basal,Protozoa,412;413;414
101,1,algae,Basal,Algae,415
102,1,enchitraeidae,Enchitraeidae,Enchitraeidae,416
103,1,dead organic matter detritus,Basal detritus,detritus,417
104,1,litter detritus,Basal detritus,detritus,442
105,1,Macrargus rufus (ad),Araneae,Linyphiidae,473
107,1,Pterostichus spec.,Coleoptera,Carabidae,543
108,1,Clubionidae (juv),Araneae,Clubionidae,584
110,1,Lithobius sp3 {m},Chilopoda,Lithobiidae,707
111,1,Scutigerella immaculata {m},Symphyla,Scutigerellidae,718
112,1,Athous zebei (juv) {m},Coleoptera,Elateridae,721
113,1,Pergamasinae (juv) {s},Mesostigmata,Pergamasinae,735
114,1,Campodea sp {l},Diplura,Campodeidae,749
115,1,Trichoniscus pusillus {l},Isopoda,Trichoniscidae,751
116,1,Aegopinella nitidula juv,Gastropoda,Oxychilidae,831
117,1,Cepea hortensis,Gastropoda,Helicidae,838
118,1,Curculionidae spec,Coleoptera,Curculionidae,855
119,1,Staphylinidae spec,Coleoptera,Stapylinidae,858
120,1,Abax ovalis,Coleoptera,Carabidae,859
121,1,Abax parallelepipedus,Coleoptera,Carabidae,860
122,2,Cylisticus spec;Philoscia muscorum,Isopoda,Cylisticidae;Philosciidae,910;914
123,1,Trichoniscus spec,Isopoda,Trichoniscidae,911
126,1,Glomeris spec,Diplopoda,Glomeridae,920
127,1,Chilopoda spec,Chilopoda,Chilopoda spec,921
128,1,Harpactea lepida (juv),Araneae,Dysderidae,933
129,1,Harpactea lepida (ad),Araneae,Dysderidae,934
130,1,Theridiidae juv spec,Araneae,Theridiidae,942
131,1,Walckenaeria atrotibialis,Araneae,Linyphiidae,957
132,1,Apostenus fuscus,Araneae,Liocranidae,958
