trophospecies_id,n_lumped,sp_name,guild,family,sp_id
1,1,Ceratophysella denticulata,Collembola,Hypogastruridae,4
2,2,Folsomia quadrioculata;Folsomia ksenemani,Collembola,Isotomidae,14;683
3,3,Isotomiella minor;Parisotoma notabilis;Isotoma hiemalis,Collembola,Isotomidae,22;40;685
4,3,Lepidocyrtus cyaneus;Lepidocyrtus lanuginosus;Lepidocyrtus lignorum,Collembola,Entomobryidae,24;25;688
6,1,Megalothorax minimus,Collembola,Neelidae,27
7,1,Paratullbergia sp.,Collembola,Tullbergiidae,39
9,2,Protaphorura armata;Protaphorura sp.,Collembola,Onychiuridae,42;361
10,2,Sminthurinus aureus;Sminthurinus niger,Collembola,Katiannidae,48;369
11,1,Lithobius piceus,Chilopoda,Lithobiidae,61
12,1,Lithobius mutabilis,Chilopoda,Lithobiidae,65
13,1,Lithobius sp4,Chilopoda,Lithobiidae,73
14,1,Geophilus ribauti,Chilopoda,Geophilidae,74
15,1,Geophilus electricus,Chilopoda,Geophilidae,76
16,1,Strigamia acuminata,Chilopoda,Dignathodontidae,79
17,1,Malthodes sp. (juv),Coleoptera,Cantharidae,82
18,1,Scydmaenidae sp0 {m},Coleoptera,Scydmanidae,128
19,1,Atheta sp.,Coleoptera,Stapylinidae,135
20,1,Amaurobius sp (juv),Araneae,Amaurobiidae,164
21,1,Linyphiidae (juv),Araneae,Linyphiidae,178
22,1,Microneta viaria (ad),Araneae,Linyphiidae,180
23,1,Neobisium carcinoides (ad),Pseudoscorpiones,Neobisidae,181
24,1,Neobisium sp,Pseudoscorpiones,Neobisidae,182
25,1,Phalangiidae (juv),Opiliones,Phalangiidae,185
26,1,Robertus lividus (ad),Araneae,Theridiidae,186
27,1,Saloca diceros (ad),Araneae,Linyphiidae,188
28,1,Trogulus tricarinatus,Opiliones,Trogulidae,192
29,1,Gamasina (juv),Mesostigmata,Gamasina,208
30,1,Leptogamasus suecicus (ad),Mesostigmata,Pergamasinae,216
