SLN_ID,Detritus,S,interactions,L_D,C,Basal,Top,Herbiv,Carniv,meanInDegree,stdInDegree,mean_longest_chain,mean_NTP,max_NTP,mean_NTP_norm,TrOmniv,q_inCoherence,mean_path_len,std_path_len,Modularity
1,2,37.0,69.0,1.864864864864865,0.0518018018018018,0.3142857142857143,0.16216216216216217,0.2916666666666667,0.4583333333333333,2.875,2.232419237547892,1.3783783783783783,2.302624805256384,4.5,0.5116944011680853,0.4583333333333333,0.592034447096921,1.7610062893081762,0.7501824208265323,0.0
10,2,37.0,74.0,2.0,0.05555555555555555,0.3142857142857143,0.13513513513513514,0.20833333333333334,0.5,3.0833333333333335,3.335144435522561,1.4324324324324325,2.3726640926640927,5.166666666666666,0.4592253082575664,0.5416666666666666,0.8382628833221716,1.8662420382165605,0.9411908809456806,0.0
100,2,37.0,89.0,2.4054054054054053,0.06681681681681682,0.3142857142857143,0.08108108108108109,0.2916666666666667,0.5,3.7083333333333335,3.7005189608634823,1.2702702702702702,2.3026116528473937,4.6923076923076925,0.4907205161805921,0.5416666666666666,0.8239724045492645,1.8712871287128714,0.8714757465635122,0.0
1000,2,37.0,100.0,2.7027027027027026,0.07507507507507508,0.3142857142857143,0.0,0.25,0.5,4.166666666666667,3.8860583211478334,1.2432432432432432,2.1818409678262265,4.291666666666666,0.5083901284255286,0.5416666666666666,0.7195784847297522,1.7520661157024793,0.6971309518844405,0.0
101,2,37.0,84.0,2.27027027027027,0.06306306306306306,0.3142857142857143,0.10810810810810811,0.125,0.4166666666666667,3.5,3.2570992696222683,1.2162162162162162,2.1630639445707938,4.333333333333334,0.49916860259326,0.75,0.6966197678181836,1.786096256684492,0.7809693806293149,0.0
102,2,37.0,113.0,3.054054054054054,0.08483483483483484,0.3142857142857143,0.13513513513513514,0.20833333333333334,0.4583333333333333,4.708333333333333,4.398410450691661,1.2972972972972974,2.2269284582146343,4.0,0.5567321145536586,0.4583333333333333,0.6218479617269324,1.6120689655172413,0.6210109301048958,0.0
103,2,37.0,90.0,2.4324324324324325,0.06756756756756757,0.3142857142857143,0.21621621621621623,0.3333333333333333,0.4583333333333333,3.75,3.74456127342507,1.3513513513513513,2.2754399504399503,4.222222222222222,0.5389199882620935,0.5416666666666666,0.648159767166757,1.601123595505618,0.6667222093284864,0.0
104,2,37.0,81.0,2.189189189189189,0.060810810810810814,0.3142857142857143,0.02702702702702703,0.16666666666666666,0.5416666666666666,3.375,3.6926778312245694,1.1081081081081081,2.108564950191417,4.147058823529411,0.5084482858617602,0.4166666666666667,0.6816061480591493,1.7413793103448276,0.7424458446045878,0.0
105,2,37.0,61.0,1.6486486486486487,0.0457957957957958,0.3142857142857143,0.1891891891891892,0.2916666666666667,0.5416666666666666,2.5416666666666665,1.864523873636999,1.2702702702702702,2.2627231074599496,4.777777777777778,0.47359320853812903,0.4583333333333333,0.718741814697123,1.7664233576642336,0.7598642847345267,0.0
106,2,37.0,73.0,1.972972972972973,0.054804804804804805,0.3142857142857143,0.16216216216216217,0.25,0.5416666666666666,3.0416666666666665,2.475605620531226,1.3513513513513513,2.3589493892972904,5.243243243243244,0.44990271857731823,0.5,0.8842351376852802,2.1463414634146343,1.0232822912261614,0.0
107,2,37.0,79.0,2.135135135135135,0.05930930930930931,0.3142857142857143,0.16216216216216217,0.125,0.375,3.2916666666666665,2.4579802006254377,1.4594594594594594,2.343704881325974,5.0,0.46874097626519484,0.7083333333333334,0.6709117124718863,2.0047169811320753,0.9312766628871557,0.0
108,2,37.0,86.0,2.324324324324324,0.06456456456456457,0.3142857142857143,0.08108108108108109,0.20833333333333334,0.5416666666666666,3.5833333333333335,3.2291695885914784,1.4864864864864864,2.493002928002928,4.866666666666667,0.5122608756170399,0.6666666666666666,0.8014600225583279,2.0166666666666666,0.914626231667403,0.0
