SLN_ID,Detritus,S,interactions,L_D,C,Basal,Top,Herbiv_true,Herbiv,Carniv,meanInDegree,stdInDegree,mean_longest_chain,max_chain_len,mean_NTP,max_NTP,mean_NTP_norm,TrOmniv,q_inCoherence,diameter,mean_path_len,std_path_len,loop,Modularity
coachella,2,29,262,9.034482759,0.322660099,0.037037037,0,0.076923077,0.076923077,0.153846154,10.07692308,6.105231048,2.172413793,4,3.058938692,3.9,0.784343254,0.923076923,0.823453743,4,1.52739726,0.654453556,0.586206897,0
littlerocklake,1,80,725,9.0625,0.11471519,0.139240506,0.0125,0.147058824,0.455882353,0.338235294,10.66176471,15.9482468,1.6625,5,2.538917387,4.171717172,0.608602473,0.397058824,0.742336797,5,1.90937306,0.985852869,0.225,0
tuesdaylake,0,21,56,2.666666667,0.133333333,0.333333333,0.095238095,0.571428571,0.571428571,0.285714286,4,3.210559501,0.904761905,3,1.98625459,3.684210526,0.539126246,0.428571429,0.537871511,3,1.37804878,0.512564212,0.095238095,0
ythanestuary,1,79,385,4.873417722,0.062479714,0.038461538,0.35443038,0.04,0.36,0.546666667,5.133333333,5.553993774,1.759493671,3,2.729222164,4,0.682305541,0.453333333,0.443835652,3,1.735621521,0.612203453,0,0
