trophospecies_id,n_lumped,sp_name,guild,family,sp_id
1,1,Ceratophysella denticulata,Collembola,Hypogastruridae,4
2,2,Folsomia quadrioculata;Folsomia spinosa,Collembola,Isotomidae,14;15
4,2,Isotomiella minor;Parisotoma notabilis,Collembola,Isotomidae,22;40
5,3,Lepidocyrtus cyaneus;Lepidocyrtus lanuginosus;Lepidocyrtus juv.,Collembola,Entomobryidae,24;25;689
7,1,Lipothrix (Sphyrotheca) lubbocki,Collembola,Sminthuridae,26
8,1,Megalothorax minimus,Collembola,Neelidae,27
9,1,Mesaphorura sp.,Collembola,Tullbergiidae,28
10,1,Micranurida granulata,Collembola,Neanuridae,31
12,3,Protaphorura armata;Protaphorura sp.;Protaphorura quadriocellata,Collembola,Onychiuridae,42;361;362
13,1,Stenaphorura denisi,Collembola,Tullbergiidae,51
14,1,Lithobius crassipes,Chilopoda,Lithobiidae,58
15,1,Lithobius piceus,Chilopoda,Lithobiidae,61
16,1,Lithobius mutabilis,Chilopoda,Lithobiidae,65
17,1,Lithobius sp4,Chilopoda,Lithobiidae,73
18,1,Geophilus ribauti,Chilopoda,Geophilidae,74
19,1,Geophilus electricus,Chilopoda,Geophilidae,76
20,1,Schendyla nemorensis,Chilopoda,Schendylidae,77
21,1,Geophilus flavus,Chilopoda,Geophilidae,78
22,1,Strigamia acuminata,Chilopoda,Dignathodontidae,79
23,1,Malthodes sp. (juv),Coleoptera,Cantharidae,82
24,1,Athous subfuscus (juv) {m},Coleoptera,Elateridae,113
25,1,Athous sp. (juv),Coleoptera,Elateridae,117
26,1,Atheta fungi,Coleoptera,Stapylinidae,133
27,1,Atheta sp. (juv),Coleoptera,Stapylinidae,136
28,1,Habrocerus capillaricornis,Coleoptera,Stapylinidae,142
29,1,Othius sp. (juv),Coleoptera,Stapylinidae,150
30,1,Amaurobius sp (juv),Araneae,Amaurobiidae,164
31,1,Diplocephalus picinus (ad),Araneae,Linyphiidae,172
32,1,Harpactea lepida (juv),Araneae,Dysderidae,176
33,1,Harpactea lepida (ad),Araneae,Dysderidae,177
34,1,Linyphiidae (juv),Araneae,Linyphiidae,178
35,1,Microneta viaria (ad),Araneae,Linyphiidae,180
36,1,Neobisium sp,Pseudoscorpiones,Neobisidae,182
37,1,Robertus lividus (ad),Araneae,Theridiidae,186
38,1,Lysigamasus sp (juv),Mesostigmata,Pergamasinae,201
39,1,Epicrius canestrinii (ad),Mesostigmata,Epicriidae,205
40,1,Leptogamasus suecicus (ad),Mesostigmata,Pergamasinae,216
41,1,Lysigamasus lapponicus (ad),Mesostigmata,Pergamasinae,219
42,1,Macrocheles dentatus (ad),Mesostigmata,Macrochelidae,225
43,1,Pergamasinae (juv) {xs},Mesostigmata,Pergamasinae,234
44,1,Trachytes aegrota (ad),Mesostigmata,Trachytidae,242
45,1,Uropoda cassidea (ad),Mesostigmata,Uropodidae,248
46,1,Veigaia nemorensis (ad),Mesostigmata,Veigaiaidae,263
47,2,Lumbricus sp (juv);Octolasion tyrtaeum (juv) {xxl},Lumbricidae,Lumbricidae,283;748
