trophospecies_id,n_lumped,sp_name,guild,family,sp_id
1,1,Desoria violacea,Collembola,Isotomidae,7
2,1,Deuteraphorura inermis,Collembola,Onychiuridae,8
3,1,Folsomia quadrioculata,Collembola,Isotomidae,14
4,2,Isotomiella minor;Parisotoma notabilis,Collembola,Isotomidae,22;40
5,2,Lepidocyrtus cyaneus;Lepidocyrtus lanuginosus,Collembola,Entomobryidae,24;25
7,1,Megalothorax minimus,Collembola,Neelidae,27
8,1,Mesaphorura sp.,Collembola,Tullbergiidae,28
9,1,Micranurida pygmaea,Collembola,Neanuridae,32
10,1,Micraphorura absoloni,Collembola,Onychiuridae,33
11,1,Orchesella bifasciata,Collembola,Entomobryidae,37
13,1,Protaphorura armata,Collembola,Onychiuridae,42
14,1,Sminthurinus aureus,Collembola,Katiannidae,48
15,1,Lithobius sp4,Chilopoda,Lithobiidae,73
16,1,Geophilus insculptus,Chilopoda,Geophilidae,75
17,1,Scolopendrella sp./subnuda {s},Symphyla,Scolopendrellidae,81
18,1,Malthodes sp. (juv),Coleoptera,Cantharidae,82
19,1,Harpalus sp.,Coleoptera,Carabidae,88
20,1,Notiophilus rufipes (juv),Coleoptera,Carabidae,93
21,1,Athous haemorrhoidalis (juv),Coleoptera,Elateridae,111
22,1,Athous subfuscus (juv) {m},Coleoptera,Elateridae,113
23,1,Dalopius marginatus (juv) {m},Coleoptera,Elateridae,118
24,1,Liodidae sp1,Coleoptera,Liodidae,122
25,1,Atheta fungi,Coleoptera,Stapylinidae,133
26,1,Atheta sp.,Coleoptera,Stapylinidae,135
27,1,Atheta sp. (juv),Coleoptera,Stapylinidae,136
28,1,Geostiba circellaris,Coleoptera,Stapylinidae,140
29,1,Amaurobius sp (juv),Araneae,Amaurobiidae,164
30,1,Diplocephalus picinus (ad),Araneae,Linyphiidae,172
31,1,Hahnia pusilla (juv),Araneae,Hahniidae,174
32,1,Hahnia pusilla (ad),Araneae,Hahniidae,175
33,1,Linyphiidae (juv),Araneae,Linyphiidae,178
34,1,Neobisium sp,Pseudoscorpiones,Neobisidae,182
35,1,Phalangiidae (juv),Opiliones,Phalangiidae,185
36,1,Robertus lividus (ad),Araneae,Theridiidae,186
37,1,Saloca diceros (ad),Araneae,Linyphiidae,188
38,1,Tapinocyba pallens (ad),Araneae,Linyphiidae,190
39,1,Leptogamasus suecicus (ad),Mesostigmata,Pergamasinae,216
40,1,Lysigamasus lapponicus (ad),Mesostigmata,Pergamasinae,219
41,1,Trachytes aegrota (ad),Mesostigmata,Trachytidae,242
42,1,Veigaia cerva (juv),Mesostigmata,Veigaiaidae,258
43,1,Veigaia exigua (ad),Mesostigmata,Veigaiaidae,260
44,1,Veigaia nemorensis (ad),Mesostigmata,Veigaiaidae,263
45,1,Veigaia nemorensis (juv),Mesostigmata,Veigaiaidae,264
46,1,Veigaia sp (juv),Mesostigmata,Veigaiaidae,265
47,1,Zercon cf gurensis sp1 (ad),Mesostigmata,Zerconidae,266
48,1,Zercon sp (juv),Mesostigmata,Zerconidae,268
49,1,Lumbricus terrestris (juv) {xl},Lumbricidae,Lumbricidae,285
50,1,Dendrobaena octaedra (ad),Lumbricidae,Lumbricidae,289
51,1,Achipteria coleoptrata,Oribatida,Achipteriidae,295
52,1,Brachychthoniidae spp.,Oribatida,Brachychthoniidae,302
53,1,Chamobates borealis,Oribatida,Chamobatidae,306
54,2,Chamobates cuspidatus;Chamobates voigtsi,Oribatida,Chamobatidae,307;308
56,1,Dissorhina ornata,Oribatida,Oppiidae,312
57,2,Eulohmannia ribagai;Oribatella calcarata,Oribatida,Eulohmanniidae;Oribatellidae,314;342
58,1,Oribatida juv.,Oribatida,,323
59,1,Nothrus silvestris,Oribatida,Nothridae,335
60,4,Oppiella nova;Oppiella subpectinata;Oppiella obsoleta;Suctobelbella spp.,Oribatida,Oppiidae;Suctobelbidae,338;339;341;625
64,1,Phthiracarus longulus,Oribatida,Phthiracaridae,351
65,1,Quadroppia quadricarinata,Oribatida,Quadroppiidae,357
66,1,Tectocepheus velatus alatus,Oribatida,Tectocepheidae,372
67,3,Porcellio spinicornis;Oniscus asellus;Trachelipus ratzeburgii,Isopoda,Porcellionidae;Oniscidae;Trachelipidae,376;380;912
69,1,Tachypodoiulus niger,Diplopoda,Julidae,399
70,1,plants,Basal,Plants,401
71,1,roots,Basal,Roots,402
72,1,root exudates,Basal,Roots,403
73,1,mykorrhiza,Basal,Fungi,404
74,1,saphrophytes,Basal,Fungi,405
75,1,bacterivor nematodes,Basal,Nematoda,406
76,1,fungivor nematodes,Basal,Nematoda,407
77,1,root feeding nematodes,Basal,Nematoda,408
78,1,predatious nematodes,Basal,Nematoda,409
79,1,omniv. Nematodes,Basal,Nematoda,410
80,1,bacteria,Basal,Bacteria,411
81,3,flagelata;ciliata;amoeba,Basal,Protozoa,412;413;414
84,1,algae,Basal,Algae,415
85,1,enchitraeidae,Enchitraeidae,Enchitraeidae,416
86,1,dead organic matter detritus,Basal detritus,detritus,417
87,1,litter detritus,Basal detritus,detritus,442
88,1,Erigonella hiemalis (ad),Araneae,Linyphiidae,466
89,1,Julidae spec,Diplopoda,Julidae,486
90,1,Pterostichus spec.,Coleoptera,Carabidae,543
92,1,Scutigerella immaculata {s},Symphyla,Scutigerellidae,717
93,1,Elateridae sp1 (juv) {l},Coleoptera,Elateridae,724
94,1,Parasitidae (juv) {s},Mesostigmata,Parasitidae,734
95,1,Pergamasinae (juv) {s},Mesostigmata,Pergamasinae,735
96,1,Trachytes aegrota (juv) {s},Mesostigmata,Trachytidae,737
97,1,Campodea sp {l},Diplura,Campodeidae,749
98,1,Xantholinus sp. (juv),Coleoptera,Stapylinidae,770
99,1,Discus rotundatus juv,Gastropoda,Patulidae,812
100,1,Nesovitrea hammonis,Gastropoda,Oxychilidae,813
101,1,Arion silvaticus,Gastropoda,Arionidae,815
102,1,Limacidae spec,Gastropoda,Limacidae,822
103,1,Aegopinella pura,Gastropoda,Oxychilidae,826
104,2,Aegopinella nitidula;Aegopinella nitidula juv,Gastropoda,Oxychilidae,830;831
106,1,Gastropoda spec juv,Gastropoda,Gastopoda spec,835
107,1,Cepea nemoralis,Gastropoda,Helicidae,844
108,1,Staphylinidae spec,Coleoptera,Stapylinidae,858
109,1,Coleoptera spec,Coleoptera,Coleoptera spec,863
110,1,Carabidae spec juv,Coleoptera,Carabidae,865
111,1,Notiophilus spec,Coleoptera,Carabidae,874
112,1,Cylisticus spec,Isopoda,Cylisticidae,910
113,1,Trichoniscus spec,Isopoda,Trichoniscidae,911
115,1,Glomeris spec,Diplopoda,Glomeridae,920
116,1,Euophrys frontalis,Araneae,Salticidae,936
117,1,Tenuiphantes mengei,Araneae,Linyphiidae,939
118,1,Tenuiphantes tenuis,Araneae,Linyphiidae,940
119,1,Theridiidae juv spec,Araneae,Theridiidae,942
120,1,Salticidae spec juv,Araneae,Salticidae,947
121,1,Walckenaeria atrotibialis,Araneae,Linyphiidae,957
122,1,Dicymbium brevisetosum,Araneae,Linyphiidae,964
123,1,Enoplognatha ovata,Araneae,Theridiidae,965
