trophospecies_id,n_lumped,sp_name,guild,family,sp_id
1,1,Arrhopalites pygmaeus,Collembola,Arrhopalitidae,2
2,1,Ceratophysella denticulata,Collembola,Hypogastruridae,4
3,1,Desoria violacea,Collembola,Isotomidae,7
4,1,Deuteraphorura inermis,Collembola,Onychiuridae,8
5,1,Deuterosminthurus pallipes,Collembola,Bourletiellidae,10
6,1,Folsomia quadrioculata,Collembola,Isotomidae,14
7,2,Isotomiella minor;Parisotoma notabilis,Collembola,Isotomidae,22;40
8,1,Lepidocyrtus lanuginosus,Collembola,Entomobryidae,25
9,1,Megalothorax minimus,Collembola,Neelidae,27
10,2,Mesaphorura sp.;Paratullbergia callipygos,Collembola,Tullbergiidae,28;38
13,1,Protaphorura armata,Collembola,Onychiuridae,42
14,1,Lithobius crassipes,Chilopoda,Lithobiidae,58
15,1,Lithobius cf. crassipes juv,Chilopoda,Lithobiidae,59
16,1,Lithobius dentatus,Chilopoda,Lithobiidae,67
17,1,Lithobius sp1 {s},Chilopoda,Lithobiidae,70
18,1,Lithobius sp4,Chilopoda,Lithobiidae,73
19,1,Geophilus ribauti,Chilopoda,Geophilidae,74
20,1,Geophilus insculptus,Chilopoda,Geophilidae,75
21,1,Strigamia acuminata,Chilopoda,Dignathodontidae,79
22,1,Scutigerella immaculata {xs},Symphyla,Scutigerellidae,80
23,1,Nargus anisotomoides,Coleoptera,Catopidae,101
24,1,Geostiba circellaris,Coleoptera,Stapylinidae,140
25,1,Staphylinidae sp1 (juv),Coleoptera,Stapylinidae,162
26,1,Amaurobius sp (juv),Araneae,Amaurobiidae,164
27,1,Diplocephalus picinus (ad),Araneae,Linyphiidae,172
28,1,Hahnia pusilla (ad),Araneae,Hahniidae,175
29,1,Harpactea lepida (juv),Araneae,Dysderidae,176
30,1,Linyphiidae (juv),Araneae,Linyphiidae,178
31,1,Micrargus herbigradus (ad),Araneae,Linyphiidae,179
32,1,Phalangiidae (juv),Opiliones,Phalangiidae,185
33,1,Robertus lividus (ad),Araneae,Theridiidae,186
34,1,Saloca diceros (ad),Araneae,Linyphiidae,188
35,1,Walckenaeria cucullata (ad),Araneae,Linyphiidae,194
36,1,Vulgarogamasus sp juv,Mesostigmata,Parasitidae,202
37,1,Dinychus perforatus juv,Mesostigmata,Urodinychidae,204
38,1,Epicrius canestrinii (ad),Mesostigmata,Epicriidae,205
39,1,Epicrius sp (juv),Mesostigmata,Epicriidae,207
40,1,Geholaspis mandibularis (ad),Mesostigmata,Macrochelidae,210
41,1,Geholaspis sp (juv),Mesostigmata,Macrochelidae,211
42,1,Holoparasitus stramenti (ad),Mesostigmata,Pergamasinae,212
43,1,Leitneria granulata (juv),Mesostigmata,Halolaelapidae,215
44,1,Lysigamasus lapponicus (ad),Mesostigmata,Pergamasinae,219
45,1,Pachylaelaps longisetosus (ad),Mesostigmata,Pachylaelapidae,228
46,1,Pergamasinae (juv) {xs},Mesostigmata,Pergamasinae,234
47,1,Prozercon fimbriatus (ad),Mesostigmata,Zerconidae,239
48,1,Trachytes aegrota (ad),Mesostigmata,Trachytidae,242
49,1,Trachytes pauperior (juv),Mesostigmata,Trachytidae,245
50,1,Uropoda cassidea (ad),Mesostigmata,Uropodidae,248
51,1,Uropoda cassidea (juv),Mesostigmata,Uropodidae,249
52,1,Uropoda minima (juv),Mesostigmata,Uropodidae,252
53,1,Uropodina (juv),Mesostigmata,Uropodidae,253
54,1,Uroseius cylindricus (juv),Mesostigmata,Polyaspidae,255
55,1,Veigaia exigua (ad),Mesostigmata,Veigaiaidae,260
56,1,Veigaia kochi (juv),Mesostigmata,Veigaiaidae,262
57,1,Veigaia nemorensis (ad),Mesostigmata,Veigaiaidae,263
58,1,Zercon cf gurensis sp1 (ad),Mesostigmata,Zerconidae,266
59,5,Aporrectodea caliginosa (juv) {xl};Aporrectodea rosea (ad);Aporrectodea rosea (juv);Aporrectodea caliginosa (juv) {xxxl};Octolasion tyrtaeum (juv) {xxl},Lumbricidae,Lumbricidae,272;274;275;741;748
62,1,Lumbricus cf rubellus (juv),Lumbricidae,Lumbricidae,282
63,1,Achipteria coleoptrata,Oribatida,Achipteriidae,295
64,1,Atropacarus striculus,Oribatida,Phthiracaridae,298
65,1,Brachychthoniidae spp.,Oribatida,Brachychthoniidae,302
66,1,Ceratozetes gracilis,Oribatida,Ceratozetidae,305
67,1,Chamobates borealis,Oribatida,Chamobatidae,306
