trophospecies_id,n_lumped,sp_name,guild,family,sp_id
1,1,Ceratophysella denticulata,Collembola,Hypogastruridae,4
2,1,Deuteraphorura inermis,Collembola,Onychiuridae,8
3,1,Folsomia quadrioculata,Collembola,Isotomidae,14
4,1,Isotomiella minor,Collembola,Isotomidae,22
5,1,Lipothrix (Sphyrotheca) lubbocki,Collembola,Sminthuridae,26
6,1,Megalothorax minimus,Collembola,Neelidae,27
7,2,Mesaphorura sp.;Mesaphorura macrochaeta,Collembola,Tullbergiidae,28;691
8,2,Micraphorura absoloni;Protaphorura armata,Collembola,Onychiuridae,33;42
9,2,Parisotoma notabilis;Ceratophysella succinea,Collembola,Isotomidae;Hypogastruridae,40;389
11,1,Schendyla nemorensis,Chilopoda,Schendylidae,77
12,2,Tropiphorus sp.;Brachyderinae spec,Coleoptera,Curculionidae,105;871
13,1,Curculionidae (juv),Coleoptera,Curculionidae,106
14,1,Agriotes aterrimus (juv),Coleoptera,Elateridae,108
15,1,Athous subfuscus (juv) {m},Coleoptera,Elateridae,113
16,1,Athous sp. (juv),Coleoptera,Elateridae,117
17,1,Atheta sp.,Coleoptera,Stapylinidae,135
18,1,Atheta sp. (juv),Coleoptera,Stapylinidae,136
19,1,Geostiba circellaris,Coleoptera,Stapylinidae,140
20,1,Othius sp. (juv),Coleoptera,Stapylinidae,150
21,1,Oxypoda annularis,Coleoptera,Stapylinidae,151
22,1,Xantholininae sp1 (juv),Coleoptera,Stapylinidae,161
23,1,Gnaphosidae (juv),Araneae,Gnaphosidae,173
24,1,Linyphiidae (juv),Araneae,Linyphiidae,178
25,1,Microneta viaria (ad),Araneae,Linyphiidae,180
26,1,Neobisium carcinoides (ad),Pseudoscorpiones,Neobisidae,181
27,1,Neobisium sp,Pseudoscorpiones,Neobisidae,182
28,1,Tapinocyba insecta (ad),Araneae,Linyphiidae,189
29,1,Lysigamasus cf conus(ad),Mesostigmata,Pergamasinae,217
30,1,Macrocheles dentatus (ad),Mesostigmata,Macrochelidae,225
31,1,Trachytes aegrota (ad),Mesostigmata,Trachytidae,242
32,1,Trachytes aegrota (juv) {xs},Mesostigmata,Trachytidae,243
33,1,Uropoda minima (ad),Mesostigmata,Uropodidae,251
34,1,Uropoda minima (juv),Mesostigmata,Uropodidae,252
35,1,Veigaia nemorensis (juv),Mesostigmata,Veigaiaidae,264
36,1,Achipteria coleoptrata,Oribatida,Achipteriidae,295
37,3,Berniniella bicarinata;Oppiella nova;Suctobelbella spp.,Oribatida,Oppiidae;Suctobelbidae,300;338;625
38,1,Brachychthoniidae spp.,Oribatida,Brachychthoniidae,302
39,1,Chamobates voigtsi,Oribatida,Chamobatidae,308
40,1,Oribatida juv.,Oribatida,,323
41,1,Microppia minus,Oribatida,Oppiidae,331
42,1,Nanhermannia nana,Oribatida,Nanhermanniidae,332
43,1,Nothrus silvestris,Oribatida,Nothridae,335
45,2,Phthiracarus longulus;Rhysotritia duplicata,Oribatida,Phthiracaridae;Euphthiracaroidae,351;517
46,2,Steganacarus magnus;Chamobates subglobulus,Oribatida,Phthiracaridae;Chamobatidae,365;499
47,1,Tectocepheus velatus alatus,Oribatida,Tectocepheidae,372
49,1,Tachypodoiulus niger,Diplopoda,Julidae,399
50,1,plants,Basal,Plants,401
51,1,roots,Basal,Roots,402
52,1,root exudates,Basal,Roots,403
53,1,mykorrhiza,Basal,Fungi,404
54,1,saphrophytes,Basal,Fungi,405
55,1,bacterivor nematodes,Basal,Nematoda,406
56,1,fungivor nematodes,Basal,Nematoda,407
57,1,root feeding nematodes,Basal,Nematoda,408
58,1,predatious nematodes,Basal,Nematoda,409
59,1,omniv. Nematodes,Basal,Nematoda,410
60,1,bacteria,Basal,Bacteria,411
61,3,flagelata;ciliata;amoeba,Basal,Protozoa,412;413;414
64,1,algae,Basal,Algae,415
65,1,enchitraeidae,Enchitraeidae,Enchitraeidae,416
66,1,dead organic matter detritus,Basal detritus,detritus,417
67,1,Lasioseius lawrencei (ad),Mesostigmata,Podocinidae,423
68,1,Leioseius elongatus (ad),Mesostigmata,Ascidae,424
69,1,Lysigamasus runcatellus (ad),Mesostigmata,Pergamasinae,429
70,1,litter detritus,Basal detritus,detritus,442
71,1,Urodiaspis shcherbakae (ad),Mesostigmata,Urodinychidae,451
72,1,Maro minutus (ad),Araneae,Linyphiidae,467
73,1,Julidae spec,Diplopoda,Julidae,486
75,1,Mesaphorura jarmiliae,Collembola,Tullbergiidae,512
77,1,Agonum sexpunctatum (juv),Coleoptera,Carabidae,538
78,1,Agonum spec. (juv),Coleoptera,Carabidae,539
79,1,Liodidae,Coleoptera,Liodidae,549
80,1,Leucoparyphus sp. (juv),Coleoptera,Stapylinidae,560
83,1,Scolopendrella sp./subnuda {m},Symphyla,Scolopendrellidae,719
84,1,Elateridae sp1 (juv) {l},Coleoptera,Elateridae,724
85,1,Pergamasinae (juv) {s},Mesostigmata,Pergamasinae,735
86,2,Lumbricus rubellus (ad) {xxl};Lumbricus rubellus (juv) {xxl},Lumbricidae,Lumbricidae,743;744
88,1,Linyphiidae cf Erigoniinae (juv) {m},Araneae,Linyphiidae,759
89,1,Xantholinus sp. (juv),Coleoptera,Stapylinidae,770
90,1,Nesovitrea hammonis,Gastropoda,Oxychilidae,813
91,1,Nesovitrea hammonis juv,Gastropoda,Oxychilidae,814
92,1,Staphylinidae spec,Coleoptera,Stapylinidae,858
94,1,Molops piceus,Coleoptera,Carabidae,885
95,1,Chrysomelidae spec juv,Coleoptera,Chrysomeldiae,896
96,1,Chilopoda spec,Chilopoda,Chilopoda spec,921
97,1,Apostenus fuscus,Araneae,Liocranidae,958
98,1,Lycosidae spec juv,Araneae,Lycosidae,973
99,1,Dictynidae spec juv,Araneae,Dictynidae,979
100,1,Xysticus erraticus,Araneae,Thomisidae,980
101,1,Zora spinimana,Araneae,Zordae,981
