trophospecies_id,n_lumped,sp_name,guild,family,sp_id
1,1,Folsomia quadrioculata,Collembola,Isotomidae,14
2,3,Isotomidae;Isotomiella minor;Parisotoma notabilis,Collembola,Isotomidae,21;22;40
4,3,Lepidocyrtus cyaneus;Lepidocyrtus lignorum;Lepidocyrtus juv.,Collembola,Entomobryidae,24;688;689
5,1,Megalothorax minimus,Collembola,Neelidae,27
6,1,Mesaphorura sp.,Collembola,Tullbergiidae,28
8,3,Protaphorura armata;Protaphorura fimata;Protaphorura sp.,Collembola,Onychiuridae,42;360;361
9,3,Sminthurinus aureus;Sminthurinus niger;Arrhophalites sp.,Collembola,Katiannidae;Arrhopalitidae,48;369;676
10,1,Lithobius crassipes,Chilopoda,Lithobiidae,58
11,1,Lithobius sp4,Chilopoda,Lithobiidae,73
12,1,Geophilus ribauti,Chilopoda,Geophilidae,74
13,1,Schendyla nemorensis,Chilopoda,Schendylidae,77
14,1,Geophilus flavus,Chilopoda,Geophilidae,78
15,1,Strigamia acuminata,Chilopoda,Dignathodontidae,79
16,1,Malthodes sp. (juv),Coleoptera,Cantharidae,82
17,1,Rhagonycha lignosa,Coleoptera,Cantharidae,83
18,1,Nargus anisotomoides,Coleoptera,Catopidae,101
19,1,Agriotes sp. (juv),Coleoptera,Elateridae,109
20,1,Athous subfuscus (juv) {m},Coleoptera,Elateridae,113
21,1,Athous sp. (juv),Coleoptera,Elateridae,117
22,1,Dalopius marginatus (juv) {m},Coleoptera,Elateridae,118
23,1,Trimium brevicorne,Coleoptera,Pselaphidae,125
24,1,Acrotrichis sp.,Coleoptera,Ptilidae,126
25,1,Scydmaenidae sp0 {m},Coleoptera,Scydmanidae,128
26,1,Atheta sp.,Coleoptera,Stapylinidae,135
27,1,Tachyusa sp. (juv),Coleoptera,Stapylinidae,158
28,1,Staphylinidae sp1 (juv),Coleoptera,Stapylinidae,162
29,1,Amaurobius sp (juv),Araneae,Amaurobiidae,164
30,1,Diplocephalus picinus (ad),Araneae,Linyphiidae,172
31,1,Hahnia pusilla (juv),Araneae,Hahniidae,174
32,1,Hahnia pusilla (ad),Araneae,Hahniidae,175
33,1,Harpactea lepida (juv),Araneae,Dysderidae,176
34,1,Harpactea lepida (ad),Araneae,Dysderidae,177
35,1,Linyphiidae (juv),Araneae,Linyphiidae,178
36,1,Microneta viaria (ad),Araneae,Linyphiidae,180
37,1,Neobisium carcinoides (ad),Pseudoscorpiones,Neobisidae,181
38,1,Robertus lividus (ad),Araneae,Theridiidae,186
39,1,Saloca diceros (ad),Araneae,Linyphiidae,188
40,1,Leptogamasus sp (juv),Mesostigmata,Pergamasinae,200
41,1,Epicrius canestrinii (ad),Mesostigmata,Epicriidae,205
42,1,Gamasina (juv),Mesostigmata,Gamasina,208
43,1,Geholaspis mandibularis (ad),Mesostigmata,Macrochelidae,210
44,1,Geholaspis sp (juv),Mesostigmata,Macrochelidae,211
45,1,Leitneria granulata (juv),Mesostigmata,Halolaelapidae,215
46,1,Trachytes aegrota (ad),Mesostigmata,Trachytidae,242
47,1,Uropoda athiasae (ad),Mesostigmata,Uropodidae,247
48,1,Uroseius cylindricus (ad),Mesostigmata,Polyaspidae,254
49,1,Uroseius cylindricus (juv),Mesostigmata,Polyaspidae,255
50,1,Veigaia cerva (juv),Mesostigmata,Veigaiaidae,258
51,1,Veigaia nemorensis (ad),Mesostigmata,Veigaiaidae,263
52,1,Veigaia nemorensis (juv),Mesostigmata,Veigaiaidae,264
53,5,Aporrectodea caliginosa (ad);Aporrectodea rosea (ad);Aporrectodea rosea (juv);Octolasion tyrtaeum (ad) {xxl};Aporectodea longa (juv),Lumbricidae,Lumbricidae,271;274;275;286;574
57,1,Octolasion tyrtaeum (juv) {xl},Lumbricidae,Lumbricidae,287
58,1,Atropacarus striculus,Oribatida,Phthiracaridae,298
59,1,Brachychthoniidae spp.,Oribatida,Brachychthoniidae,302
60,1,Ceratozetes gracilis,Oribatida,Ceratozetidae,305
61,1,Chamobates borealis,Oribatida,Chamobatidae,306
62,1,Chamobates voigtsi,Oribatida,Chamobatidae,308
63,1,Damaeus onustus,Oribatida,Damaeidae,310
64,3,Dissorhina ornata;Hypochthonius luteus;Oppiella falcata,Oribatida,Oppiidae;Hypochthoniidae,312;321;337
66,1,Hypochthonius rufulus,Oribatida,Hypochthoniidae,322
67,1,Oribatida juv.,Oribatida,,323
68,1,Microppia minus,Oribatida,Oppiidae,331
70,4,Oppiella nova;Oppiella subpectinata;Berniniella dungeri;Suctobelbella spp.,Oribatida,Oppiidae;Suctobelbidae,338;339;607;625
72,2,Phthiracarus globosus;Phthiracarus lentulus,Oribatida,Phthiracaridae,349;350
74,1,Quadroppia quadricarinata,Oribatida,Quadroppiidae,357
77,1,Steganacarus magnus,Oribatida,Phthiracaridae,365
78,1,Pseudosinella ksenemani,Collembola,Entomobryidae,367
80,1,plants,Basal,Plants,401
81,1,roots,Basal,Roots,402
82,1,root exudates,Basal,Roots,403
83,1,mykorrhiza,Basal,Fungi,404
