trophospecies_id,n_lumped,sp_name,guild,family,sp_id
1,1,Allacma fusca,Collembola,Sminthuridae,1
2,1,Desoria violacea,Collembola,Isotomidae,7
3,1,Entomobrya marginata/lanuginosa,Collembola,Entomobryidae,11
4,3,Folsomia fimetaria;Folsomia litsteri;Folsomia quadrioculata,Collembola,Isotomidae,12;13;14
7,1,Friesea truncata,Collembola,Neanuridae,17
8,2,Isotomiella minor;Parisotoma notabilis,Collembola,Isotomidae,22;40
9,1,Lepidocyrtus lanuginosus,Collembola,Entomobryidae,25
10,1,Megalothorax minimus,Collembola,Neelidae,27
11,2,Mesaphorura sp.;Micranurida granulata,Collembola,Tullbergiidae;Neanuridae,28;31
13,1,Micraphorura absoloni,Collembola,Onychiuridae,33
15,1,Protaphorura armata,Collembola,Onychiuridae,42
16,1,Sminthurinus aureus,Collembola,Katiannidae,48
17,1,Stenaphorura denisi,Collembola,Tullbergiidae,51
18,1,Tomocerus vulgaris,Collembola,Tomoceridae,55
19,1,Lithobius crassipes,Chilopoda,Lithobiidae,58
20,1,Lithobius cf. crassipes juv,Chilopoda,Lithobiidae,59
21,1,Lithobius mutabilis,Chilopoda,Lithobiidae,65
22,1,Lithobius cf. mutabilis juv,Chilopoda,Lithobiidae,66
23,1,Lithobius sp1 {s},Chilopoda,Lithobiidae,70
24,1,Lithobius sp2 {s},Chilopoda,Lithobiidae,71
25,1,Lithobius sp4,Chilopoda,Lithobiidae,73
26,1,Scolopendrella sp./subnuda {s},Symphyla,Scolopendrellidae,81
27,1,Malthodes sp. (juv),Coleoptera,Cantharidae,82
28,1,Agriotes aterrimus (juv),Coleoptera,Elateridae,108
29,2,Athous haemorrhoidalis (juv);Elateridae sp1 (juv) {l},Coleoptera,Elateridae,111;724
30,1,Athous subfuscus (juv) {m},Coleoptera,Elateridae,113
31,1,Athous subfuscus,Coleoptera,Elateridae,114
32,1,Athous sp. (juv),Coleoptera,Elateridae,117
33,1,Aleocharinae sp2,Coleoptera,Stapylinidae,131
34,1,Atheta fungi,Coleoptera,Stapylinidae,133
35,1,Atheta myrmecobia,Coleoptera,Stapylinidae,134
36,1,Geostiba circellaris,Coleoptera,Stapylinidae,140
37,1,Othius sp. (juv),Coleoptera,Stapylinidae,150
38,1,Oxypoda annularis,Coleoptera,Stapylinidae,151
39,1,Xantholinus sp. (juv),Coleoptera,Stapylinidae,160
40,1,Amaurobius sp (juv),Araneae,Amaurobiidae,164
41,1,Diplocephalus picinus (ad),Araneae,Linyphiidae,172
42,1,Hahnia pusilla (juv),Araneae,Hahniidae,174
43,1,Hahnia pusilla (ad),Araneae,Hahniidae,175
44,1,Linyphiidae (juv),Araneae,Linyphiidae,178
45,1,Micrargus herbigradus (ad),Araneae,Linyphiidae,179
46,1,Neobisium sp,Pseudoscorpiones,Neobisidae,182
47,1,Phalangiidae (juv),Opiliones,Phalangiidae,185
48,1,Robertus lividus (ad),Araneae,Theridiidae,186
49,1,Tapinocyba insecta (ad),Araneae,Linyphiidae,189
50,1,Tapinocyba pallens (ad),Araneae,Linyphiidae,190
51,1,Tenuiphantes tenebricola (ad),Araneae,Linyphiidae,191
52,1,Geholaspis mandibularis (ad),Mesostigmata,Macrochelidae,210
53,1,Lysigamasus cf conus(ad),Mesostigmata,Pergamasinae,217
54,1,Lysigamasus lapponicus (ad),Mesostigmata,Pergamasinae,219
55,1,Pergamasinae (juv) {xs},Mesostigmata,Pergamasinae,234
56,1,Prozercon fimbriatus (ad),Mesostigmata,Zerconidae,239
57,1,Trachytes aegrota (ad),Mesostigmata,Trachytidae,242
58,1,Trachytes pauperior (juv),Mesostigmata,Trachytidae,245
59,1,Uropodina (juv),Mesostigmata,Uropodidae,253
60,1,Veigaia cerva (juv),Mesostigmata,Veigaiaidae,258
61,1,Veigaia exigua (ad),Mesostigmata,Veigaiaidae,260
62,1,Veigaia nemorensis (ad),Mesostigmata,Veigaiaidae,263
63,1,Veigaia sp (juv),Mesostigmata,Veigaiaidae,265
64,1,Zercon cf gurensis sp1 (ad),Mesostigmata,Zerconidae,266
65,11,Aporrectodea caliginosa (ad);Aporrectodea caliginosa (juv) {xl};Aporrectodea rosea (ad);Aporrectodea rosea (juv);cf Octolasion sp (juv);Aporrectodea caliginosa (juv) {xxxl};Aporrectodea sp (juv) {xxl};Lumbricus rubellus (ad) {xxl};Lumbricus rubellus (juv) {xxl};Octolasion tyrtaeum (ad) {xxxl};Octolasion tyrtaeum (juv) {xxl},Lumbricidae,Lumbricidae,271;272;274;275;288;741;742;743;744;747;748
70,1,Achipteria coleoptrata,Oribatida,Achipteriidae,295
71,1,Brachychthoniidae spp.,Oribatida,Brachychthoniidae,302
72,1,Chamobates borealis,Oribatida,Chamobatidae,306
73,2,Chamobates cuspidatus;Chamobates voigtsi,Oribatida,Chamobatidae,307;308
75,1,Dissorhina ornata,Oribatida,Oppiidae,312
76,1,Eupelops plicatus,Oribatida,Phenopelopidae,316
77,1,Fosseremus laciniatus,Oribatida,Damaeolidae,318
78,1,Oribatida juv.,Oribatida,,323
79,1,Microppia minus,Oribatida,Oppiidae,331
80,2,Oppiella nova;Suctobelbella spp.,Oribatida,Oppiidae;Suctobelbidae,338;625
81,1,Oppiella subpectinata,Oribatida,Oppiidae,339
82,1,Platynothrus peltifer,Oribatida,Camisiidae,353
83,2,Tectocepheus minor;Tectocepheus velatus alatus,Oribatida,Tectocepheidae,371;372
85,1,Ligidium hypnorum,Isopoda,Ligiidae,379
86,2,Allaiulus nitidus {xl};Porcellio spec,Diplopoda;Isopoda,Julidae;Porcellionidae,383;915
87,1,Polydesmidae,Diplopoda,Polydesmidae,396
88,1,Tachypodoiulus niger,Diplopoda,Julidae,399
89,1,plants,Basal,Plants,401
90,1,roots,Basal,Roots,402
91,1,root exudates,Basal,Roots,403
92,1,mykorrhiza,Basal,Fungi,404
93,1,saphrophytes,Basal,Fungi,405
94,1,bacterivor nematodes,Basal,Nematoda,406
95,1,fungivor nematodes,Basal,Nematoda,407
96,1,root feeding nematodes,Basal,Nematoda,408
97,1,predatious nematodes,Basal,Nematoda,409
98,1,omniv. Nematodes,Basal,Nematoda,410
99,1,bacteria,Basal,Bacteria,411
100,3,flagelata;ciliata;amoeba,Basal,Protozoa,412;413;414
103,1,algae,Basal,Algae,415
104,1,enchitraeidae,Enchitraeidae,Enchitraeidae,416
105,1,dead organic matter detritus,Basal detritus,detritus,417
106,1,litter detritus,Basal detritus,detritus,442
107,1,Julidae spec,Diplopoda,Julidae,486
