SLN_ID,Detritus,S,interactions,L_D,C,Basal,Top,Herbiv_true,Herbiv,Carniv,meanInDegree,stdInDegree,mean_longest_chain,max_chain_len,mean_NTP,max_NTP,mean_NTP_norm,TrOmniv,q_inCoherence,diameter,mean_path_len,std_path_len,loop,Modularity
116_pond,1,7.0,15.0,2.142857142857143,0.35714285714285715,0.0,0.14285714285714285,0.0,0.3333333333333333,0.3333333333333333,2.5,1.378404875209022,1.1428571428571428,2.0,2.3809523809523805,3.25,0.7326007326007324,0.6666666666666666,0.49287247886576135,2.0,1.1764705882352942,0.3929526239966878,0.0,0.0
123_shortgrassprairie,0,106.0,379.0,3.5754716981132075,0.03405211141060198,0.660377358490566,0.19811320754716982,0.5833333333333334,0.5833333333333334,0.0,10.527777777777779,4.462453592306822,0.5471698113207547,3.0,1.4990261245657117,3.5542168674698793,0.4217598926744206,0.4166666666666667,0.5065302219252015,3.0,1.6626794258373205,0.6736046550023741,0.0,0.0
138_treeholesengland,3,7.0,5.0,0.7142857142857143,0.11904761904761904,0.0,0.5714285714285714,0.0,1.0,0.0,1.25,0.5,0.5714285714285714,1.0,1.5714285714285714,2.0,0.7857142857142857,0.0,0.0,1.0,1.0,0.0,0.0,0.0
139_treeholesaustralia,3,11.0,19.0,1.7272727272727273,0.17272727272727273,0.0,0.0,0.0,0.375,0.625,2.375,1.7677669529663689,1.4545454545454546,4.0,2.3922077922077922,4.0,0.5980519480519481,0.25,0.5904640632597326,4.0,1.6111111111111112,0.72811999708752,0.0,0.0
143_stumpholesalabama,3,8.0,8.0,1.0,0.14285714285714285,0.0,0.25,0.0,0.8,0.2,1.6,0.8944271909999159,0.75,2.0,1.8,3.4,0.5294117647058824,0.2,0.4334248987508019,2.0,1.2222222222222223,0.4409585518440984,0.0,0.0
144_treeholesgermany,3,7.0,5.0,0.7142857142857143,0.11904761904761904,0.0,0.5714285714285714,0.0,1.0,0.0,1.25,0.5,0.5714285714285714,1.0,1.5714285714285714,2.0,0.7857142857142857,0.0,0.0,1.0,1.0,0.0,0.0,0.0
151_youngpines,1,11.0,12.0,1.0909090909090908,0.10909090909090909,0.1,0.2727272727272727,0.2222222222222222,0.4444444444444444,0.5555555555555556,1.3333333333333333,0.9999999999999999,1.3636363636363635,3.0,2.409090909090909,4.0,0.6022727272727273,0.1111111111111111,0.33427896171076077,3.0,1.64,0.7,0.0,0.0
152_mistletoe,0,14.0,17.0,1.2142857142857142,0.09340659340659341,0.07142857142857142,0.5,0.07692307692307693,0.07692307692307693,0.8461538461538461,1.3076923076923077,0.6304251719561151,2.142857142857143,3.0,3.2142857142857144,4.0,0.8035714285714286,0.0,0.5,3.0,1.6571428571428573,0.7252933338781401,0.0,0.0
180_rottingoak1yr,1,21.0,29.0,1.380952380952381,0.06904761904761905,0.05,0.38095238095238093,0.10526315789473684,0.15789473684210525,0.7368421052631579,1.5263157894736843,1.0733344230135038,1.9047619047619047,3.0,2.9396825396825395,4.5,0.6532627865961199,0.2631578947368421,0.5325091127085801,3.0,1.7538461538461538,0.7506407519323332,0.09523809523809523,0.0
181_rottingoak3yr,1,21.0,26.0,1.2380952380952381,0.06190476190476191,0.1,0.42857142857142855,0.1111111111111111,0.2777777777777778,0.5555555555555556,1.4444444444444444,0.7838233761296741,1.4285714285714286,3.0,2.511904761904762,4.0,0.6279761904761905,0.2777777777777778,0.326402300142725,3.0,1.4545454545454546,0.5888319322161996,0.0,0.0
182_rottingpine1yr,2,36.0,51.0,1.4166666666666667,0.04047619047619048,0.029411764705882353,0.4166666666666667,0.24242424242424243,0.36363636363636365,0.6060606060606061,1.5454545454545454,1.1205720941473678,1.6944444444444444,3.0,2.6599206349206352,4.0,0.6649801587301588,0.18181818181818182,0.3257718865094517,3.0,1.606060606060606,0.6971982094269895,0.0,0.0
183_rottingpine3yr,1,13.0,15.0,1.1538461538461537,0.09615384615384616,0.0,0.5384615384615384,0.0,0.25,0.5,1.25,0.45226701686664544,1.4615384615384615,3.0,2.576923076923077,4.0,0.6442307692307693,0.25,0.37161167647860327,3.0,1.4166666666666667,0.5835920751217649,0.0,0.0
203_thermalspringyellowstone,0,10.0,16.0,1.6,0.17777777777777778,0.1,0.4,0.5555555555555556,0.5555555555555556,0.4444444444444444,1.7777777777777777,0.9718253158075502,1.3,2.0,2.3,3.0,0.7666666666666666,0.0,0.0,2.0,1.2,0.41039134083406165,0.0,0.0
22_bearisland,0,28.0,59.0,2.107142857142857,0.07804232804232804,0.21428571428571427,0.21428571428571427,0.45454545454545453,0.45454545454545453,0.18181818181818182,2.6818181818181817,2.0790648913660252,1.25,3.0,2.1948554421768707,3.7142857142857144,0.590922619047619,0.5,0.5442058862876613,3.0,1.5614035087719298,0.638514422388562,0.0,0.0
27_wythamwood,1,22.0,39.0,1.7727272727272727,0.08441558441558442,0.14285714285714285,0.2727272727272727,0.2222222222222222,0.3333333333333333,0.5,2.1666666666666665,1.5048939771136507,1.5454545454545454,3.0,2.5045454545454544,4.0,0.6261363636363636,0.3888888888888889,0.4187934923130715,3.0,1.5975609756097562,0.6257786477574637,0.0,0.0
