trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,Deuteraphorura inermis,Collembola,1,3,8,2.75,2.0,1.4210526315789473,11.571428571428571,2.7178746498599438,1.4715738718508722,35.29914596273292
2,Folsomia quadrioculata,Collembola,1,1,12,2.0,1.0,1.4210526315789473,81.0,2.7178746498599438,1.4715738718508722,35.29914596273292
3,Isotomiella minor,Collembola,1,4,11,3.2857142857142856,2.0,1.396551724137931,8.1,2.7178746498599438,1.4715738718508722,35.29914596273292
4,Lepidocyrtus lanuginosus;Lepidocyrtus lignorum;Lepidocyrtus juv.,Collembola,3,1,11,2.0,1.0,1.5,81.0,2.7178746498599438,1.4715738718508722,35.29914596273292
5,Parisotoma notabilis,Collembola,1,4,10,3.2857142857142856,2.0,1.3728813559322033,8.1,2.7178746498599438,1.4715738718508722,35.29914596273292
6,Lithobius sp4,Chilopoda,1,43,7,4.064039408866995,3.0,4.764705882352941,0.7297297297297297,4.065014628291365,5.757352941176471,0.7264720077220077
7,Notiophilus rufipes (juv),Coleoptera,1,26,9,4.136363636363637,4.0,6.75,0.5510204081632653,3.1369401324443706,4.243262128510716,29.682553432443655
8,Agriotes aterrimus (juv),Coleoptera,1,1,8,2.0,1.0,5.4,81.0,3.1369401324443706,4.243262128510716,29.682553432443655
9,Athous sp. (juv),Coleoptera,1,1,20,2.0,1.0,3.6818181818181817,81.0,3.1369401324443706,4.243262128510716,29.682553432443655
10,Dalopius marginatus (juv) {m},Coleoptera,1,1,25,2.0,1.0,3.0,81.0,3.1369401324443706,4.243262128510716,29.682553432443655
11,Aleocharinae sp1 (juv),Coleoptera,1,2,22,3.0,2.0,3.375,10.125,3.1369401324443706,4.243262128510716,29.682553432443655
12,Habrocerus capillaricornis,Coleoptera,1,23,20,4.0,2.0,3.857142857142857,1.125,3.1369401324443706,4.243262128510716,29.682553432443655
13,Othius sp. (juv),Coleoptera,1,29,11,4.065693430656934,3.0,6.75,0.9310344827586207,3.1369401324443706,4.243262128510716,29.682553432443655
14,Oxypoda annularis,Coleoptera,1,23,21,4.0,2.0,3.6818181818181817,1.1911764705882353,3.1369401324443706,4.243262128510716,29.682553432443655
15,Quedius sp. (juv),Coleoptera,1,30,13,4.084507042253521,3.0,5.785714285714286,0.9878048780487805,3.1369401324443706,4.243262128510716,29.682553432443655
16,Tachyusa sp. (juv),Coleoptera,1,26,25,3.9009009009009006,2.0,3.1153846153846154,1.528301886792453,3.1369401324443706,4.243262128510716,29.682553432443655
17,Xantholininae sp1 (juv),Coleoptera,1,26,18,3.9655172413793105,3.0,4.2631578947368425,1.0657894736842106,3.1369401324443706,4.243262128510716,29.682553432443655
18,Amaurobius sp (juv),Araneae,1,32,5,4.121794871794872,3.0,4.764705882352941,0.648,4.0886170370435595,4.888732271564753,0.8277151339709339
19,Diplocephalus picinus (ad),Araneae,1,21,15,4.089108910891089,3.0,4.764705882352941,0.9204545454545454,4.0886170370435595,4.888732271564753,0.8277151339709339
20,Linyphiidae (juv),Araneae,1,21,21,3.9893617021276597,3.0,3.5217391304347827,1.125,4.0886170370435595,4.888732271564753,0.8277151339709339
21,Microneta viaria (ad),Araneae,1,23,13,4.132743362831858,3.0,5.4,0.9,4.0886170370435595,4.888732271564753,0.8277151339709339
22,Neobisium sp,Pseudoscorpiones,1,21,17,4.089108910891089,3.0,4.5,0.9310344827586207,4.089108910891089,4.5,0.9310344827586207
23,Robertus lividus (ad),Araneae,1,30,6,4.12751677852349,3.0,5.0625,0.6377952755905512,4.0886170370435595,4.888732271564753,0.8277151339709339
24,Tapinocyba insecta (ad),Araneae,1,19,18,4.0344827586206895,3.0,4.05,0.9878048780487805,4.0886170370435595,4.888732271564753,0.8277151339709339
25,Hypoaspis aculeifer (ad),Mesostigmata,1,25,23,3.876190476190476,2.0,2.4545454545454546,1.7608695652173914,3.7404443575299444,2.021947248116702,2.5836215678962544
26,Macrocheles cf opacus aciculatus (ad),Mesostigmata,1,6,22,3.5238095238095237,2.0,2.7,3.375,3.7404443575299444,2.021947248116702,2.5836215678962544
27,Pergamasinae (juv) {xs},Mesostigmata,1,10,11,3.7777777777777777,2.0,1.4727272727272727,2.793103448275862,3.7404443575299444,2.021947248116702,2.5836215678962544
28,Trachytes aegrota (ad),Mesostigmata,1,5,21,3.5882352941176467,2.0,2.25,3.5217391304347827,3.7404443575299444,2.021947248116702,2.5836215678962544
29,Uropoda minima (ad),Mesostigmata,1,5,8,3.5882352941176467,2.0,1.528301886792453,3.5217391304347827,3.7404443575299444,2.021947248116702,2.5836215678962544
30,Uropoda minima (juv),Mesostigmata,1,5,9,3.5882352941176467,2.0,1.4464285714285714,3.5217391304347827,3.7404443575299444,2.021947248116702,2.5836215678962544
31,Veigaia nemorensis (ad),Mesostigmata,1,26,23,3.8828828828828827,2.0,2.7,1.7234042553191489,3.7404443575299444,2.021947248116702,2.5836215678962544
32,Veigaia sp (juv),Mesostigmata,1,9,12,3.7333333333333334,2.0,1.4464285714285714,2.892857142857143,3.7404443575299444,2.021947248116702,2.5836215678962544
33,Dendrobaena octaedra (ad),Lumbricidae,1,3,1,3.25,3.0,81.0,8.1,3.25,81.0,8.1
34,Achipteria coleoptrata,Oribatida,1,1,2,2.0,1.0,3.6818181818181817,81.0,2.948544973544973,2.1883116883116878,15.926948051948052
35,Chamobates cuspidatus;Chamobates voigtsi,Oribatida,2,2,0,3.0,2.0,0.0,10.125,2.948544973544973,2.1883116883116878,15.926948051948052
37,Damaeus riparius;Rhysotritia duplicata,Oribatida,2,3,2,2.75,2.0,3.6818181818181817,11.571428571428571,2.948544973544973,2.1883116883116878,15.926948051948052
38,Oribatida juv.,Oribatida,1,9,5,3.4,2.0,1.2857142857142858,3.857142857142857,2.948544973544973,2.1883116883116878,15.926948051948052
39,Microppia minus,Oribatida,1,7,0,3.5,2.0,0.0,3.857142857142857,2.948544973544973,2.1883116883116878,15.926948051948052
40,Nanhermannia nana,Oribatida,1,3,2,3.0,2.0,3.6818181818181817,9.0,2.948544973544973,2.1883116883116878,15.926948051948052
41,Oppiella nova;Suctobelbella spp.,Oribatida,2,8,0,3.458333333333333,2.0,0.0,3.6818181818181817,2.948544973544973,2.1883116883116878,15.926948051948052
