web_id,n_lumped
AEW1,11
AEW11,12
AEW17,15
AEW18,9
AEW2,15
AEW25,11
AEW27,12
AEW3,10
AEW30,11
AEW4,13
AEW49,11
AEW5,12
AEW6,13
AEW7,11
AEW8,14
AEW9,11
HEW1,10
HEW10,10
HEW11,13
HEW12,12
HEW13,13
HEW16,10
HEW17,11
HEW2,9
HEW21,12
HEW22,11
HEW3,8
HEW36,10
HEW4,12
HEW47,12
HEW5,13
HEW6,9
SEW1,13
SEW18,8
SEW2,13
SEW3,5
SEW35,9
SEW36,6
SEW37,6
SEW4,9
SEW41,6
SEW43,4
SEW48,7
SEW5,7
SEW6,12
SEW7,10
SEW8,6
SEW9,5
