trophospecies_id,sp_name,guild,n_lumped
1,Allacma fusca,Collembola,1
2,Folsomia quadrioculata,Collembola,1
3,Isotomiella minor,Collembola,1
4,Lepidocyrtus lanuginosus;Entomobrya cf. multifasciata;Entomobryidae juv.,Collembola,3
5,Megalothorax minimus,Collembola,1
6,Mesaphorura sp.,Collembola,1
7,Micranurida pygmaea,Collembola,1
8,Parisotoma notabilis,Collembola,1
9,Lithobius sp4,Chilopoda,1
10,Scolopendrella sp./subnuda {s},Symphyla,1
11,Notiophilus biguttatus,Coleoptera,1
12,Agriotes aterrimus (juv),Coleoptera,1
13,Agriotes sp. (juv),Coleoptera,1
14,Dalopius marginatus (juv) {m},Coleoptera,1
15,Atheta sp. (juv),Coleoptera,1
16,Geostiba circellaris,Coleoptera,1
17,Othius sp. (juv),Coleoptera,1
18,Gnaphosidae (juv),Araneae,1
19,Linyphiidae (juv),Araneae,1
20,Microneta viaria (ad),Araneae,1
21,Neobisium carcinoides (ad),Pseudoscorpiones,1
22,Neobisium sp,Pseudoscorpiones,1
23,Phalangiidae (juv),Opiliones,1
24,Robertus lividus (ad),Araneae,1
25,Tapinocyba insecta (ad),Araneae,1
26,Arctoseius magnanalis (ad),Mesostigmata,1
27,Hypoaspis aculeifer (ad),Mesostigmata,1
28,Leitneria granulata (juv),Mesostigmata,1
29,Macrocheles cf opacus aciculatus (ad),Mesostigmata,1
30,Pachylaelaps longisetosus (ad);Macrocheles opacus (ad),Mesostigmata,2
31,Pergamasinae (juv) {xs},Mesostigmata,1
32,Trachytes aegrota (ad),Mesostigmata,1
33,Uropoda minima (ad),Mesostigmata,1
34,Uropoda minima (juv),Mesostigmata,1
35,Veigaia nemorensis (ad),Mesostigmata,1
36,Veigaia nemorensis (juv),Mesostigmata,1
37,Zercon cf gurensis sp1 (ad),Mesostigmata,1
38,Dendrobaena octaedra (ad);Dendrobaena octaedra (juv),Lumbricidae,2
40,Dendrodrilus rubidus (juv),Lumbricidae,1
41,Achipteria coleoptrata,Oribatida,1
42,Brachychthoniidae spp.;Micreremus gracilior,Oribatida,2
43,Chamobates voigtsi,Oribatida,1
44,Oribatida juv.,Oribatida,1
45,Metabelba pulverosa,Oribatida,1
46,Microppia minus,Oribatida,1
47,Nothrus silvestris,Oribatida,1
48,Oppiella nova;Oppiella marginedentata;Suctobelbella spp.,Oribatida,3
50,Phthiracarus lentulus;Phthiracarus longulus;Rhysotritia duplicata,Oribatida,3
52,Protaphorura sp.,Collembola,1
53,Steganacarus magnus,Oribatida,1
54,Tectocepheus velatus alatus,Oribatida,1
55,plants,Basal,1
56,roots,Basal,1
57,root exudates,Basal,1
58,mykorrhiza,Basal,1
59,saphrophytes,Basal,1
60,bacterivor nematodes,Basal,1
61,fungivor nematodes,Basal,1
62,root feeding nematodes,Basal,1
63,predatious nematodes,Basal,1
64,omniv. Nematodes,Basal,1
65,bacteria,Basal,1
66,flagelata;ciliata;amoeba,Basal,3
69,algae,Basal,1
70,enchitraeidae,Basal,1
71,dead organic matter detritus,Basal detritus,1
72,Hypoaspis aculeifer (juv),Mesostigmata,1
73,Lasioseius lawrencei (ad),Mesostigmata,1
74,Leptogamasus sp (ad),Mesostigmata,1
75,Lysigamasus runcatellus (ad),Mesostigmata,1
76,Lysigamasus sp (ad),Mesostigmata,1
78,Pergamasus norvegicus (ad),Mesostigmata,1
80,litter detritus,Basal detritus,1
81,Veigaia planicola (ad),Mesostigmata,1
82,Veigaia planicola (juv),Mesostigmata,1
83,Leitneria granulata (ad),Mesostigmata,1
84,Tapinocyba praecox (ad),Araneae,1
85,Tenuiphantes flavipes (ad),Araneae,1
86,Macrargus rufus (ad),Araneae,1
87,Polydesmus complanatus,Diplopoda,1
88,Polyxenus lagurus,Diplopoda,1
89,Trachelipus rathkei,Isopoda,1
90,Carabodes ornatus,Oribatida,1
93,Xenillus tegeocranus,Oribatida,1
94,Cryptops hortensis,Chilopoda,1
95,Lithobius calcaratus,Chilopoda,1
96,Lithobius cf. mutabilis,Chilopoda,1
97,Cossoninae,Coleoptera,1
98,Leptacinus sp. (juv),Coleoptera,1
99,Oxypoda sp.,Coleoptera,1
100,Velleius sp. (juv),Coleoptera,1
103,Lithobius curtipes {m},Chilopoda,1
104,Dalopius marginatus (juv) {l},Coleoptera,1
105,Parasitidae (juv) {s},Mesostigmata,1
106,Trachytes aegrota (juv) {s},Mesostigmata,1
107,Lumbricus rubellus (juv) {xxl},Lumbricidae,1
108,Campodea sp {l},Diplura,1
109,Linyphiidae cf Erigoniinae (juv) {m},Araneae,1
110,Staphylinidae sp1 (juv),Coleoptera,1
111,Discus rotundatus juv,Gastropoda,1
112,Nesovitrea hammonis juv,Gastropoda,1
113,Staphylinidae spec,Coleoptera,1
114,Coleoptera spec,Coleoptera,1
115,Brachyderinae spec,Coleoptera,1
116,Synuchus nivalis,Coleoptera,1
117,Chilopoda spec,Chilopoda,1
118,Theridiidae juv spec,Araneae,1
