trophospecies_id,sp_name,guild,n_lumped
1,Arrhopalites pygmaeus,Collembola,1
2,Ceratophysella denticulata,Collembola,1
3,Desoria violacea,Collembola,1
4,Deuteraphorura inermis,Collembola,1
5,Deuterosminthurus pallipes,Collembola,1
6,Folsomia quadrioculata,Collembola,1
7,Isotomiella minor;Parisotoma notabilis,Collembola,2
8,Lepidocyrtus lanuginosus,Collembola,1
9,Megalothorax minimus,Collembola,1
10,Mesaphorura sp.;Paratullbergia callipygos,Collembola,2
13,Protaphorura armata,Collembola,1
14,Lithobius crassipes,Chilopoda,1
15,Lithobius cf. crassipes juv,Chilopoda,1
16,Lithobius dentatus,Chilopoda,1
17,Lithobius sp1 {s},Chilopoda,1
18,Lithobius sp4,Chilopoda,1
19,Geophilus ribauti,Chilopoda,1
20,Geophilus insculptus,Chilopoda,1
21,Strigamia acuminata,Chilopoda,1
22,Scutigerella immaculata {xs},Symphyla,1
23,Nargus anisotomoides,Coleoptera,1
24,Geostiba circellaris,Coleoptera,1
25,Staphylinidae sp1 (juv),Coleoptera,1
26,Amaurobius sp (juv),Araneae,1
27,Diplocephalus picinus (ad),Araneae,1
28,Hahnia pusilla (ad),Araneae,1
29,Harpactea lepida (juv),Araneae,1
30,Linyphiidae (juv),Araneae,1
31,Micrargus herbigradus (ad),Araneae,1
32,Phalangiidae (juv),Opiliones,1
33,Robertus lividus (ad),Araneae,1
34,Saloca diceros (ad),Araneae,1
35,Walckenaeria cucullata (ad),Araneae,1
36,Vulgarogamasus sp juv,Mesostigmata,1
37,Dinychus perforatus juv,Mesostigmata,1
38,Epicrius canestrinii (ad),Mesostigmata,1
39,Epicrius sp (juv),Mesostigmata,1
40,Geholaspis mandibularis (ad),Mesostigmata,1
41,Geholaspis sp (juv),Mesostigmata,1
42,Holoparasitus stramenti (ad),Mesostigmata,1
43,Leitneria granulata (juv),Mesostigmata,1
44,Lysigamasus lapponicus (ad),Mesostigmata,1
45,Pachylaelaps longisetosus (ad),Mesostigmata,1
46,Pergamasinae (juv) {xs},Mesostigmata,1
47,Prozercon fimbriatus (ad),Mesostigmata,1
48,Trachytes aegrota (ad),Mesostigmata,1
49,Trachytes pauperior (juv),Mesostigmata,1
50,Uropoda cassidea (ad),Mesostigmata,1
51,Uropoda cassidea (juv),Mesostigmata,1
52,Uropoda minima (juv),Mesostigmata,1
53,Uropodina (juv),Mesostigmata,1
54,Uroseius cylindricus (juv),Mesostigmata,1
55,Veigaia exigua (ad),Mesostigmata,1
56,Veigaia kochi (juv),Mesostigmata,1
57,Veigaia nemorensis (ad),Mesostigmata,1
58,Zercon cf gurensis sp1 (ad),Mesostigmata,1
59,Aporrectodea caliginosa (juv) {xl};Aporrectodea rosea (ad);Aporrectodea rosea (juv);Aporrectodea caliginosa (juv) {xxxl};Octolasion tyrtaeum (juv) {xxl},Lumbricidae,5
62,Lumbricus cf rubellus (juv),Lumbricidae,1
63,Achipteria coleoptrata,Oribatida,1
64,Atropacarus striculus,Oribatida,1
65,Brachychthoniidae spp.,Oribatida,1
66,Ceratozetes gracilis,Oribatida,1
67,Chamobates borealis,Oribatida,1
68,Chamobates voigtsi,Oribatida,1
69,Damaeus riparius;Phthiracarus compressus,Oribatida,2
70,Dissorhina ornata;Hypochthonius rufulus,Oribatida,2
71,Eulohmannia ribagai,Oribatida,1
73,Oribatida juv.,Oribatida,1
74,Liebstadia similis,Oribatida,1
75,Microppia minus;Oppiella falcata,Oribatida,2
76,Nothrus palustris,Oribatida,1
78,Oppiella nova;Oppiella marginedentata;Suctobelba altvateri;Suctobelbella spp.,Oribatida,4
79,Oppiella subpectinata;Oppiella obsoleta,Oribatida,2
83,Quadroppia quadricarinata,Oribatida,1
84,Pseudosinella alba,Collembola,1
85,Steganacarus magnus,Oribatida,1
87,Ligidium hypnorum,Isopoda,1
88,plants,Basal,1
89,roots,Basal,1
90,root exudates,Basal,1
91,mykorrhiza,Basal,1
92,saphrophytes,Basal,1
93,bacterivor nematodes,Basal,1
94,fungivor nematodes,Basal,1
95,root feeding nematodes,Basal,1
96,predatious nematodes,Basal,1
97,omniv. Nematodes,Basal,1
98,bacteria,Basal,1
99,flagelata;ciliata;amoeba,Basal,3
102,algae,Basal,1
103,enchitraeidae,Basal,1
104,dead organic matter detritus,Basal detritus,1
105,litter detritus,Basal detritus,1
106,Julidae spec,Diplopoda,1
107,Trogulus sp juv,Opiliones,1
109,Lithobius sp2 {l},Chilopoda,1
110,Athous subfuscus (juv) {l},Coleoptera,1
111,Elateridae sp1 (juv) {l},Coleoptera,1
112,Trachytes aegrota (juv) {s},Mesostigmata,1
113,Trachytes pauperior (ad) {s},Mesostigmata,1
116,Trichoniscus pusillus {m},Isopoda,1
117,Chordeumatidae juv {m},Diplopoda,1
118,Discus rotundatus,Gastropoda,1
119,Discus rotundatus juv,Gastropoda,1
120,Nesovitrea hammonis,Gastropoda,1
121,Arion silvaticus;Arionidae spec,Gastropoda,2
122,Trichia striolata juv,Gastropoda,1
123,Monachoides incarnatus,Gastropoda,1
124,Euconulus fulvus,Gastropoda,1
