trophospecies_id,sp_name,guild,n_lumped
1,Desoria violacea,Collembola,1
2,Deuteraphorura inermis,Collembola,1
3,Entomobrya marginata/lanuginosa;Folsomia quadrioculata;Tomocerus minutus,Collembola,3
5,Isotomiella minor;Ceratophysella succinea,Collembola,2
6,Lepidocyrtus lanuginosus,Collembola,1
7,Lipothrix (Sphyrotheca) lubbocki,Collembola,1
8,Megalothorax minimus,Collembola,1
9,Mesaphorura sp.;Mesaphorura macrochaeta;Neanura muscorum,Collembola,3
10,Micranurida pygmaea,Collembola,1
11,Micraphorura absoloni,Collembola,1
12,Parisotoma notabilis,Collembola,1
13,Protaphorura armata,Collembola,1
14,Sminthurinus aureus,Collembola,1
15,Tomocerus flavescens,Collembola,1
17,Notiophilus rufipes (juv),Coleoptera,1
18,Agriotes aterrimus (juv),Coleoptera,1
19,Agriotes sp. (juv),Coleoptera,1
20,Athous sp. (juv),Coleoptera,1
21,Dalopius marginatus (juv) {m},Coleoptera,1
22,Acrotona sylvicola,Coleoptera,1
23,Atheta fungi,Coleoptera,1
24,Atheta sp.,Coleoptera,1
25,Atheta sp. (juv),Coleoptera,1
26,Geostiba circellaris,Coleoptera,1
27,Othius sp. (juv),Coleoptera,1
28,Staphylinidae sp1 (juv),Coleoptera,1
29,Linyphiidae (juv),Araneae,1
30,Tapinocyba insecta (ad),Araneae,1
31,Lysigamasus cf conus(ad),Mesostigmata,1
32,Lysigamasus vagabundus (ad),Mesostigmata,1
33,Trachytes aegrota (ad),Mesostigmata,1
34,Trachytes aegrota (juv) {xs},Mesostigmata,1
35,Uropoda minima (ad),Mesostigmata,1
36,Uropoda minima (juv),Mesostigmata,1
37,Veigaia nemorensis (ad),Mesostigmata,1
38,Veigaia nemorensis (juv),Mesostigmata,1
39,Zercon cf gurensis sp1 (ad),Mesostigmata,1
40,Zercon sp (juv),Mesostigmata,1
41,Achipteria coleoptrata,Oribatida,1
42,Brachychthoniidae spp.,Oribatida,1
43,Damaeus riparius;Phthiracarus lentulus;Phthiracarus longulus;Phthiracarus affinis;Rhysotritia duplicata,Oribatida,5
44,Oribatida juv.,Oribatida,1
45,Metabelba pulverosa,Oribatida,1
46,Microppia minus,Oribatida,1
47,Nanhermannia nana,Oribatida,1
48,Nothrus silvestris,Oribatida,1
49,Oppiella nova;Suctobelbella spp.,Oribatida,2
52,Platynothrus peltifer,Oribatida,1
53,Ballistura cf. hankoi,Collembola,1
54,Pseudosinella alba,Collembola,1
55,Tectocepheus velatus alatus,Oribatida,1
57,plants,Basal,1
58,roots,Basal,1
59,root exudates,Basal,1
60,mykorrhiza,Basal,1
61,saphrophytes,Basal,1
62,bacterivor nematodes,Basal,1
63,fungivor nematodes,Basal,1
64,root feeding nematodes,Basal,1
65,predatious nematodes,Basal,1
66,omniv. Nematodes,Basal,1
67,bacteria,Basal,1
68,flagelata;ciliata;amoeba,Basal,3
71,algae,Basal,1
72,enchitraeidae,Basal,1
73,dead organic matter detritus,Basal detritus,1
74,Lysigamasus sp (ad),Mesostigmata,1
75,Entomobrya corticalis,Collembola,1
76,Pergamasus norvegicus (ad),Mesostigmata,1
77,litter detritus,Basal detritus,1
78,Vulgarogamasus kraepelini (ad),Mesostigmata,1
79,Platybunus sp.,Opiliones,1
80,Chamobates pusillus,Oribatida,1
83,Cryptops hortensis,Chilopoda,1
84,Agriotinae sp1 (juv),Coleoptera,1
85,Leptacinus sp. (juv),Coleoptera,1
89,Athous subfuscus (juv) {l},Coleoptera,1
90,Elateridae sp1 (juv) {l},Coleoptera,1
91,Pergamasinae (juv) {s},Mesostigmata,1
92,Pergamasus sp (juv) {m},Mesostigmata,1
93,Lumbricus rubellus (ad) {xxl};Lumbricus rubellus (juv) {xxl},Lumbricidae,2
95,Campodea sp {l},Diplura,1
96,Linyphiidae cf Erigoniinae (juv) {m},Araneae,1
97,Staphylinidae spec,Coleoptera,1
98,Nitidulidae spec,Coleoptera,1
99,Theridiidae juv spec,Araneae,1
100,Araneidae spec juv,Araneae,1
101,Lycosidae spec juv,Araneae,1
