SLN_ID,Detritus,S,interactions,L_D,C,Basal,Top,Herbiv,Carniv,meanInDegree,stdInDegree,mean_longest_chain,mean_NTP,max_NTP,mean_NTP_norm,TrOmniv,q_inCoherence,mean_path_len,std_path_len,Modularity
AEW1,2,121.0,1839.0,15.198347107438016,0.12665289256198348,0.03361344537815126,0.03305785123966942,0.17391304347826086,0.6,15.991304347826087,17.56566410077618,2.28099173553719,3.112394975817975,3.9447852760736195,0.7889897061560341,0.7478260869565218,0.7053181915103194,1.6767054528861511,0.6881157881593188,0.0
AEW11,2,120.0,1864.0,15.533333333333333,0.13053221288515407,0.03389830508474576,0.008333333333333333,0.14035087719298245,0.6491228070175439,16.350877192982455,17.567056082358082,2.6166666666666667,3.188711584206141,4.0,0.7971778960515352,0.7719298245614035,0.6155991281898947,1.7792972859246792,0.893236234562547,0.0
AEW17,2,145.0,2864.0,19.751724137931035,0.1371647509578544,0.03496503496503497,0.041379310344827586,0.18115942028985507,0.3695652173913043,20.753623188405797,23.070761220060234,2.510344827586207,3.1241512504466136,3.9111111111111114,0.7987886719891909,0.7463768115942029,0.7089634396750379,1.8464833494541937,0.9478119897368014,0.0
AEW18,2,111.0,1608.0,14.486486486486486,0.1316953316953317,0.045871559633027525,0.0,0.14423076923076922,0.4519230769230769,15.461538461538462,16.144326652017725,2.2612612612612613,3.120642754714425,3.9220779220779223,0.7956605699106315,0.7596153846153846,0.7120443148444197,1.7637758660776564,0.7489521796661793,0.0
AEW2,2,153.0,3345.0,21.862745098039216,0.14383384932920537,0.026490066225165563,0.006535947712418301,0.17687074829931973,0.6326530612244898,22.755102040816325,25.61639881354223,2.6209150326797386,3.1753568718965393,3.9763313609467454,0.7985644514144571,0.7346938775510204,0.6798478401692102,1.8857686815802,1.0687615875352907,0.0
AEW25,2,123.0,1854.0,15.073170731707316,0.12355057976809276,0.03305785123966942,0.008130081300813009,0.15384615384615385,0.6324786324786325,15.846153846153847,16.327792777228872,2.3983739837398375,3.177696823176598,4.018181818181818,0.7908295261299227,0.7692307692307693,0.6639839187415731,1.7960188356164384,0.8711221315080322,0.0
AEW27,2,120.0,1345.0,11.208333333333334,0.09418767507002801,0.0423728813559322,0.0,0.2831858407079646,0.34513274336283184,11.902654867256636,15.062349348250704,2.0083333333333333,2.926141827541739,4.108695652173913,0.7121826670207407,0.6283185840707964,0.7757721866070575,1.715923172242875,0.7694390337743496,0.0
AEW3,2,122.0,1844.0,15.114754098360656,0.12491532312694757,0.03333333333333333,0.01639344262295082,0.19827586206896552,0.5603448275862069,15.89655172413793,17.11819744185033,2.0327868852459017,3.0884236736729833,3.9617486338797816,0.779560734182284,0.7241379310344828,0.6999935564002808,1.6301401869158878,0.5911855300091756,0.0
AEW30,2,114.0,1422.0,12.473684210526315,0.1103865859338612,0.044642857142857144,0.06140350877192982,0.16822429906542055,0.3364485981308411,13.289719626168225,14.25840324609302,2.1228070175438596,3.064080153299769,3.896551724137931,0.7863568535017106,0.7289719626168224,0.7139804320037897,1.6692260442260443,0.6794676803291028,0.0
AEW4,2,125.0,1838.0,14.704,0.11858064516129033,0.04065040650406504,0.072,0.1440677966101695,0.3813559322033898,15.576271186440678,16.848448040152743,2.696,3.126445742504858,3.9333333333333336,0.7948590870775062,0.7542372881355932,0.6887716638218352,1.894705532421178,1.0286541888531202,0.0
