sp_name,guild,guild_1,guild_2,sp_id,higher_taxon,certainty,habitat,animal,original_sp_id
Fulgoridae (gen. et sp. indet.),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),277,Hemiptera,3,1,1,278
Cercopidae (gen. indet.,herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),278,Hemiptera,3,1,1,279
Cicadidae gen. et sp. indet.),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),279,Hemiptera,3,1,1,280
Cf. Membracidae (gen. et sp. indet.),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),280,Hemiptera,3,1,1,281
Cf. Ricaniidae (gen. et sp. indet.),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),281,Hemiptera,3,1,1,282
Flatidae (gen. et sp. indet.),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),282,Hemiptera,3,1,1,283
Dictyopharidae (Dictyopharinae gen. et sp. indet),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),283,Hemiptera,3,1,1,284
Cyndidae (Cydnopsis meunieri),herbivore (RF) herbivore (RF),herbivore (RF),herbivore (RF),284,Hemiptera,3,1,1,285
Cyndidae (Cydnopsis nana),herbivore (RF) herbivore (RF),herbivore (RF),herbivore (RF),285,Hemiptera,3,1,1,286
Lygaeidae (gen. et sp. indet.),herbivore (P&S) herbivore (SP),herbivore (P&S),herbivore (SP),286,Hemiptera,3,1,1,287
Miridae (gen. et sp. indet.),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),287,Hemiptera,3,1,1,288
Tingidae (Lutetiacader petrefactus),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),288,Hemiptera,3,1,1,289
Tingidae (Exmesselensis disspinosus),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),289,Hemiptera,3,1,1,290
Tingidae (Chorotingioites priscus),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),290,Hemiptera,3,1,1,291
Tingidae (Oblongomorpha lutetia and DT199,herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),291,Hemiptera,3,1,1,292
Pentatomidae (gen. et sp. indet.),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),292,Hemiptera,3,1,1,293
Reduviidae (Amphibolus disponsi),insectivore insectivore,insectivore,insectivore,293,Hemiptera,3,1,1,294
Gerridae (Gerris sp.),insectivore insectivore,insectivore,insectivore,294,Hemiptera,3,2,1,295
Gerridae (Cylindrobates messelensis),insectivore insectivore,insectivore,insectivore,295,Hemiptera,3,2,1,296
Notonectidae (gen. et sp. indet.),insectivore herbivore (P&S),insectivore,herbivore (P&S),296,Hemiptera,3,2,1,297
Fam. indet.,herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),297,Thysanoptera,3,1,1,298
Mantispidae (Symphrasites eocenicus),parasitoid insectivore,parasitoid,insectivore,298,Neuroptera,3,1,1,299
Cupedidae (Tenomerga messelense),herbivore (WB) nonfeeding,herbivore (WB),nonfeeding,299,Coleoptera,3,1,1,300
Carabidae (?Harpalus sp.),insectivore insectivore,insectivore,insectivore,300,Coleoptera,3,1,1,301
Carabidae (?Scarites sp.),insectivore insectivore,insectivore,insectivore,301,Coleoptera,3,1,1,302
Staphylinidae (gen. indet.),insectivore fungivore,insectivore,fungivore,302,Coleoptera,3,1,1,303
Hydrophilidae (Eubrianax),detritivore omnivore,detritivore,omnivore,303,Coleoptera,3,2,1,304
Dytiscidae (gen. et sp. indet.),insectivore predator,insectivore,predator,304,Coleoptera,3,2,1,305
Histeridae (cf. Dendrophilus),insectivore insectivore,insectivore,insectivore,305,Coleoptera,3,1,1,306
Polyphaga (fam. indet. and DT219,herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),306,Coleoptera,2,1,1,307
Polyphaga (fam. indet. and DT09),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),307,Coleoptera,2,1,1,308
Buprestidae (Psiloptera transversovittata),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),308,Coleoptera,3,1,1,309
Buprestidae (Psiloptera weigelti),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),309,Coleoptera,3,1,1,310
Buprestidae (Psiloptera sp. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),310,Coleoptera,3,1,1,311
Buprestidae (?Psiloptera sp. 2),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),311,Coleoptera,3,1,1,312
Buprestidae (?Psiloptera sp. 3),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),312,Coleoptera,3,1,1,313
Buprestidae (?Psiloptera sp. 4),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),313,Coleoptera,3,1,1,314
Buprestidae (Touzalinia/Psiloptera gen. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),314,Coleoptera,3,1,1,315
Buprestidae (Psilopterini and gen. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),315,Coleoptera,3,1,1,316
Buprestidae (Psiloptera/Dicercomorpha gen. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),316,Coleoptera,3,1,1,317
Buprestidae (Psiloptera/Diceromorpha gen. 2),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),317,Coleoptera,3,1,1,318
Buprestidae (Psiloptera/Diceromorpha gen. 3),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),318,Coleoptera,3,1,1,319
Buprestidae (Touzalinia/Diceromorpha gen. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),319,Coleoptera,3,1,1,320
Buprestidae (Touzalinia/Diceromorpha gen. 2),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),320,Coleoptera,3,1,1,321
Buprestidae (Psiloptera/Dicera gen. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),321,Coleoptera,3,1,1,322
Buprestidae (Psiloptera/Dicera gen. 2),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),322,Coleoptera,3,1,1,323
Buprestidae (Psilopterini/Dicerini gen. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),323,Coleoptera,3,1,1,324
Buprestidae (Psilopterini/Dicerini gen. 2),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),324,Coleoptera,3,1,1,325
Buprestidae (Dicerca? ),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),325,Coleoptera,3,1,1,326
Buprestidae (Eurythyrea? ),herbivore herbivore (PO),herbivore,herbivore (PO),326,Coleoptera,3,1,1,327
Buprestidae (Eurythyrea? bilyi),herbivore herbivore (PO),herbivore,herbivore (PO),327,Coleoptera,3,1,1,328
Buprestidae (Anthaxini?),herbivore herbivore (PO),herbivore,herbivore (PO),328,Coleoptera,3,1,1,329
Buprestidae (Anthaxia?),herbivore herbivore (PO),herbivore,herbivore (PO),329,Coleoptera,3,1,1,330
Buprestidae (Coroebini? gen. 1),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),330,Coleoptera,3,1,1,331
Buprestidae (Coroebini? gen. 2),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),331,Coleoptera,3,1,1,332
Buprestidae (Coroebini? gen. 3),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),332,Coleoptera,3,1,1,333
Buprestidae (Coroebini? gen. 4),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),333,Coleoptera,3,1,1,334
Buprestidae (Coroebini? gen. 5),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),334,Coleoptera,3,1,1,335
Buprestidae (Coroebini? gen. 6),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),335,Coleoptera,3,1,1,336
Buprestidae (Coroebini? gen. 7),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),336,Coleoptera,3,1,1,337
Buprestidae (Coroebini? gen. 8),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),337,Coleoptera,3,1,1,338
Buprestidae (Coroebini? gen. 9),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),338,Coleoptera,3,1,1,339
Buprestidae (Agrilini? gen. 1),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),339,Coleoptera,3,1,1,340
Buprestidae (Agrilini? gen. 2),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),340,Coleoptera,3,1,1,341
Buprestidae (Agrilinae gen. 1),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),341,Coleoptera,3,1,1,342
Buprestidae (Agrilinae gen. 2),herbivore (GA) herbivore (PO),herbivore (GA),herbivore (PO),342,Coleoptera,3,1,1,343
Buprestidae (Agrilinae gen. 3),herbivore (GA) herbivore (PO),herbivore (GA),herbivore (PO),343,Coleoptera,3,1,1,344
Buprestidae (Agrilinae gen. 4),herbivore (GA) herbivore (PO),herbivore (GA),herbivore (PO),344,Coleoptera,3,1,1,345
Buprestidae (Agrilinae gen. 5),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),345,Coleoptera,3,1,1,346
Buprestidae (Agrilinae gen. 6),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),346,Coleoptera,3,1,1,347
Buprestidae (Agrilinae gen. 7),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),347,Coleoptera,3,1,1,348
Throscidae (gen. et sp. indet.),fungivore herbivore (PO),fungivore,herbivore (PO),348,Coleoptera,3,1,1,349
Eucnemidae (gen. et sp. indet.),fungivore detritivore,fungivore,detritivore,349,Coleoptera,3,1,1,350
Elateridae (Agrypnus? sp. 1),herbivore (RF) omnivore,herbivore (RF),omnivore,350,Coleoptera,3,1,1,351
Elateridae (Agrypnus? sp. 2),herbivore (RF) omnivore,herbivore (RF),omnivore,351,Coleoptera,3,1,1,352
Elateridae (Agrypnus? sp. 3),herbivore (RF) omnivore,herbivore (RF),omnivore,352,Coleoptera,3,1,1,353
Elateridae (Agrypnus? sp. 4),herbivore (RF) omnivore,herbivore (RF),omnivore,353,Coleoptera,3,1,1,354
Elateridae (Agrypnus? aff. ?costipennis),herbivore (RF) omnivore,herbivore (RF),omnivore,354,Coleoptera,3,1,1,355
Elateridae (Agrypnus sp. 5),insectivore omnivore,insectivore,omnivore,355,Coleoptera,3,1,1,356
Elateridae (Agrypnus? sp. 6),insectivore omnivore,insectivore,omnivore,356,Coleoptera,3,1,1,357
Elateridae (Agrypnus? sp. 7),insectivore omnivore,insectivore,omnivore,357,Coleoptera,3,1,1,358
Elateridae (Agrypnus? sp. 8),insectivore omnivore,insectivore,omnivore,358,Coleoptera,3,1,1,359
Elateridae (Agrypnus? sp. 9),insectivore omnivore,insectivore,omnivore,359,Coleoptera,3,1,1,360
Elateridae (Lacon? sp. 1),insectivore omnivore,insectivore,omnivore,360,Coleoptera,3,1,1,361
Elateridae (Group 1),insectivore omnivore,insectivore,omnivore,361,Coleoptera,3,1,1,362
Elateridae (Group 2),insectivore omnivore,insectivore,omnivore,362,Coleoptera,3,1,1,363
Elateridae (Group 3),herbivore (SP) omnivore,herbivore (SP),omnivore,363,Coleoptera,3,1,1,364
Elateridae (Group 4),herbivore (SP) omnivore,herbivore (SP),omnivore,364,Coleoptera,3,1,1,365
Elateridae (Group 5),herbivore (RF) omnivore,herbivore (RF),omnivore,365,Coleoptera,3,1,1,366
Elateridae (Group 6),herbivore (RF) omnivore,herbivore (RF),omnivore,366,Coleoptera,3,1,1,367
Elateridae (Group 7),herbivore (RF) omnivore,herbivore (RF),omnivore,367,Coleoptera,3,1,1,368
Elateridae (Group 8),insectivore omnivore,insectivore,omnivore,368,Coleoptera,3,1,1,369
Elateridae (Group 9),insectivore omnivore,insectivore,omnivore,369,Coleoptera,3,1,1,370
Elateridae (Group 10),insectivore omnivore,insectivore,omnivore,370,Coleoptera,3,1,1,371
Elateridae (Group 11),insectivore omnivore,insectivore,omnivore,371,Coleoptera,3,1,1,372
Elateridae (Group 12),insectivore omnivore,insectivore,omnivore,372,Coleoptera,3,1,1,373
Elateridae (Group 13),insectivore omnivore,insectivore,omnivore,373,Coleoptera,3,1,1,374
Elateridae (Group 14),insectivore herbivore (SFF),insectivore,herbivore (SFF),374,Coleoptera,3,1,1,375
Elateridae (Macropunctum angulosum),herbivore (RF) omnivore,herbivore (RF),omnivore,375,Coleoptera,3,1,1,376
Elateridae (Macropunctum meuneri),herbivore (RF) omnivore,herbivore (RF),omnivore,376,Coleoptera,3,1,1,377
Elateridae (Macropunctum promptum),herbivore (RF) omnivore,herbivore (RF),omnivore,377,Coleoptera,3,1,1,378
Elateridae (Macropunctum messelensis),herbivore (RF) omnivore,herbivore (RF),omnivore,378,Coleoptera,3,1,1,379
Elateridae (Macropunctum eocaenicum),herbivore (RF) omnivore,herbivore (RF),omnivore,379,Coleoptera,3,1,1,380
Elateridae (Macropunctum senckenbergi),herbivore (RF) omnivore,herbivore (RF),omnivore,380,Coleoptera,3,1,1,381
Elateridae (Macropunctum latiscutellum),herbivore (RF) omnivore,herbivore (RF),omnivore,381,Coleoptera,3,1,1,382
Elateridae (Macropunctum angustiscutellum),herbivore (RF) omnivore,herbivore (RF),omnivore,382,Coleoptera,3,1,1,383
Elateridae (Macropunctum rebugense),herbivore (RF) omnivore,herbivore (RF),omnivore,383,Coleoptera,3,1,1,384
Elateridae (Lanelater verae),herbivore (RF) omnivore,herbivore (RF),omnivore,384,Coleoptera,3,1,1,385
Elateridae (Lanelater sp. 1),herbivore (RF) omnivore,herbivore (RF),omnivore,385,Coleoptera,3,1,1,386
Elateridae (Lanelater sp. 2),herbivore (RF) omnivore,herbivore (RF),omnivore,386,Coleoptera,3,1,1,387
Elateridae (Lanelater sp. 3),herbivore (RF) omnivore,herbivore (RF),omnivore,387,Coleoptera,3,1,1,388
Cantharoidea (gen. et sp. indet.),insectivore insectivore,insectivore,insectivore,388,Coleoptera,3,1,1,389
Elateridae ('Ancyclochira' agilis),insectivore detritivore,insectivore,detritivore,389,Coleoptera,3,1,1,390
Tenebrionidae (Ceropria? messelense),fungivore omnivore,fungivore,omnivore,390,Coleoptera,3,1,1,391
Tenebrionidae (gen. et sp. indet.),detritivore herbivore (EFF),detritivore,herbivore (EFF),391,Coleoptera,3,1,1,392
Lucanidae (Protognathinus spielbergi),detritivore herbivore (SFF),detritivore,herbivore (SFF),392,Coleoptera,3,1,1,393
Scarabaeidae (Gymnopleurus eocaenicus),detritivore herbivore (PO),detritivore,herbivore (PO),393,Coleoptera,3,1,1,394
Scarabaeidae (?Geotrupes messelensis),detritivore herbivore (SFF),detritivore,herbivore (SFF),394,Coleoptera,3,1,1,395
Scarabaeidae (?Geotrupes sp.),detritivore herbivore (SFF),detritivore,herbivore (SFF),395,Coleoptera,3,1,1,396
Scarabaeidae (?Onthophagus sp.),detritivore herbivore (SFF),detritivore,herbivore (SFF),396,Coleoptera,3,1,1,397
Scarabaeidae (?Onitis sp.),detritivore herbivore (SFF),detritivore,herbivore (SFF),397,Coleoptera,3,1,1,398
Dascillidae (Eubrianax sp.),herbivore (RF) nonfeeding,herbivore (RF),nonfeeding,398,Coleoptera,3,1,1,399
Colydiidae cf. Orthocerus,fungivore herbivore (EFF),fungivore,herbivore (EFF),399,Coleoptera,3,1,1,400
Ptinidae (gen. et sp. indet.),detritivore detritivore,detritivore,detritivore,400,Coleoptera,3,1,1,401
Trogossitidae (Trogossita eocaenica),insectivore insectivore,insectivore,insectivore,401,Coleoptera,3,1,1,402
Oedemeridae (gen. et sp. indet.),detritivore herbivore (SFF),detritivore,herbivore (SFF),402,Coleoptera,3,1,1,403
Phytophaga' (fam. indet. 1 and DT08),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),403,Coleoptera,1,1,1,404
Phytophaga' (fam. indet. 2 and DT15),herbivore (EFF) herbivore (SP),herbivore (EFF),herbivore (SP),404,Coleoptera,1,1,1,405
Phytophaga' (fam. indet. 3 and DT30),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),405,Coleoptera,2,1,1,406
Phytophaga' (fam. indet. 3 and DT63),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),406,Coleoptera,2,1,1,407
Phytophaga' (fam. indet. 4 and DT216),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),407,Coleoptera,2,1,1,408
Phytophaga' (fam. indet. 5 and DT143),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),408,Coleoptera,2,1,1,409
Phytophaga' (fam.indet. 6 and DT211,herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),409,Coleoptera,2,1,1,410
Phytophaga' (fam. indet. 7 and DT207),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),410,Coleoptera,2,1,1,411
Phytophaga' (fam. indet. 8 and DT220),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),411,Coleoptera,2,1,1,412
Phytophaga' (fam. indet. 9 and DT137),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),412,Coleoptera,2,1,1,413
Phytophaga' (fam. indet 10 and DT12),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),413,Coleoptera,1,1,1,414
Phytophaga' (fam. indet. 11 and DT14),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),414,Coleoptera,1,1,1,415
Phytophaga' (fam. indet. 11 and DT13),herbivore (EFF) herbivore (PO),herbivore (EFF),herbivore (PO),415,Coleoptera,1,1,1,416
Cerambycidae (Lamiinae),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),416,Coleoptera,3,1,1,417
Cerambycidae (Prioninae),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),417,Coleoptera,3,1,1,418
Cerambycidae (gen. et sp. indet. and DT212,herbivore (WB) herbivore (EFF),herbivore (WB),herbivore (EFF),418,Coleoptera,3,1,1,419
Chrysomelidae (Sagra sp.),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),419,Coleoptera,3,1,1,420
Chrysomelidae (Lina sp. and DT57),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),420,Coleoptera,3,1,1,421
Chrysomelidae (gen. et sp. indet. and DT08),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),421,Coleoptera,2,1,1,422
Chrysomelidae (Cassidinae indet. 1 and DT203 ),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),422,Coleoptera,3,1,1,423
Chrysomelidae (Cassidinae indet. 2 and DT192),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),423,Coleoptera,3,1,1,424
Chrysomelidae (gen. et sp. indet. and DT193,herbivore (LM) herbivore (EFF),herbivore (LM),herbivore (EFF),424,Coleoptera,3,1,1,425
Chrysomelidae (Bruchinae indet.),herbivore (SP) omnivore,herbivore (SP),omnivore,425,Coleoptera,3,1,1,426
cf. Brenthidae,herbivore (WB) herbivore (EFF),herbivore (WB),herbivore (EFF),426,Coleoptera,3,1,1,427
Apionidae (gen. et sp. indet.),herbivore (SP) herbivore (EFF),herbivore (SP),herbivore (EFF),427,Coleoptera,3,1,1,428
Curculionidae (gen. et sp. indet. 1),herbivore herbivore (EFF),herbivore,herbivore (EFF),428,Coleoptera,3,1,1,429
Curculionidae (gen. et sp. indet. 2 and DT74),herbivore (SP) herbivore (SP),herbivore (SP),herbivore (SP),429,Coleoptera,3,1,1,430
Curculionidae (gen. et sp. indet. 3 and DT07),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),430,Coleoptera,2,1,1,431
Curculionidae (aff. Balaninus and DT167),herbivore (SP) herbivore (SP),herbivore (SP),herbivore (SP),431,Coleoptera,3,1,1,432
Fam. indet. (DT195),herbivore (LM) insectivore,herbivore (LM),insectivore,432,Coleoptera,2,1,1,433
Fam. indet. (DT29),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),433,Coleoptera,2,1,1,434
Myrmecolacidae (Stichotrema sp.),parasitoid nonfeeding,parasitoid,nonfeeding,434,Strepsiptera,2,1,1,435
Fam. indet.,detritivore detritivore,detritivore,detritivore,435,Mecoptera,3,1,1,436
Tipulidae (gen. et sp. indet.),detritivore herbivore (SFF),detritivore,herbivore (SFF),436,Diptera,3,3,1,437
Limoniidae (gen. et sp. indet.),detritivore nonfeeding,detritivore,nonfeeding,437,Diptera,3,3,1,438
Chaoboridae (gen. indet. and larva),detritivore parasite,detritivore,parasite,438,Diptera,2,3,1,439
Chironomidae (gen. et sp. indet.),detritivore parasite,detritivore,parasite,439,Diptera,2,3,1,440
Culicidae (gen. et sp. indet.),detritivore parasite,detritivore,parasite,440,Diptera,3,3,1,441
Cecidomyiidae (gen. et sp. indet. 1 and DT80,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),441,Diptera,2,1,1,442
Cecidomyiidae (gen. et sp. indet. 2 and DT188,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),442,Diptera,2,1,1,443
Cecidomyiidae (gen. et sp. indet. 3 and DT11 and DT197,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),443,Diptera,3,1,1,444
Cecidomyiidae (gen. et sp. indet. 4 and DT83),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),444,Diptera,3,1,1,445
Cecidomyiidae (gen. et sp. indet. 5 and DT84),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),445,Diptera,2,1,1,446
Cecidomyiidae (gen. et sp. indet. 6 and DT215),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),446,Diptera,3,1,1,447
Cecidomyiidae (gen. et sp. indet. 7 and DT213,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),447,Diptera,3,1,1,448
Cecidomyiidae (gen. et sp. indet. 8 and DT149,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),448,Diptera,3,1,1,449
Cecidomyiidae (gen. et sp. indet. 9 and DT218),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),449,Diptera,3,1,1,450
Cecidomyiidae (gen. et sp. indet. 10 and DT217,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),450,Diptera,3,1,1,451
Cecidomyiidae (gen. et sp. indet. 11 and DT34),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),451,Diptera,2,1,1,452
Cecidomyiidae (gen. et sp. indet. 12 and DT145,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),452,Diptera,3,1,1,453
Cecidomyiidae (Asphondyliini and DT163 and DT206,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),453,Diptera,2,1,1,454
Cecidomyiidae (gen et sp. indet. 13 and DT204),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),454,Diptera,3,1,1,455
Cecidomyiidae (Cecidomyia sp. and DT49),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),455,Diptera,2,1,1,456
Cecidomyiidae (Dasyneura sp. and DT85),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),456,Diptera,2,1,1,457
Cecidomyiidae (gen. et sp. indet and DT33),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),457,Diptera,3,1,1,458
Nemestrinidae (cf. Hirmoneura sp.),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),458,Diptera,3,1,1,459
Tabanidae (gen. et sp. indet.),detritivore parasite,detritivore,parasite,459,Diptera,3,1,1,460
Stratiomyiidae (gen. et sp. indet.),detritivore herbivore (SFF),detritivore,herbivore (SFF),460,Diptera,3,1,1,461
Athericidae (gen. et sp. indet.),insectivore parasite,insectivore,parasite,461,Diptera,3,1,1,462
Asilidae (gen. et sp. indet.),insectivore insectivore,insectivore,insectivore,462,Diptera,3,1,1,463
Syrphidae (gen. et sp. indet.),fungivore herbivore (PO),fungivore,herbivore (PO),463,Diptera,3,3,1,464
Brachycera (fam. indet.),parasitoid parasite,parasitoid,parasite,464,Diptera,3,1,1,465
Tephritidae (gen. et sp. indet and DT117),herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),465,Diptera,3,1,1,466
Agromyzidae (gen. et sp. indet. and DT185,herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),466,Diptera,2,1,1,467
Agromyzidae (gen. et sp. indet. and DT109),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),467,Diptera,2,1,1,468
Cecidomyiidae (gen. et sp. indet. DT80,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),468,Diptera,2,1,1,469
Tenthredinoidea (fam. indet. and DT78),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),469,Hymenoptera,3,1,1,470
Tenthredinidae (gen. et sp. indet. and DT187),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),470,Hymenoptera,3,1,1,471
Torymidae (gen. et sp. indet. 1 and DT62),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),471,Hymenoptera,3,1,1,472
Torymidae (gen. sp. indet. 2 and DT213,parasitoid herbivore (SFF),parasitoid,herbivore (SFF),472,Hymenoptera,3,1,1,473
Eulophidae (gen. et sp. indet. and DT189),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),473,Hymenoptera,2,1,1,474
Eucharitidae (gen. et sp. indet. and DT83),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),474,Hymenoptera,3,1,1,475
Chalcididae (Chalcidinae),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),475,Hymenoptera,3,1,1,476
Proctotrupoidea (fam. indet.),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),476,Hymenoptera,3,1,1,477
Ichneumonidae (gen. et sp. indet.),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),477,Hymenoptera,3,1,1,478
Braconidae (gen. et sp. indet.),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),478,Hymenoptera,3,1,1,479
Cynipidae (gen. et sp. indet. and DT209,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),479,Hymenoptera,1,1,1,480
Cynipidae (gen. et sp. indet. 2 and DT186,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),480,Hymenoptera,3,1,1,481
Formicidae (Dolichoderinae),insectivore insectivore,insectivore,insectivore,481,Hymenoptera,3,1,1,482
Formicidae (Formicinae),insectivore insectivore,insectivore,insectivore,482,Hymenoptera,3,1,1,483
Formicidae (Formicium giganteum),insectivore insectivore,insectivore,insectivore,483,Hymenoptera,3,1,1,484
Formicidae (Formicium simillimum),insectivore insectivore,insectivore,insectivore,484,Hymenoptera,3,1,1,485
Formicidae (Myrmiciinae),insectivore insectivore,insectivore,insectivore,485,Hymenoptera,3,1,1,486
Formicidae (Ponerinae),insectivore insectivore,insectivore,insectivore,486,Hymenoptera,3,1,1,487
Formicidae (cf. Attini and DT214,fungivore predator,fungivore,predator,487,Hymenoptera,3,1,1,488
Pompilidae (gen. et sp. indet.),parasitoid insectivore,parasitoid,insectivore,488,Hymenoptera,3,1,1,489
Scoliidae (gen. et sp. indet.),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),489,Hymenoptera,3,1,1,490
Tiphiidae (gen. et sp. indet.),parasitoid omnivore,parasitoid,omnivore,490,Hymenoptera,3,1,1,491
Sphecidae (gen. et sp. indet.),parasitoid insectivore,parasitoid,insectivore,491,Hymenoptera,3,1,1,492
