sp_name,guild,family,sp_id
Folsomia quadrioculata,Collembola,Isotomidae,14
Folsomia spinosa,Collembola,Isotomidae,15
Isotomiella minor,Collembola,Isotomidae,22
Lepidocyrtus cyaneus,Collembola,Entomobryidae,24
Mesaphorura sp.,Collembola,Tullbergiidae,28
Parisotoma notabilis,Collembola,Isotomidae,40
Sminthurinus aureus,Collembola,Katiannidae,48
Stenaphorura denisi,Collembola,Tullbergiidae,51
Lithobius sp. juv {m},Chilopoda,Lithobiidae,69
Lithobius sp4,Chilopoda,Lithobiidae,73
Geophilus ribauti,Chilopoda,Geophilidae,74
Geophilus electricus,Chilopoda,Geophilidae,76
Schendyla nemorensis,Chilopoda,Schendylidae,77
Strigamia acuminata,Chilopoda,Dignathodontidae,79
Scolopendrella sp./subnuda {s},Symphyla,Scolopendrellidae,81
Malthodes sp. (juv),Coleoptera,Cantharidae,82
Pterostichus longicollis,Coleoptera,Carabidae,96
Nargus anisotomoides,Coleoptera,Catopidae,101
Agriotes aterrimus (juv),Coleoptera,Elateridae,108
Athous subfuscus (juv) {m},Coleoptera,Elateridae,113
Dalopius marginatus (juv) {m},Coleoptera,Elateridae,118
Acrotrichis sp.,Coleoptera,Ptilidae,126
Aleocharinae sp1 (juv),Coleoptera,Stapylinidae,130
Othius punctulatus,Coleoptera,Stapylinidae,148
Amaurobius sp (juv),Araneae,Amaurobiidae,164
Diplocephalus latifrons (ad),Araneae,Linyphiidae,171
Diplocephalus picinus (ad),Araneae,Linyphiidae,172
Hahnia pusilla (juv),Araneae,Hahniidae,174
Harpactea lepida (juv),Araneae,Dysderidae,176
Linyphiidae (juv),Araneae,Linyphiidae,178
Neobisium sp,Pseudoscorpiones,Neobisidae,182
Phalangiidae (juv),Opiliones,Phalangiidae,185
Robertus lividus (ad),Araneae,Theridiidae,186
Saloca diceros (ad),Araneae,Linyphiidae,188
Tapinocyba insecta (ad),Araneae,Linyphiidae,189
Tapinocyba pallens (ad),Araneae,Linyphiidae,190
Geholaspis sp (juv),Mesostigmata,Macrochelidae,211
