sp_name,guild,family,sp_id
Discus rotundatus,Gastropoda,Patulidae,811
Discus rotundatus juv,Gastropoda,Patulidae,812
Arion silvaticus,Gastropoda,Arionidae,815
Trichia striolata,Gastropoda,Helicidae,816
Trichia striolata juv,Gastropoda,Helicidae,817
Helicidae spec juv,Gastropoda,Helicidae,825
Aegopinella pura,Gastropoda,Oxychilidae,826
Phyllobius callacartus,Coleoptera,Curculionidae,854
Staphylinidae spec,Coleoptera,Stapylinidae,858
Carabidae spec juv,Coleoptera,Carabidae,865
Trichoniscus spec,Isopoda,Trichoniscidae,911
Porcellio conspersum,Isopoda,Porcellionidae,917
Glomeris spec,Diplopoda,Glomeridae,920
Agelenidae spec juv,Araneae,Agelenidae,932
Harpactea lepida (juv),Araneae,Dysderidae,933
Harpactea lepida (ad),Araneae,Dysderidae,934
Theridiidae juv spec,Araneae,Theridiidae,942
Metellina segmentata,Araneae,Tetragnathidae,948
