trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,guild_ntp,sp_closeness,guild_closeness,sp_out_closeness,sp_in_closeness,guild_out_closeness,guild_in_closeness
1,1,terrestrial detritus,1,0,22,1.0,0.0,1.0,0.0,0.0,1.2352941176470589,0.0,1.2352941176470589,0.0
2,2,land plants,1,0,6,1.0,0.0,1.0,0.0,0.0,1.75,0.0,1.9513641514184992,0.0
3,3,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.9513641514184992,0.0
4,4,land plants,1,0,5,1.0,0.0,1.0,0.0,0.0,2.1,0.0,1.9513641514184992,0.0
5,5,land plants,1,0,6,1.0,0.0,1.0,0.0,0.0,1.826086956521739,0.0,1.9513641514184992,0.0
6,6,land plants,1,0,6,1.0,0.0,1.0,0.0,0.0,2.27027027027027,0.0,1.9513641514184992,0.0
7,7,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,1.7142857142857142,0.0,1.9513641514184992,0.0
8,8,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,1.68,0.0,1.9513641514184992,0.0
9,9,land plants,1,0,9,1.0,0.0,1.0,0.0,0.0,2.27027027027027,0.0,1.9513641514184992,0.0
10,10,terrestrial heterotroph microbes,1,1,2,2.0,1.0,2.0,0.0,0.0,3.8181818181818183,0.0,7.909090909090909,0.0
11,11,terrestrial heterotroph microbes,1,1,2,2.0,1.0,2.0,0.0,0.0,12.0,0.0,7.909090909090909,0.0
12,12,terrestrial saprotrophs,1,1,4,2.0,1.0,2.0,84.0,84.0,3.5,84.0,12.923605199148673,84.0
13,13,terrestrial saprotrophs,1,1,3,2.0,1.0,2.0,84.0,84.0,2.625,84.0,12.923605199148673,84.0
14,14,terrestrial saprotrophs,1,1,3,2.0,1.0,2.0,84.0,84.0,3.652173913043478,84.0,12.923605199148673,84.0
15,15,terrestrial saprotrophs,1,1,2,2.0,1.0,2.0,84.0,84.0,10.5,84.0,12.923605199148673,84.0
16,16;32,terrestrial saprotrophs,2,1,1,2.0,1.0,2.0,84.0,84.0,84.0,84.0,12.923605199148673,84.0
17,17,terrestrial saprotrophs,1,1,4,2.0,1.0,2.0,84.0,84.0,2.8,84.0,12.923605199148673,84.0
18,18,terrestrial saprotrophs,1,1,5,2.0,1.0,2.0,84.0,84.0,3.5,84.0,12.923605199148673,84.0
19,19,terrestrial saprotrophs,1,1,1,2.0,1.0,2.0,84.0,84.0,3.8181818181818183,84.0,12.923605199148673,84.0
20,20,terrestrial saprotrophs,1,1,3,2.0,1.0,2.0,84.0,84.0,3.230769230769231,84.0,12.923605199148673,84.0
21,21;26,terrestrial saprotrophs,2,1,2,2.0,1.0,2.0,84.0,84.0,10.5,84.0,12.923605199148673,84.0
22,22,terrestrial saprotrophs,1,1,3,2.0,1.0,2.0,84.0,84.0,3.5,84.0,12.923605199148673,84.0
23,23,terrestrial saprotrophs,1,1,4,2.0,1.0,2.0,84.0,84.0,3.652173913043478,84.0,12.923605199148673,84.0
24,24,terrestrial saprotrophs,1,1,2,2.0,1.0,2.0,84.0,84.0,3.652173913043478,84.0,12.923605199148673,84.0
25,25,terrestrial saprotrophs,1,1,2,2.0,1.0,2.0,84.0,84.0,42.0,84.0,12.923605199148673,84.0
27,27,mycorrhizae,1,7,1,2.0,1.0,2.0,12.0,34.79166666666667,3.8181818181818183,12.0,27.930687846636122,34.79166666666667
28,28,mycorrhizae,1,3,1,2.0,1.0,2.0,28.0,34.79166666666667,84.0,28.0,27.930687846636122,34.79166666666667
29,29,mycorrhizae,1,3,2,2.0,1.0,2.0,28.0,34.79166666666667,2.896551724137931,28.0,27.930687846636122,34.79166666666667
30,30,mycorrhizae,1,1,3,2.0,1.0,2.0,84.0,34.79166666666667,3.230769230769231,84.0,27.930687846636122,34.79166666666667
31,31,mycorrhizae,1,7,2,2.0,1.0,2.0,12.0,34.79166666666667,42.0,12.0,27.930687846636122,34.79166666666667
33,33,mycorrhizae,1,9,2,2.0,1.0,2.0,9.333333333333334,34.79166666666667,42.0,9.333333333333334,27.930687846636122,34.79166666666667
34,34,mycorrhizae,1,4,2,2.0,1.0,2.0,21.0,34.79166666666667,42.0,21.0,27.930687846636122,34.79166666666667
35,35,mycorrhizae,1,1,4,2.0,1.0,2.0,84.0,34.79166666666667,3.5,84.0,27.930687846636122,34.79166666666667
36,36,plant parasites,1,1,1,2.0,1.0,2.0,84.0,42.51428571428572,84.0,84.0,31.702266513801924,42.51428571428572
37,37,plant parasites,1,2,3,2.0,1.0,2.0,42.0,42.51428571428572,3.652173913043478,42.0,31.702266513801924,42.51428571428572
38,38,plant parasites,1,1,4,2.0,1.0,2.0,84.0,42.51428571428572,2.896551724137931,84.0,31.702266513801924,42.51428571428572
39,39,plant parasites,1,7,1,2.0,1.0,2.0,12.0,42.51428571428572,84.0,12.0,31.702266513801924,42.51428571428572
40,40,plant parasites,1,5,2,2.0,1.0,2.0,16.8,42.51428571428572,2.896551724137931,16.8,31.702266513801924,42.51428571428572
41,41,plant parasites,1,2,2,2.0,1.0,2.0,42.0,42.51428571428572,42.0,42.0,31.702266513801924,42.51428571428572
42,42,plant parasites,1,5,3,2.0,1.0,2.0,16.8,42.51428571428572,2.4705882352941178,16.8,31.702266513801924,42.51428571428572
43,43,fungal parasites,1,24,0,3.0,2.0,3.0,2.0,3.247058823529412,0.0,2.0,1.2727272727272727,3.247058823529412
