trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,guild_ntp,sp_closeness,guild_closeness,sp_out_closeness,sp_in_closeness,guild_out_closeness,guild_in_closeness
1,1,terrestrial detritus,1,0,19,1.0,0.0,1.0,0.0,0.0,1.5,0.0,1.5,0.0
2,2,land plants,1,0,7,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.24629674648374,0.0
3,3,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,2.076923076923077,0.0,2.24629674648374,0.0
4,4,land plants,1,0,12,1.0,0.0,1.0,0.0,0.0,1.9285714285714286,0.0,2.24629674648374,0.0
5,5,land plants,1,0,7,1.0,0.0,1.0,0.0,0.0,2.793103448275862,0.0,2.24629674648374,0.0
6,6,land plants,1,0,7,1.0,0.0,1.0,0.0,0.0,2.025,0.0,2.24629674648374,0.0
7,7,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,2.3823529411764706,0.0,2.24629674648374,0.0
8,8,land plants,1,0,9,1.0,0.0,1.0,0.0,0.0,2.076923076923077,0.0,2.24629674648374,0.0
9,9,land plants,1,0,9,1.0,0.0,1.0,0.0,0.0,1.6875,0.0,2.24629674648374,0.0
10,10,terrestrial heterotroph microbes,1,1,4,2.0,1.0,2.25,0.0,20.25,5.4,0.0,6.075,20.25
11,11,terrestrial heterotroph microbes,1,3,3,2.5,1.0,2.25,40.5,20.25,6.75,40.5,6.075,20.25
12,12;16,terrestrial saprotrophs,2,1,3,2.0,1.0,2.0,81.0,81.0,4.5,81.0,6.5910714285714285,81.0
13,13;14;22;24,terrestrial saprotrophs,4,1,2,2.0,1.0,2.0,81.0,81.0,10.125,81.0,6.5910714285714285,81.0
15,15,terrestrial saprotrophs,1,1,4,2.0,1.0,2.0,81.0,81.0,5.0625,81.0,6.5910714285714285,81.0
17,17;19;26,terrestrial saprotrophs,3,1,1,2.0,1.0,2.0,81.0,81.0,11.571428571428571,81.0,6.5910714285714285,81.0
18,18,terrestrial saprotrophs,1,1,4,2.0,1.0,2.0,81.0,81.0,3.375,81.0,6.5910714285714285,81.0
20,20,terrestrial saprotrophs,1,1,4,2.0,1.0,2.0,81.0,81.0,4.5,81.0,6.5910714285714285,81.0
