trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,guild_ntp,sp_closeness,guild_closeness,sp_out_closeness,sp_in_closeness,guild_out_closeness,guild_in_closeness
1,1,terrestrial detritus,1,0,21,1.0,0.0,1.0,0.0,0.0,1.2580645161290323,0.0,1.2580645161290323,0.0
2,2,land plants,1,0,6,1.0,0.0,1.0,0.0,0.0,1.56,0.0,1.8022628942881498,0.0
3,3,land plants,1,0,7,1.0,0.0,1.0,0.0,0.0,2.2941176470588234,0.0,1.8022628942881498,0.0
4,4,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.8022628942881498,0.0
5,5,land plants,1,0,9,1.0,0.0,1.0,0.0,0.0,1.6956521739130435,0.0,1.8022628942881498,0.0
6,6,land plants,1,0,10,1.0,0.0,1.0,0.0,0.0,1.95,0.0,1.8022628942881498,0.0
7,7,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,1.7333333333333334,0.0,1.8022628942881498,0.0
8,8,land plants,1,0,6,1.0,0.0,1.0,0.0,0.0,1.625,0.0,1.8022628942881498,0.0
9,9,land plants,1,0,6,1.0,0.0,1.0,0.0,0.0,1.56,0.0,1.8022628942881498,0.0
10,10,terrestrial heterotroph microbes,1,3,4,2.6666666666666665,1.0,2.6666666666666665,39.0,39.0,3.9,39.0,4.2441176470588236,39.0
11,11,terrestrial heterotroph microbes,1,3,5,2.6666666666666665,1.0,2.6666666666666665,39.0,39.0,4.588235294117647,39.0,4.2441176470588236,39.0
12,12;16,terrestrial saprotrophs,2,1,4,2.0,1.0,2.0,78.0,78.0,4.105263157894737,78.0,5.243754588491431,78.0
13,13;18,terrestrial saprotrophs,2,1,1,2.0,1.0,2.0,78.0,78.0,7.090909090909091,78.0,5.243754588491431,78.0
14,14;17;22,terrestrial saprotrophs,3,1,4,2.0,1.0,2.0,78.0,78.0,5.2,78.0,5.243754588491431,78.0
15,15,terrestrial saprotrophs,1,1,2,2.0,1.0,2.0,78.0,78.0,6.5,78.0,5.243754588491431,78.0
19,19,terrestrial saprotrophs,1,1,3,2.0,1.0,2.0,78.0,78.0,5.571428571428571,78.0,5.243754588491431,78.0
20,20;23,terrestrial saprotrophs,2,1,3,2.0,1.0,2.0,78.0,78.0,5.571428571428571,78.0,5.243754588491431,78.0
21,21,terrestrial saprotrophs,1,1,3,2.0,1.0,2.0,78.0,78.0,5.571428571428571,78.0,5.243754588491431,78.0
24,24;26,terrestrial saprotrophs,2,1,4,2.0,1.0,2.0,78.0,78.0,3.25,78.0,5.243754588491431,78.0
25,25,terrestrial saprotrophs,1,1,3,2.0,1.0,2.0,78.0,78.0,4.333333333333333,78.0,5.243754588491431,78.0
27,27,mycorrhizae,1,1,2,2.0,1.0,2.0,78.0,49.76111111111111,39.0,78.0,8.13306637806638,49.76111111111111
28,28,mycorrhizae,1,6,4,2.0,1.0,2.0,13.0,49.76111111111111,5.2,13.0,8.13306637806638,49.76111111111111
29,29,mycorrhizae,1,1,4,2.0,1.0,2.0,78.0,49.76111111111111,2.7857142857142856,78.0,8.13306637806638,49.76111111111111
30,30,mycorrhizae,1,1,2,2.0,1.0,2.0,78.0,49.76111111111111,3.5454545454545454,78.0,8.13306637806638,49.76111111111111
31,31,mycorrhizae,1,8,3,2.0,1.0,2.0,9.75,49.76111111111111,2.6,9.75,8.13306637806638,49.76111111111111
32,32,mycorrhizae,1,1,3,2.0,1.0,2.0,78.0,49.76111111111111,5.571428571428571,78.0,8.13306637806638,49.76111111111111
33,33,mycorrhizae,1,1,5,2.0,1.0,2.0,78.0,49.76111111111111,3.12,78.0,8.13306637806638,49.76111111111111
34,34,mycorrhizae,1,5,1,2.0,1.0,2.0,15.6,49.76111111111111,6.5,15.6,8.13306637806638,49.76111111111111
35,35,mycorrhizae,1,4,3,2.0,1.0,2.0,19.5,49.76111111111111,4.875,19.5,8.13306637806638,49.76111111111111
36,36,plant parasites,1,1,3,2.0,1.0,2.0,78.0,34.666666666666664,2.7857142857142856,78.0,3.79003634041228,34.666666666666664
37,37,plant parasites,1,4,2,2.0,1.0,2.0,19.5,34.666666666666664,5.2,19.5,3.79003634041228,34.666666666666664
38,38,plant parasites,1,1,4,2.0,1.0,2.0,78.0,34.666666666666664,2.108108108108108,78.0,3.79003634041228,34.666666666666664
39,39,plant parasites,1,4,1,2.0,1.0,2.0,19.5,34.666666666666664,2.7857142857142856,19.5,3.79003634041228,34.666666666666664
