trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,guild_ntp,sp_closeness,guild_closeness,sp_out_closeness,sp_in_closeness,guild_out_closeness,guild_in_closeness
1,1,terrestrial detritus,1,0,19,1.0,0.0,1.0,0.0,0.0,1.2741935483870968,0.0,1.2741935483870968,0.0
2,2,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,1.975,0.0,2.089608636977058,0.0
3,3,land plants,1,0,7,1.0,0.0,1.0,0.0,0.0,2.0789473684210527,0.0,2.089608636977058,0.0
4,4,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,2.0256410256410255,0.0,2.089608636977058,0.0
5,5,land plants,1,0,5,1.0,0.0,1.0,0.0,0.0,2.1944444444444446,0.0,2.089608636977058,0.0
6,6,land plants,1,0,11,1.0,0.0,1.0,0.0,0.0,2.1944444444444446,0.0,2.089608636977058,0.0
7,7,land plants,1,0,7,1.0,0.0,1.0,0.0,0.0,2.0789473684210527,0.0,2.089608636977058,0.0
8,8,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,1.975,0.0,2.089608636977058,0.0
9,9,land plants,1,0,5,1.0,0.0,1.0,0.0,0.0,2.1944444444444446,0.0,2.089608636977058,0.0
10,10,terrestrial heterotroph microbes,1,1,1,2.0,1.0,2.0,79.0,39.5,11.285714285714286,79.0,5.642857142857143,39.5
11,11,terrestrial heterotroph microbes,1,1,1,2.0,1.0,2.0,0.0,39.5,0.0,0.0,5.642857142857143,39.5
12,12,terrestrial saprotrophs,1,1,4,2.0,1.0,2.0,79.0,79.0,3.761904761904762,79.0,10.989717366740727,79.0
13,13,terrestrial saprotrophs,1,1,2,2.0,1.0,2.0,79.0,79.0,4.9375,79.0,10.989717366740727,79.0
14,14,terrestrial saprotrophs,1,1,0,2.0,1.0,2.0,79.0,79.0,0.0,79.0,10.989717366740727,79.0
15,15;20;24,terrestrial saprotrophs,3,1,2,2.0,1.0,2.0,79.0,79.0,9.875,79.0,10.989717366740727,79.0
16,16,terrestrial saprotrophs,1,1,2,2.0,1.0,2.0,79.0,79.0,3.590909090909091,79.0,10.989717366740727,79.0
17,17;22;23,terrestrial saprotrophs,3,1,3,2.0,1.0,2.0,79.0,79.0,3.4347826086956523,79.0,10.989717366740727,79.0
