web_id,n_lumped
1,8
10,9
100,9
1000,8
101,9
102,8
103,5
104,3
105,7
106,9
107,4
108,6
109,7
11,5
110,9
111,10
112,6
113,9
114,7
115,7
116,7
117,5
118,10
119,7
12,8
120,4
121,8
122,6
123,6
124,10
125,8
126,8
127,6
128,7
129,7
13,5
130,6
131,7
132,8
133,8
134,8
135,5
136,5
137,7
138,9
139,6
14,8
140,6
141,7
142,7
143,6
144,5
145,11
146,5
147,7
148,5
149,8
15,4
150,8
151,7
152,7
153,4
154,5
155,5
156,7
157,7
158,9
159,9
16,3
160,4
161,7
162,6
163,7
164,6
165,8
166,10
167,9
168,7
169,9
17,8
170,8
171,6
172,7
173,7
174,10
175,8
176,7
177,6
178,7
179,6
18,6
180,7
181,10
182,5
183,3
184,4
185,8
186,7
187,6
188,8
189,10
19,7
190,10
191,9
192,9
193,8
194,8
195,7
196,8
197,8
198,10
199,6
2,10
20,7
200,5
201,6
202,6
203,6
204,8
205,9
206,9
207,8
208,8
209,7
21,8
210,9
211,9
212,6
213,8
214,9
215,8
216,6
217,8
218,6
219,5
22,9
220,8
221,3
222,6
223,6
224,9
225,6
226,5
227,5
228,8
229,5
23,8
230,6
231,9
232,6
233,6
234,6
235,7
236,9
237,7
238,8
239,10
24,5
240,8
241,6
242,7
243,7
244,7
245,6
246,7
247,5
248,7
249,6
25,8
250,6
251,6
252,4
253,6
254,5
255,8
256,6
257,7
258,4
259,5
26,8
260,9
261,7
262,9
263,7
264,7
265,6
266,9
267,10
268,6
269,9
27,7
270,7
271,7
272,6
273,5
274,8
275,9
276,5
277,10
278,10
279,6
28,6
280,10
281,6
282,5
283,8
284,8
285,8
286,10
287,7
288,5
289,7
29,7
290,8
291,9
292,8
293,7
294,7
295,7
296,7
297,12
298,6
299,8
3,5
30,7
300,8
301,9
302,6
303,7
304,6
305,8
306,9
307,8
308,6
309,7
31,9
310,10
311,13
312,6
313,9
314,7
315,6
316,6
317,10
318,8
319,7
32,6
320,10
321,6
322,8
323,10
324,6
325,10
326,5
327,8
328,10
329,6
33,5
330,3
331,5
332,7
333,8
334,9
335,6
336,6
337,10
338,9
339,6
34,8
340,9
341,6
342,8
343,7
344,8
345,9
346,7
347,10
348,6
349,6
35,6
350,8
351,9
352,8
353,9
354,10
355,6
356,9
357,8
358,6
359,7
36,8
360,6
361,6
362,7
363,5
364,4
