web_id,n_lumped
365,5
366,8
367,8
368,4
369,11
37,5
370,8
371,9
372,9
373,8
374,9
375,7
376,8
377,9
378,5
379,8
38,8
380,8
381,10
382,9
383,8
384,5
385,8
386,5
387,5
388,6
389,5
39,4
390,6
391,6
392,7
393,7
394,8
395,7
396,6
397,8
398,8
399,8
4,6
40,6
400,10
401,6
402,9
403,5
404,3
405,7
406,6
407,10
408,6
409,9
41,7
410,5
411,6
412,5
413,7
414,7
415,5
416,7
417,6
418,5
419,9
42,9
420,7
421,4
422,6
423,9
424,10
425,8
426,11
427,7
428,9
429,5
43,8
430,10
431,7
432,8
433,7
434,9
435,9
436,4
437,6
438,8
439,8
44,9
440,5
441,7
442,7
443,8
444,7
445,8
446,8
447,5
448,9
449,4
45,8
450,8
451,11
452,4
453,7
454,9
455,6
456,4
457,8
458,6
459,8
46,10
460,7
461,8
462,9
463,9
464,7
465,6
466,7
467,10
468,7
469,7
47,4
470,9
471,5
472,5
473,5
474,8
475,7
476,6
477,5
478,7
479,5
48,6
480,6
481,7
482,8
483,8
484,7
485,6
486,8
487,4
488,7
489,7
49,4
490,9
491,9
492,11
493,6
494,7
495,9
496,9
497,7
498,10
499,7
5,10
50,9
500,9
501,7
502,6
503,7
504,9
505,7
506,7
507,6
508,6
509,9
51,9
510,9
511,6
512,9
513,5
514,7
515,8
516,5
517,7
518,9
519,5
52,5
520,9
521,6
522,7
523,8
524,9
525,6
526,8
527,11
528,5
529,8
53,5
530,10
531,8
532,6
533,6
534,8
535,6
536,7
537,9
538,7
539,6
54,6
540,6
541,5
542,6
543,5
544,6
545,5
546,8
547,6
548,5
549,4
55,6
550,4
551,7
552,6
553,8
554,8
555,6
556,6
557,8
558,7
559,6
56,4
560,9
561,7
562,7
563,7
564,6
565,8
566,6
567,8
568,9
569,7
57,5
570,8
571,7
572,8
573,8
574,9
575,8
576,10
577,5
578,10
579,4
58,4
580,8
581,9
582,9
583,8
584,5
585,7
586,9
587,7
588,7
589,5
59,5
590,7
591,7
592,7
593,6
594,6
595,7
596,8
597,4
598,7
599,11
6,5
60,7
600,6
601,6
602,4
603,5
604,8
605,8
606,6
607,8
608,8
609,9
61,9
610,5
611,7
612,8
613,8
614,6
615,8
616,9
617,6
618,10
619,6
62,6
620,9
621,6
622,6
623,7
624,7
625,9
626,7
627,9
628,5
629,10
63,5
630,3
631,8
632,3
633,4
634,6
635,5
636,7
637,7
638,2
639,7
64,6
640,5
641,4
642,6
643,7
644,5
645,10
646,6
647,9
648,7
649,5
65,8
650,8
651,6
652,8
653,7
654,7
655,11
656,6
657,9
658,8
659,6
66,9
660,8
661,10
662,10
663,8
664,5
665,7
666,8
667,6
668,9
669,9
67,5
670,8
671,7
672,6
673,9
674,9
675,9
676,8
677,7
678,7
679,8
68,7
680,7
681,8
682,11
683,4
684,6
685,10
686,5
687,6
688,7
689,6
69,6
690,9
691,8
692,10
693,10
694,9
695,6
696,9
697,7
698,9
699,8
7,4
70,8
700,4
701,6
702,5
703,6
704,9
705,9
706,6
707,9
708,8
709,4
71,6
710,4
711,7
712,5
713,5
714,7
715,8
716,8
717,8
718,5
719,9
72,5
720,6
721,12
722,8
723,6
724,6
725,6
726,6
727,4
728,5
729,6
73,6
730,7
731,6
732,7
733,6
734,5
735,7
736,7
737,7
738,7
739,9
74,7
740,7
741,4
742,11
743,7
744,6
745,9
746,8
747,6
748,8
749,9
75,10
750,7
751,9
752,9
753,4
754,5
755,8
756,10
757,6
758,6
759,10
76,7
760,8
761,6
762,10
763,9
764,8
765,7
766,6
767,5
768,6
769,5
77,8
770,5
771,7
772,6
773,7
774,8
775,6
776,10
777,6
778,6
779,7
78,7
780,12
781,8
782,9
783,11
784,7
785,8
786,6
787,8
788,6
789,7
79,7
790,5
791,9
792,3
793,7
794,8
795,8
796,8
797,4
798,7
799,6
8,9
80,9
800,11
801,9
802,6
803,11
804,9
805,6
806,9
807,10
808,8
809,8
81,7
810,8
811,5
812,9
813,8
814,8
815,10
816,7
817,7
818,6
819,8
82,5
820,5
821,7
822,4
823,7
824,6
825,6
826,6
827,6
828,9
829,6
83,9
830,6
831,5
832,9
833,7
834,8
835,6
836,7
837,8
838,9
839,7
84,6
840,6
841,6
842,6
843,8
844,5
845,6
846,10
847,8
848,8
849,10
85,6
850,9
851,5
852,7
853,7
854,8
855,3
856,6
857,7
858,8
859,9
86,9
860,9
861,7
862,6
863,9
864,10
865,6
866,6
867,7
868,8
869,9
87,9
870,6
871,9
872,4
873,7
874,8
875,9
876,9
877,7
878,8
879,9
88,5
880,9
881,8
882,7
883,7
884,8
885,4
886,11
887,8
888,8
889,8
89,5
890,7
891,5
892,8
893,7
894,11
895,8
896,6
897,9
898,6
899,6
9,6
90,7
900,9
901,7
902,4
903,5
904,9
905,5
906,9
907,10
908,9
909,6
91,6
910,7
911,7
912,6
913,9
914,7
915,8
916,10
917,11
918,8
919,9
92,9
920,8
921,5
922,8
923,6
924,6
925,7
926,8
927,4
928,6
929,6
93,8
930,5
931,9
932,5
933,6
934,7
935,8
936,6
937,12
938,9
939,9
94,5
940,7
941,7
942,6
943,8
944,9
945,7
946,8
947,8
948,7
949,8
95,9
950,8
951,7
952,8
953,5
954,6
955,10
956,8
957,5
958,8
959,7
96,6
960,11
961,11
962,6
963,9
964,8
965,8
966,8
967,9
968,5
969,8
97,6
970,7
971,9
972,7
973,4
974,5
975,7
976,9
977,6
978,6
979,11
98,7
980,5
981,8
982,7
983,6
984,8
985,7
986,7
987,5
988,7
989,8
99,8
990,5
991,7
992,7
993,9
994,7
995,8
996,6
997,6
998,8
999,5
