trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,guild_ntp,sp_closeness,guild_closeness,sp_out_closeness,sp_in_closeness,guild_out_closeness,guild_in_closeness
1,1,terrestrial detritus,1,0,23,1.0,0.0,1.0,0.0,0.0,1.3125,0.0,1.3125,0.0
2,2,land plants,1,0,9,1.0,0.0,1.0,0.0,0.0,1.75,0.0,2.0900513478819,0.0
3,3,land plants,1,0,6,1.0,0.0,1.0,0.0,0.0,2.048780487804878,0.0,2.0900513478819,0.0
4,4,land plants,1,0,5,1.0,0.0,1.0,0.0,0.0,2.210526315789474,0.0,2.0900513478819,0.0
5,5,land plants,1,0,5,1.0,0.0,1.0,0.0,0.0,2.210526315789474,0.0,2.0900513478819,0.0
6,6;9,land plants,2,0,7,1.0,0.0,1.0,0.0,0.0,2.1,0.0,2.0900513478819,0.0
7,7,land plants,1,0,9,1.0,0.0,1.0,0.0,0.0,2.210526315789474,0.0,2.0900513478819,0.0
8,8,land plants,1,0,7,1.0,0.0,1.0,0.0,0.0,2.1,0.0,2.0900513478819,0.0
10,10,terrestrial heterotroph microbes,1,2,2,2.5,1.0,2.25,84.0,84.0,8.4,84.0,7.0,84.0
11,11;15,terrestrial heterotroph microbes,2,1,2,2.0,1.0,2.25,84.0,84.0,5.6,84.0,7.0,84.0
12,12,terrestrial saprotrophs,1,1,3,2.0,1.0,2.0,84.0,84.0,3.652173913043478,84.0,2.8765322407730998,84.0
13,13;19,terrestrial saprotrophs,2,1,2,2.0,1.0,2.0,84.0,84.0,2.5454545454545454,84.0,2.8765322407730998,84.0
14,14,terrestrial saprotrophs,1,1,3,2.0,1.0,2.0,84.0,84.0,2.4705882352941178,84.0,2.8765322407730998,84.0
16,16,terrestrial saprotrophs,1,1,2,2.0,1.0,2.0,84.0,84.0,2.3333333333333335,84.0,2.8765322407730998,84.0
17,17,terrestrial saprotrophs,1,1,4,2.0,1.0,2.0,84.0,84.0,3.36,84.0,2.8765322407730998,84.0
18,18,terrestrial saprotrophs,1,1,4,2.0,1.0,2.0,84.0,84.0,2.896551724137931,84.0,2.8765322407730998,84.0
