trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,guild_ntp,sp_closeness,guild_closeness,sp_out_closeness,sp_in_closeness,guild_out_closeness,guild_in_closeness
1,1,terrestrial detritus,1,0,18,1.0,0.0,1.0,0.0,0.0,1.4210526315789473,0.0,1.4210526315789473,0.0
2,2,land plants,1,0,7,1.0,0.0,1.0,0.0,0.0,1.975609756097561,0.0,1.9066953169162266,0.0
3,3,land plants,1,0,9,1.0,0.0,1.0,0.0,0.0,1.8837209302325582,0.0,1.9066953169162266,0.0
4,4,land plants,1,0,7,1.0,0.0,1.0,0.0,0.0,1.975609756097561,0.0,1.9066953169162266,0.0
5,5,land plants,1,0,9,1.0,0.0,1.0,0.0,0.0,1.528301886792453,0.0,1.9066953169162266,0.0
6,6,land plants,1,0,10,1.0,0.0,1.0,0.0,0.0,1.8409090909090908,0.0,1.9066953169162266,0.0
7,7,land plants,1,0,10,1.0,0.0,1.0,0.0,0.0,1.8409090909090908,0.0,1.9066953169162266,0.0
8,8,land plants,1,0,7,1.0,0.0,1.0,0.0,0.0,2.1315789473684212,0.0,1.9066953169162266,0.0
9,9,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,2.076923076923077,0.0,1.9066953169162266,0.0
10,10,terrestrial heterotroph microbes,1,2,2,3.5,2.0,3.25,27.0,33.75,4.5,27.0,5.625,33.75
11,11,terrestrial heterotroph microbes,1,3,4,3.0,1.0,3.25,40.5,33.75,6.75,40.5,5.625,33.75
12,12;18;22,terrestrial saprotrophs,3,1,2,2.0,1.0,2.0,81.0,81.0,40.5,81.0,20.64436813186813,81.0
13,13;17;21,terrestrial saprotrophs,3,1,3,2.0,1.0,2.0,81.0,81.0,6.230769230769231,81.0,20.64436813186813,81.0
14,14,terrestrial saprotrophs,1,1,4,2.0,1.0,2.0,81.0,81.0,6.230769230769231,81.0,20.64436813186813,81.0
15,15;20,terrestrial saprotrophs,2,1,2,2.0,1.0,2.0,81.0,81.0,6.75,81.0,20.64436813186813,81.0
16,16,terrestrial saprotrophs,1,1,4,2.0,1.0,2.0,81.0,81.0,3.857142857142857,81.0,20.64436813186813,81.0
19,19,terrestrial saprotrophs,1,1,3,2.0,1.0,2.0,81.0,81.0,6.75,81.0,20.64436813186813,81.0
23,23,terrestrial saprotrophs,1,1,4,2.0,1.0,2.0,81.0,81.0,10.125,81.0,20.64436813186813,81.0
24,24,terrestrial saprotrophs,1,1,2,2.0,1.0,2.0,81.0,81.0,40.5,81.0,20.64436813186813,81.0
25,25,terrestrial saprotrophs,1,1,1,2.0,1.0,2.0,81.0,81.0,81.0,81.0,20.64436813186813,81.0
