trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,guild_ntp,sp_closeness,guild_closeness,sp_out_closeness,sp_in_closeness,guild_out_closeness,guild_in_closeness
1,1,terrestrial detritus,1,0,18,1.0,0.0,1.0,0.0,0.0,1.0394736842105263,0.0,1.0394736842105263,0.0
2,2,land plants,1,0,10,1.0,0.0,1.0,0.0,0.0,1.5192307692307692,0.0,1.615953220926482,0.0
3,3,land plants,1,0,9,1.0,0.0,1.0,0.0,0.0,1.6458333333333333,0.0,1.615953220926482,0.0
4,4,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,1.7555555555555555,0.0,1.615953220926482,0.0
5,5,land plants,1,0,9,1.0,0.0,1.0,0.0,0.0,1.58,0.0,1.615953220926482,0.0
6,6,land plants,1,0,9,1.0,0.0,1.0,0.0,0.0,1.490566037735849,0.0,1.615953220926482,0.0
7,7,land plants,1,0,10,1.0,0.0,1.0,0.0,0.0,1.8372093023255813,0.0,1.615953220926482,0.0
8,8,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,1.5192307692307692,0.0,1.615953220926482,0.0
9,9,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,1.58,0.0,1.615953220926482,0.0
10,10,terrestrial heterotroph microbes,1,3,3,2.6666666666666665,1.0,2.6666666666666665,39.5,39.5,3.4347826086956523,39.5,3.598343685300207,39.5
11,11,terrestrial heterotroph microbes,1,3,4,2.6666666666666665,1.0,2.6666666666666665,39.5,39.5,3.761904761904762,39.5,3.598343685300207,39.5
12,12;26,terrestrial saprotrophs,2,1,2,2.0,1.0,2.0,79.0,79.0,3.95,79.0,3.394077538221998,79.0
13,13;15;19;24,terrestrial saprotrophs,4,1,1,2.0,1.0,2.0,79.0,79.0,3.95,79.0,3.394077538221998,79.0
14,14;17;22,terrestrial saprotrophs,3,1,3,2.0,1.0,2.0,79.0,79.0,3.4347826086956523,79.0,3.394077538221998,79.0
16,16,terrestrial saprotrophs,1,1,3,2.0,1.0,2.0,79.0,79.0,3.761904761904762,79.0,3.394077538221998,79.0
18,18,terrestrial saprotrophs,1,1,4,2.0,1.0,2.0,79.0,79.0,3.590909090909091,79.0,3.394077538221998,79.0
20,20,terrestrial saprotrophs,1,1,4,2.0,1.0,2.0,79.0,79.0,2.257142857142857,79.0,3.394077538221998,79.0
21,21,terrestrial saprotrophs,1,1,3,2.0,1.0,2.0,79.0,79.0,3.761904761904762,79.0,3.394077538221998,79.0
23,23,terrestrial saprotrophs,1,1,3,2.0,1.0,2.0,79.0,79.0,3.2916666666666665,79.0,3.394077538221998,79.0
25,25,terrestrial saprotrophs,1,1,2,2.0,1.0,2.0,79.0,79.0,2.5483870967741935,79.0,3.394077538221998,79.0
27,27,mycorrhizae,1,4,1,2.0,1.0,2.0,19.75,44.93386243386243,3.95,19.75,3.756204906204906,44.93386243386243
28,28,mycorrhizae,1,3,4,2.0,1.0,2.0,26.333333333333332,44.93386243386243,2.393939393939394,26.333333333333332,3.756204906204906,44.93386243386243
29,29,mycorrhizae,1,1,2,2.0,1.0,2.0,79.0,44.93386243386243,3.95,79.0,3.756204906204906,44.93386243386243
30,30,mycorrhizae,1,1,2,2.0,1.0,2.0,79.0,44.93386243386243,3.95,79.0,3.756204906204906,44.93386243386243
31,31,mycorrhizae,1,1,2,2.0,1.0,2.0,79.0,44.93386243386243,3.95,79.0,3.756204906204906,44.93386243386243
32,32,mycorrhizae,1,1,3,2.0,1.0,2.0,79.0,44.93386243386243,3.761904761904762,79.0,3.756204906204906,44.93386243386243
33,33,mycorrhizae,1,4,2,2.0,1.0,2.0,19.75,44.93386243386243,3.95,19.75,3.756204906204906,44.93386243386243
34,34,mycorrhizae,1,7,1,2.0,1.0,2.0,11.285714285714286,44.93386243386243,3.95,11.285714285714286,3.756204906204906,44.93386243386243
35,35,mycorrhizae,1,7,1,2.0,1.0,2.0,11.285714285714286,44.93386243386243,3.95,11.285714285714286,3.756204906204906,44.93386243386243
36,36,plant parasites,1,7,3,2.0,1.0,2.0,11.285714285714286,18.961791383219953,3.4347826086956523,11.285714285714286,3.614699792960663,18.961791383219953
37,37,plant parasites,1,9,1,2.0,1.0,2.0,8.777777777777779,18.961791383219953,3.95,8.777777777777779,3.614699792960663,18.961791383219953
38,38,plant parasites,1,3,2,2.0,1.0,2.0,26.333333333333332,18.961791383219953,3.95,26.333333333333332,3.614699792960663,18.961791383219953
39,39,plant parasites,1,4,2,2.0,1.0,2.0,19.75,18.961791383219953,3.4347826086956523,19.75,3.614699792960663,18.961791383219953
40,40,plant parasites,1,7,3,2.0,1.0,2.0,11.285714285714286,18.961791383219953,2.6333333333333333,11.285714285714286,3.614699792960663,18.961791383219953
41,41,plant parasites,1,5,2,2.0,1.0,2.0,15.8,18.961791383219953,3.95,15.8,3.614699792960663,18.961791383219953
42,42,plant parasites,1,2,1,2.0,1.0,2.0,39.5,18.961791383219953,3.95,39.5,3.614699792960663,18.961791383219953
43,43,fungal parasites,1,1,2,3.0,2.0,3.0,26.333333333333332,17.386752136752136,3.95,26.333333333333332,3.9500000000000006,17.386752136752136
44,44,fungal parasites,1,3,2,3.0,2.0,3.0,6.076923076923077,17.386752136752136,3.95,6.076923076923077,3.9500000000000006,17.386752136752136
45,45,fungal parasites,1,2,1,3.0,2.0,3.0,19.75,17.386752136752136,3.95,19.75,3.9500000000000006,17.386752136752136
46,46,terrestrial microbivores,1,32,3,3.058139534883721,2.0,3.058139534883721,1.58,1.58,6.583333333333333,1.58,6.583333333333333,1.58
47,47,terrestrial detritivores,1,2,0,2.5,2.0,2.75,19.75,23.041666666666664,0.0,19.75,0.0,23.041666666666664
48,48,terrestrial detritivores,1,1,0,3.0,2.0,2.75,26.333333333333332,23.041666666666664,0.0,26.333333333333332,0.0,23.041666666666664
49,49,mites,1,27,3,3.0769230769230766,2.0,2.9447115384615383,1.7555555555555555,2.852777777777778,15.8,1.7555555555555555,14.483333333333334,2.852777777777778
50,50,mites,1,8,2,2.8125,2.0,2.9447115384615383,3.95,2.852777777777778,13.166666666666666,3.95,14.483333333333334,2.852777777777778
51,51,terrestrial arthropod predators (1),1,4,2,3.9245283018867925,3.0,3.84274215093711,0.7523809523809524,0.7994642964800317,15.8,0.7523809523809524,21.724999999999998,0.7994642964800317
52,52,terrestrial arthropod predators (1),1,7,3,3.9080459770114944,3.0,3.84274215093711,0.8315789473684211,0.7994642964800317,39.5,0.8315789473684211,21.724999999999998,0.7994642964800317
53,53,terrestrial arthropod predators (1),1,2,4,3.6956521739130435,3.0,3.84274215093711,0.8144329896907216,0.7994642964800317,9.875,0.8144329896907216,21.724999999999998,0.7994642964800317
54,54,terrestrial arthropod predators (2),1,1,2,4.5,4.0,4.541991341991342,0.5486111111111112,0.90288416803503,39.5,0.5486111111111112,7.9,0.90288416803503
55,55,terrestrial arthropod predators (2),1,2,1,6.0,5.0,4.541991341991342,0.4114583333333333,0.90288416803503,0.0,0.4114583333333333,7.9,0.90288416803503
56,56,terrestrial arthropod predators (2),1,2,0,4.285714285714286,4.0,4.541991341991342,0.5448275862068965,0.90288416803503,0.0,0.5448275862068965,7.9,0.90288416803503
57,57,terrestrial arthropod predators (2),1,5,1,4.257575757575758,3.0,4.541991341991342,0.7523809523809524,0.90288416803503,0.0,0.7523809523809524,7.9,0.90288416803503
