trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,guild_ntp,sp_closeness,guild_closeness,sp_out_closeness,sp_in_closeness,guild_out_closeness,guild_in_closeness
1,1,terrestrial detritus,1,0,20,1.0,0.0,1.0,0.0,0.0,1.462962962962963,0.0,1.462962962962963,0.0
2,2,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,2.393939393939394,0.0,2.188368854412801,0.0
3,3,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,1.975,0.0,2.188368854412801,0.0
4,4,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,2.323529411764706,0.0,2.188368854412801,0.0
5,5,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,2.1944444444444446,0.0,2.188368854412801,0.0
6,6,land plants,1,0,6,1.0,0.0,1.0,0.0,0.0,1.8372093023255813,0.0,2.188368854412801,0.0
7,7,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,2.1944444444444446,0.0,2.188368854412801,0.0
8,8,land plants,1,0,8,1.0,0.0,1.0,0.0,0.0,2.1944444444444446,0.0,2.188368854412801,0.0
9,9,land plants,1,0,7,1.0,0.0,1.0,0.0,0.0,2.393939393939394,0.0,2.188368854412801,0.0
10,10,terrestrial heterotroph microbes,1,1,1,2.0,1.0,2.333333333333333,79.0,59.25,2.393939393939394,79.0,2.992424242424242,59.25
11,11,terrestrial heterotroph microbes,1,3,3,2.6666666666666665,1.0,2.333333333333333,39.5,59.25,3.590909090909091,39.5,2.992424242424242,59.25
12,12,terrestrial saprotrophs,1,1,1,2.0,1.0,2.0,79.0,79.0,3.590909090909091,79.0,3.3563679718027544,79.0
13,13,terrestrial saprotrophs,1,1,2,2.0,1.0,2.0,79.0,79.0,3.2916666666666665,79.0,3.3563679718027544,79.0
14,14,terrestrial saprotrophs,1,1,4,2.0,1.0,2.0,79.0,79.0,3.16,79.0,3.3563679718027544,79.0
15,15;17,terrestrial saprotrophs,2,1,4,2.0,1.0,2.0,79.0,79.0,3.4347826086956523,79.0,3.3563679718027544,79.0
16,16,terrestrial saprotrophs,1,1,3,2.0,1.0,2.0,79.0,79.0,2.925925925925926,79.0,3.3563679718027544,79.0
18,18,terrestrial saprotrophs,1,1,2,2.0,1.0,2.0,79.0,79.0,3.16,79.0,3.3563679718027544,79.0
19,19,terrestrial saprotrophs,1,1,4,2.0,1.0,2.0,79.0,79.0,3.590909090909091,79.0,3.3563679718027544,79.0
20,20,terrestrial saprotrophs,1,1,3,2.0,1.0,2.0,79.0,79.0,3.2916666666666665,79.0,3.3563679718027544,79.0
21,21;26,terrestrial saprotrophs,2,1,3,2.0,1.0,2.0,79.0,79.0,3.590909090909091,79.0,3.3563679718027544,79.0
22,22,terrestrial saprotrophs,1,1,2,2.0,1.0,2.0,79.0,79.0,3.4347826086956523,79.0,3.3563679718027544,79.0
23,23,terrestrial saprotrophs,1,1,5,2.0,1.0,2.0,79.0,79.0,3.2916666666666665,79.0,3.3563679718027544,79.0
24,24,terrestrial saprotrophs,1,1,3,2.0,1.0,2.0,79.0,79.0,3.4347826086956523,79.0,3.3563679718027544,79.0
25,25,terrestrial saprotrophs,1,1,5,2.0,1.0,2.0,79.0,79.0,3.4347826086956523,79.0,3.3563679718027544,79.0
27,27,mycorrhizae,1,9,1,2.0,1.0,2.0,8.777777777777779,41.45061728395061,2.46875,8.777777777777779,3.0383555796055792,41.45061728395061
28,28,mycorrhizae,1,1,2,2.0,1.0,2.0,79.0,41.45061728395061,3.761904761904762,79.0,3.0383555796055792,41.45061728395061
29,29,mycorrhizae,1,2,3,2.0,1.0,2.0,39.5,41.45061728395061,3.590909090909091,39.5,3.0383555796055792,41.45061728395061
30,30,mycorrhizae,1,3,3,2.0,1.0,2.0,26.333333333333332,41.45061728395061,3.590909090909091,26.333333333333332,3.0383555796055792,41.45061728395061
31,31,mycorrhizae,1,1,1,2.0,1.0,2.0,79.0,41.45061728395061,3.590909090909091,79.0,3.0383555796055792,41.45061728395061
32,32,mycorrhizae,1,6,3,2.0,1.0,2.0,13.166666666666666,41.45061728395061,3.16,13.166666666666666,3.0383555796055792,41.45061728395061
33,33,mycorrhizae,1,2,0,2.0,1.0,2.0,39.5,41.45061728395061,0.0,39.5,3.0383555796055792,41.45061728395061
34,34,mycorrhizae,1,1,3,2.0,1.0,2.0,79.0,41.45061728395061,3.590909090909091,79.0,3.0383555796055792,41.45061728395061
35,35;39,mycorrhizae,2,9,1,2.0,1.0,2.0,8.777777777777779,41.45061728395061,3.590909090909091,8.777777777777779,3.0383555796055792,41.45061728395061
