trophospecies_id,sp_name,guild,n_lumped,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness
1,1,aquatic detritus,1,0,3,1.0,0.0,0.8,0.0,1.0,0.8,0.0
2,2,aquatic heterotroph microbes,1,0,2,1.0,0.0,1.0909090909090908,0.0,1.0,1.0909090909090908,0.0
3,3,planktonic algae,1,2,4,2.5,1.0,1.3333333333333333,12.0,2.5,1.3333333333333333,12.0
4,4,benthic algae,1,3,3,2.5,1.0,1.3333333333333333,6.0,2.5,1.3333333333333333,6.0
5,5,macrophytic algae,1,1,2,3.0,2.0,6.0,4.0,3.0,6.0,4.0
6,6,aquatic fungi,1,3,1,2.75,2.0,4.0,2.4,2.75,4.0,2.4
7,7,nematodes,1,3,2,2.75,2.0,3.0,2.4,2.75,3.0,2.4
8,8,swimming filter feeders,1,1,1,3.5,3.0,4.0,1.2,3.6944444444444446,8.0,1.1
9,9,swimming filter feeders,1,5,2,3.888888888888889,2.0,12.0,1.0,3.6944444444444446,8.0,1.1
10,10,swimming scrapers,1,2,0,4.0,3.0,0.0,0.631578947368421,4.0,0.0,0.631578947368421
11,11,arthropod omnivores,1,0,1,1.0,0.0,12.0,0.0,1.0,6.0,0.0
12,12,arthropod omnivores,1,0,0,1.0,0.0,0.0,0.0,1.0,6.0,0.0
13,13,benthic predators,1,1,0,2.0,1.0,0.0,12.0,2.0,0.0,12.0
