Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,1,1.0,0.0
2,2,2,0,9,1.0,0.0
3,3,3,0,8,1.0,0.0
4,4,4,0,4,1.0,0.0
5,5,5,0,4,1.0,0.0
6,6,6,0,5,1.0,0.0
7,7,7,0,4,1.0,0.0
8,8,8,0,4,1.0,0.0
9,9,9,0,4,1.0,0.0
10,10,10,0,4,1.0,0.0
11,11,11,0,3,1.0,0.0
12,12,12,0,5,1.0,0.0
13,13,13,0,6,1.0,0.0
14,14,14,0,7,1.0,0.0
15,15,15,0,6,1.0,0.0
16,16,16,0,4,1.0,0.0
17,17,17,0,5,1.0,0.0
18,18,18,0,5,1.0,0.0
19,19,19,0,4,1.0,0.0
20,20,20,0,4,1.0,0.0
21,21,21,0,1,1.0,0.0
22,22,22,0,1,1.0,0.0
23,23,23,2,5,2.0,1.0
24,24,24,1,5,2.0,1.0
25,25,25,1,4,2.0,1.0
26,26,26,1,4,2.0,1.0
27,27,27,2,5,2.5,2.0
28,28,28,2,6,2.6666666666666665,2.0
29,29,29,1,8,2.0,1.0
30,30,30,1,7,2.0,1.0
31,31,31,2,4,3.6,3.0
32,32,32,1,5,3.0,2.0
33,33,33,1,5,2.0,1.0
34,34,34,2,4,2.5,2.0
35,35,35,1,4,3.0,2.0
36,36,36,6,3,3.333333333333333,4.0
37,37,37,4,3,2.5,2.0
38,38,38,2,2,2.6666666666666665,2.0
39,39,39,1,3,3.0,2.0
40,40,40,2,7,2.5,2.0
41,41,41,3,4,2.0,1.0
42,42,42,3,3,2.6666666666666665,2.0
43,43,43,2,3,2.0,1.0
44,44,44,5,3,3.125,3.0
45,45,45,3,3,2.3333333333333335,2.0
46,46,46,4,3,3.2,3.0
47,47,47,8,3,3.9142857142857146,4.0
48,48,48,1,3,2.0,1.0
49,49,49,1,2,2.0,1.0
50,50,50,2,3,2.0,1.0
51,51,51,2,1,2.5,2.0
52,52,52,8,2,3.75,4.0
53,53,53,11,2,2.857142857142857,2.0
54,54,54,1,2,3.0,2.0
55,55,55,3,2,2.3333333333333335,2.0
56,56,56,19,2,3.7936507936507935,3.0
57,57,57,2,2,3.0,3.0
58,58,58,4,1,3.428571428571429,4.0
59,59,59,1,1,2.0,1.0
60,60,60,1,1,3.5,3.0
61,61,61,1,0,2.0,1.0
62,62,62,8,1,2.3333333333333335,2.0
63,63,63,1,0,3.5,3.0
64,64,64,7,2,3.3,4.0
65,65,65,9,2,4.017241379310345,3.0
66,66,66,3,1,3.0,3.0
67,67,67,2,1,4.275862068965518,4.0
68,68,68,3,1,3.0,3.0
69,69,69,2,1,2.0,1.0
70,70,70,3,1,3.333333333333333,3.0
71,71,71,3,0,2.0,1.0
72,72,72,7,0,4.4264705882352935,4.0
73,73,73,2,1,2.6666666666666665,2.0
74,74,74,13,2,2.357142857142857,1.0
75,75,75,2,2,3.0,2.0
76,76,76,3,2,2.6666666666666665,2.0
77,77,77,1,2,2.0,1.0
78,78,78,22,3,3.822916666666667,3.0
79,79,79,1,0,4.0476190476190474,4.0
80,80,80,7,0,3.0,3.0
81,81,81,2,0,2.5,2.0
82,82,82,6,0,3.717948717948718,4.0
83,83,83,5,0,3.947368421052632,4.0
84,84,84,4,0,3.0,3.0
85,85,85,9,0,3.3846153846153846,4.0
86,86,86,6,0,3.6756756756756754,4.0
87,87,87,1,0,3.142857142857143,3.0
