Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,7,1.0,0.0
2,2,2,0,8,1.0,0.0
3,3,3,0,6,1.0,0.0
4,4,4,0,7,1.0,0.0
5,5,5,0,8,1.0,0.0
6,6,6,0,9,1.0,0.0
7,7,7,0,9,1.0,0.0
8,8,8,0,6,1.0,0.0
9,9,9,0,10,1.0,0.0
10,10,10,0,5,1.0,0.0
11,11,11,0,6,1.0,0.0
12,12,12,0,6,1.0,0.0
13,13,13,0,8,1.0,0.0
14,14,14,0,6,1.0,0.0
15,15,15,0,2,1.0,0.0
16,16,16,0,3,1.0,0.0
17,17,17,0,3,1.0,0.0
18,18,18,0,2,1.0,0.0
19,19,19,0,2,1.0,0.0
20,20,20,0,1,1.0,0.0
21,21,21,1,6,2.0,1.0
22,22,22,1,6,2.0,1.0
23,23,23,2,7,2.0,1.0
24,24,24,1,8,2.0,1.0
25,25,25,2,7,3.0,2.0
26,26,26,3,10,2.3333333333333335,2.0
27,27,27,2,10,2.0,1.0
28,28,28,1,10,2.0,1.0
29,29,29,6,10,3.111111111111111,2.0
30,30,30,2,8,2.5,2.0
31,31,31,3,5,3.0,2.0
32,32,32,4,5,2.6666666666666665,3.0
33,33,33,1,5,3.5,3.0
34,34,34,4,6,2.25,1.0
35,35,35,5,5,3.2727272727272725,3.0
36,36,36,7,6,3.5517241379310347,3.0
37,37,37,9,6,3.0,2.0
38,38,38,2,7,2.0,1.0
39,39,39,8,4,3.0,3.0
40,40,40,4,4,3.25,3.0
41,41,41,3,3,2.3333333333333335,2.0
42,42,42,2,4,2.5,1.0
43,43,43,6,4,3.607142857142857,3.0
44,44,44,3,4,4.260869565217391,3.0
45,45,45,2,1,2.6666666666666665,2.0
46,46,46,1,2,3.333333333333333,3.0
47,47,47,6,2,3.5,3.0
48,48,48,5,2,3.6,3.0
49,49,49,7,2,3.0769230769230766,3.0
50,50,50,2,2,2.5,1.0
51,51,51,6,1,3.1818181818181817,2.0
52,52,52,13,1,3.857142857142857,2.0
53,53,53,5,1,3.2727272727272725,3.0
54,54,54,2,2,2.75,2.0
55,55,55,3,3,2.8,3.0
56,56,56,1,3,3.75,3.0
57,57,57,5,3,3.2727272727272725,3.0
58,58,58,1,3,2.0,1.0
59,59,59,5,3,3.2727272727272725,3.0
60,60,60,5,2,3.3846153846153846,3.0
61,61,61,1,2,3.333333333333333,3.0
62,62,62,6,2,3.5,3.0
63,63,63,12,1,3.82258064516129,2.0
64,64,64,2,1,3.75,4.0
65,65,65,4,1,3.2222222222222223,3.0
66,66,66,5,1,3.1,3.0
67,67,67,1,2,4.0,3.0
68,68,68,2,2,3.9,3.0
69,69,69,12,2,3.946428571428571,3.0
70,70,70,2,2,2.0,1.0
71,71,71,6,2,4.037037037037037,4.0
72,72,72,10,2,4.079207920792079,3.0
73,73,73,25,2,3.1521739130434785,1.0
74,74,74,4,2,3.625,3.0
75,75,75,5,2,3.9,3.0
76,76,76,17,2,2.962962962962963,2.0
77,77,77,6,1,3.888888888888889,3.0
78,78,78,13,1,3.857142857142857,2.0
79,79,79,4,1,3.25,3.0
80,80,80,4,0,3.7058823529411766,4.0
81,81,81,3,0,2.5,2.0
82,82,82,4,0,3.7199999999999998,3.0
83,83,83,29,0,4.041474654377881,2.0
