Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,1,1.0,0.0
2,2,2,0,1,1.0,0.0
3,3,3,0,3,1.0,0.0
4,4,4,0,6,1.0,0.0
5,5,5,0,4,1.0,0.0
6,6,6,0,2,1.0,0.0
7,7,7,0,5,1.0,0.0
8,8,8,0,4,1.0,0.0
9,9,9,0,5,1.0,0.0
10,10,10,0,6,1.0,0.0
11,11,11,0,4,1.0,0.0
12,12,12,0,5,1.0,0.0
13,13,13,0,2,1.0,0.0
14,14,14,0,4,1.0,0.0
15,15,15,0,4,1.0,0.0
16,16,16,0,4,1.0,0.0
17,17,17,0,4,1.0,0.0
18,18,18,0,3,1.0,0.0
19,19,19,0,2,1.0,0.0
20,20,20,0,4,1.0,0.0
21,21,21,0,4,1.0,0.0
22,22,22,0,4,1.0,0.0
23,23,23,0,1,1.0,0.0
24,24,24,1,3,2.0,1.0
25,25,25,1,4,2.0,1.0
26,26,26,1,4,2.0,1.0
27,27,27,2,4,2.0,1.0
28,28,28,2,4,2.5,2.0
29,29,29,2,5,2.5,2.0
30,30,30,1,6,2.0,1.0
31,31,31,3,6,3.2,3.0
32,32,32,1,5,2.0,1.0
33,33,33,4,2,2.4,2.0
34,34,34,6,4,3.583333333333333,3.0
35,35,35,2,5,2.5,2.0
36,36,36,1,4,2.0,1.0
37,37,37,3,2,2.3333333333333335,2.0
38,38,38,2,3,3.333333333333333,3.0
39,39,39,2,4,2.5,2.0
40,40,40,1,4,3.0,2.0
41,41,41,2,5,4.0,4.0
42,42,42,5,5,3.5454545454545454,4.0
43,43,43,1,3,3.5,3.0
44,44,44,2,3,4.0,4.0
45,45,45,4,3,2.4,2.0
46,46,46,2,2,3.0,3.0
47,47,47,1,2,3.0,2.0
48,48,48,5,2,2.2,2.0
49,49,49,1,2,4.5,5.0
50,50,50,3,3,5.681818181818182,6.0
51,51,51,1,3,2.0,1.0
52,52,52,9,4,2.5454545454545454,3.0
53,53,53,2,4,3.0,3.0
54,54,54,1,4,2.0,1.0
55,55,55,4,3,4.2,5.0
56,56,56,3,3,4.25,5.0
57,57,57,16,3,3.333333333333333,3.0
58,58,58,3,3,2.3333333333333335,2.0
59,59,59,2,2,2.5,2.0
60,60,60,2,2,2.0,1.0
61,61,61,7,3,5.0,6.0
62,62,62,1,3,6.181818181818182,7.0
63,63,63,4,4,2.5,2.0
64,64,64,6,6,4.285714285714286,5.0
65,65,65,1,6,4.75,6.0
66,66,66,8,7,4.684931506849315,4.0
67,67,67,13,7,4.563218390804598,3.0
68,68,68,1,7,3.0,2.0
69,69,69,3,6,3.625,4.0
70,70,70,1,4,4.857142857142858,7.0
71,71,71,8,4,4.12962962962963,4.0
72,72,72,2,4,4.0,4.0
73,73,73,9,4,4.623376623376624,4.0
74,74,74,9,3,4.975,4.0
75,75,75,12,3,4.25,5.0
76,76,76,5,1,4.8196721311475414,4.0
77,77,77,17,1,4.645739910313901,4.0
78,78,78,3,1,3.625,4.0
79,79,79,20,1,3.833333333333333,3.0
80,80,80,7,0,4.0,3.0
81,81,81,2,0,4.6875,5.0
82,82,82,6,0,4.531645569620253,4.0
83,83,83,13,0,4.7439024390243905,4.0
84,84,84,25,0,4.685185185185185,3.0
