Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,4,1.0,0.0
2,2,2,0,5,1.0,0.0
3,3,3,0,4,1.0,0.0
4,4,4,0,3,1.0,0.0
5,5,5,0,3,1.0,0.0
6,6,6,0,4,1.0,0.0
7,7,7,0,4,1.0,0.0
8,8,8,0,4,1.0,0.0
9,9,9,0,4,1.0,0.0
10,10,10,0,3,1.0,0.0
11,11,11,0,3,1.0,0.0
12,12,12,0,2,1.0,0.0
13,13,13,0,1,1.0,0.0
14,14,14,0,4,1.0,0.0
15,15,15,0,3,1.0,0.0
16,16,16,0,2,1.0,0.0
17,17,17,0,5,1.0,0.0
18,18,18,0,4,1.0,0.0
19,19,19,0,3,1.0,0.0
20,20,20,0,4,1.0,0.0
21,21,21,0,3,1.0,0.0
22,22,22,0,2,1.0,0.0
23,23,23,0,4,1.0,0.0
24,24,24,0,4,1.0,0.0
25,25,25,0,3,1.0,0.0
26,26,26,0,3,1.0,0.0
27,27,27,0,3,1.0,0.0
28,28,28,0,2,1.0,0.0
29,29,29,1,4,2.0,1.0
30,30,30,1,5,2.0,1.0
31,31,31,1,5,2.0,1.0
32,32,32,1,3,3.0,2.0
33,33,33,1,2,2.0,1.0
34,34,34,1,2,2.0,1.0
35,35,35,1,1,3.0,2.0
36,36,36,1,1,2.0,1.0
37,37,37,3,3,2.3333333333333335,2.0
38,38,38,1,3,3.0,2.0
39,39,39,5,3,2.2,2.0
40,40,40,3,4,3.2,3.0
41,41,41,5,4,2.4,2.0
42,42,42,1,4,2.0,1.0
43,43,43,10,4,3.5588235294117645,3.0
44,44,44,1,4,2.0,1.0
45,45,45,1,5,3.0,2.0
46,46,46,1,4,2.0,1.0
47,47,47,2,6,2.0,1.0
48,48,48,1,5,4.0,3.0
49,49,49,1,4,3.333333333333333,3.0
50,50,50,1,4,2.0,1.0
51,51,51,1,3,2.0,1.0
52,52,52,16,3,2.7222222222222223,2.0
53,53,53,6,3,2.3333333333333335,2.0
54,54,54,1,3,4.0,3.0
55,55,55,2,5,3.5,3.0
56,56,56,8,1,3.7241379310344827,4.0
57,57,57,3,1,2.857142857142857,3.0
58,58,58,9,3,3.6470588235294117,3.0
59,59,59,5,2,3.5,4.0
60,60,60,3,4,2.5,1.0
61,61,61,1,2,4.133333333333333,4.0
62,62,62,2,3,3.666666666666667,4.0
63,63,63,8,3,3.1818181818181817,4.0
64,64,64,7,3,2.0,1.0
65,65,65,10,3,3.709677419354839,4.0
66,66,66,2,3,2.5,2.0
67,67,67,11,3,3.3666666666666667,3.0
68,68,68,2,3,3.0,2.0
69,69,69,1,3,2.0,1.0
70,70,70,1,3,4.5,4.0
71,71,71,7,2,3.44,3.0
72,72,72,6,1,4.127659574468085,4.0
73,73,73,14,1,3.3714285714285714,3.0
74,74,74,1,2,4.5,4.0
75,75,75,12,1,3.9871794871794872,3.0
76,76,76,2,1,4.333333333333334,5.0
77,77,77,16,1,4.0602409638554215,3.0
78,78,78,7,1,3.862068965517241,4.0
79,79,79,2,0,4.315789473684211,4.0
80,80,80,2,0,3.0,3.0
81,81,81,6,0,4.355263157894736,4.0
82,82,82,1,0,2.0,1.0
83,83,83,17,0,4.081632653061225,3.0
84,84,84,4,0,2.75,3.0
