Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,2,1.0,0.0
2,2,2,0,3,1.0,0.0
3,3,3,0,4,1.0,0.0
4,4,4,0,3,1.0,0.0
5,5,5,0,5,1.0,0.0
6,6,6,0,5,1.0,0.0
7,7,7,0,6,1.0,0.0
8,8,8,0,3,1.0,0.0
9,9,9,0,1,1.0,0.0
10,10,10,0,3,1.0,0.0
11,11,11,0,4,1.0,0.0
12,12,12,0,5,1.0,0.0
13,13,13,0,3,1.0,0.0
14,14,14,0,5,1.0,0.0
15,15,15,0,3,1.0,0.0
16,16,16,0,4,1.0,0.0
17,17,17,0,3,1.0,0.0
18,18,18,0,3,1.0,0.0
19,19,19,0,2,1.0,0.0
20,20,20,0,1,1.0,0.0
21,21,21,0,2,1.0,0.0
22,22,22,0,1,1.0,0.0
23,23,23,0,2,1.0,0.0
24,24,24,0,2,1.0,0.0
25,25,25,0,1,1.0,0.0
26,26,26,1,2,2.0,1.0
27,27,27,1,2,2.0,1.0
28,28,28,3,1,2.0,1.0
29,29,29,1,4,3.0,2.0
30,30,30,1,5,2.0,1.0
31,31,31,3,6,2.0,1.0
32,32,32,4,6,2.75,3.0
33,33,33,3,4,2.0,1.0
34,34,34,3,3,2.6666666666666665,3.0
35,35,35,4,4,3.111111111111111,3.0
36,36,36,1,4,3.0,2.0
37,37,37,2,4,3.428571428571429,3.0
38,38,38,2,4,2.5,2.0
39,39,39,1,4,3.875,4.0
40,40,40,2,4,2.75,2.0
41,41,41,1,3,2.0,1.0
42,42,42,6,4,4.166666666666666,4.0
43,43,43,2,4,2.0,1.0
44,44,44,1,2,3.0,2.0
45,45,45,3,1,2.0,1.0
46,46,46,2,1,2.5,2.0
47,47,47,18,1,4.255102040816327,4.0
48,48,48,6,2,4.166666666666666,4.0
49,49,49,1,1,2.0,1.0
50,50,50,3,2,3.25,3.0
51,51,51,4,2,2.0,1.0
52,52,52,3,1,3.642857142857143,4.0
53,53,53,3,1,2.0,1.0
54,54,54,1,1,4.6923076923076925,5.0
55,55,55,2,0,2.0,1.0
56,56,56,2,1,4.111111111111111,4.0
57,57,57,2,2,4.466666666666667,5.0
58,58,58,9,1,2.928571428571429,2.0
59,59,59,14,0,4.017857142857142,3.0
60,60,60,1,1,3.0,2.0
61,61,61,1,1,2.0,1.0
62,62,62,11,1,4.085714285714285,5.0
63,63,63,3,1,3.642857142857143,4.0
64,64,64,4,5,3.111111111111111,3.0
65,65,65,2,4,2.5,2.0
66,66,66,2,4,3.6363636363636367,4.0
67,67,67,5,4,4.701754385964913,6.0
68,68,68,7,4,4.716216216216216,5.0
69,69,69,4,2,4.735294117647059,5.0
70,70,70,3,0,3.166666666666667,4.0
71,71,71,6,1,2.75,2.0
72,72,72,11,2,4.555555555555555,3.0
73,73,73,5,1,4.701754385964913,6.0
74,74,74,7,1,5.278350515463917,4.0
75,75,75,1,1,4.9375,6.0
76,76,76,1,1,5.466666666666667,6.0
77,77,77,4,0,2.0,1.0
78,78,78,1,0,3.875,4.0
79,79,79,3,0,4.166666666666666,4.0
