Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,6,1.0,0.0
2,2,2,0,7,1.0,0.0
3,3,3,0,6,1.0,0.0
4,4,4,0,6,1.0,0.0
5,5,5,0,6,1.0,0.0
6,6,6,0,7,1.0,0.0
7,7,7,0,5,1.0,0.0
8,8,8,0,6,1.0,0.0
9,9,9,0,7,1.0,0.0
10,10,10,0,5,1.0,0.0
11,11,11,0,5,1.0,0.0
12,12,12,0,4,1.0,0.0
13,13,13,0,1,1.0,0.0
14,14,14,0,2,1.0,0.0
15,15,15,0,2,1.0,0.0
16,16,16,0,2,1.0,0.0
17,17,17,0,4,1.0,0.0
18,18,18,0,4,1.0,0.0
19,19,19,0,3,1.0,0.0
20,20,20,0,5,1.0,0.0
21,21,21,0,2,1.0,0.0
22,22,22,1,8,2.0,1.0
23,23,23,1,5,2.0,1.0
24,24,24,2,2,3.0,2.0
25,25,25,1,5,2.0,1.0
26,26,26,4,4,2.0,1.0
27,27,27,1,8,2.0,1.0
28,28,28,1,7,3.0,2.0
29,29,29,2,3,3.0,2.0
30,30,30,2,2,2.5,1.0
31,31,31,1,3,2.0,1.0
32,32,32,4,4,2.0,1.0
33,33,33,1,2,2.0,1.0
34,34,34,2,1,2.5,1.0
35,35,35,4,2,2.0,1.0
36,36,36,3,2,2.6666666666666665,2.0
37,37,37,1,1,2.0,1.0
38,38,38,3,1,3.0,3.0
39,39,39,4,1,3.25,3.0
40,40,40,5,3,2.2,1.0
41,41,41,3,3,2.0,1.0
42,42,42,1,2,2.0,1.0
43,43,43,1,2,3.0,2.0
44,44,44,3,2,3.0,3.0
45,45,45,6,3,3.3846153846153846,4.0
46,46,46,5,3,2.7777777777777777,3.0
47,47,47,8,3,2.7272727272727275,3.0
48,48,48,7,4,2.875,3.0
49,49,49,1,4,3.0,2.0
50,50,50,1,4,2.0,1.0
51,51,51,3,4,2.3333333333333335,1.0
52,52,52,1,4,3.0,2.0
53,53,53,9,4,4.0,3.0
54,54,54,4,3,3.7142857142857144,3.0
55,55,55,1,5,2.0,1.0
56,56,56,4,2,2.5,1.0
57,57,57,5,2,4.2,4.0
58,58,58,4,4,2.7777777777777777,2.0
59,59,59,1,4,4.0,3.0
60,60,60,3,4,3.0,3.0
61,61,61,1,2,3.0,2.0
62,62,62,2,1,3.7,4.0
63,63,63,7,1,3.0,3.0
64,64,64,1,1,3.0,2.0
65,65,65,4,1,3.8666666666666667,4.0
66,66,66,5,2,2.75,2.0
67,67,67,17,2,2.6666666666666665,1.0
68,68,68,2,1,2.0,1.0
69,69,69,2,0,3.2941176470588234,2.0
70,70,70,5,0,3.75,4.0
71,71,71,5,0,2.0,1.0
72,72,72,16,1,4.113636363636363,4.0
73,73,73,2,0,2.0,1.0
74,74,74,12,0,3.7857142857142856,3.0
75,75,75,9,0,2.8125,3.0
76,76,76,6,0,3.764705882352941,3.0
77,77,77,10,1,4.3076923076923075,4.0
78,78,78,1,1,4.15,5.0
79,79,79,2,0,4.948717948717949,4.0
80,80,80,11,0,4.027397260273973,3.0
81,81,81,5,0,2.875,3.0
