Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,3,1.0,0.0
2,2,2,0,5,1.0,0.0
3,3,3,0,4,1.0,0.0
4,4,4,0,5,1.0,0.0
5,5,5,0,5,1.0,0.0
6,6,6,0,5,1.0,0.0
7,7,7,0,4,1.0,0.0
8,8,8,0,9,1.0,0.0
9,9,9,0,6,1.0,0.0
10,10,10,0,4,1.0,0.0
11,11,11,0,1,1.0,0.0
12,12,12,0,1,1.0,0.0
13,13,13,0,2,1.0,0.0
14,14,14,0,2,1.0,0.0
15,15,15,0,2,1.0,0.0
16,16,16,0,3,1.0,0.0
17,17,17,0,4,1.0,0.0
18,18,18,0,5,1.0,0.0
19,19,19,0,4,1.0,0.0
20,20,20,0,5,1.0,0.0
21,21,21,0,5,1.0,0.0
22,22,22,0,3,1.0,0.0
23,23,23,0,5,1.0,0.0
24,24,24,0,3,1.0,0.0
25,25,25,0,2,1.0,0.0
26,26,26,0,3,1.0,0.0
27,27,27,0,2,1.0,0.0
28,28,28,0,4,1.0,0.0
29,29,29,5,5,2.0,1.0
30,30,30,3,4,3.333333333333333,2.0
31,31,31,1,3,3.0,2.0
32,32,32,1,7,2.0,1.0
33,33,33,1,3,2.0,1.0
34,34,34,1,3,2.0,1.0
35,35,35,1,1,2.0,1.0
36,36,36,1,2,2.0,1.0
37,37,37,2,3,2.5,2.0
38,38,38,1,5,2.0,1.0
39,39,39,7,4,3.3,2.0
40,40,40,2,4,2.0,1.0
41,41,41,5,4,3.5,2.0
42,42,42,1,2,2.0,1.0
43,43,43,3,4,3.5,2.0
44,44,44,12,4,3.08,1.0
45,45,45,5,5,2.0,1.0
46,46,46,4,5,3.2142857142857144,2.0
47,47,47,4,3,3.6,2.0
48,48,48,4,4,3.2142857142857144,2.0
49,49,49,1,5,2.0,1.0
50,50,50,4,5,2.25,2.0
51,51,51,1,4,3.857142857142857,3.0
52,52,52,3,4,2.6666666666666665,2.0
53,53,53,2,5,2.5,1.0
54,54,54,3,2,2.6666666666666665,2.0
55,55,55,6,2,3.3870967741935485,3.0
56,56,56,9,4,3.2272727272727275,3.0
57,57,57,4,5,3.1,3.0
58,58,58,3,5,2.3333333333333335,2.0
59,59,59,3,2,2.75,3.0
60,60,60,4,2,3.8,4.0
61,61,61,1,1,3.0,2.0
62,62,62,5,0,2.0,1.0
63,63,63,3,0,2.3333333333333335,2.0
64,64,64,4,0,3.666666666666667,4.0
65,65,65,1,0,3.333333333333333,3.0
66,66,66,1,0,2.0,1.0
67,67,67,13,0,3.6229508196721314,2.0
68,68,68,7,0,4.0,4.0
69,69,69,10,0,3.912280701754386,3.0
70,70,70,3,0,3.769230769230769,4.0
71,71,71,2,0,2.5,2.0
72,72,72,2,0,3.9523809523809526,4.0
73,73,73,6,0,2.9166666666666665,3.0
74,74,74,2,0,2.5,2.0
75,75,75,1,0,3.857142857142857,3.0
76,76,76,6,0,3.8636363636363633,4.0
77,77,77,11,0,2.5833333333333335,3.0
78,78,78,1,0,2.0,1.0
79,79,79,2,0,3.2,2.0
80,80,80,12,0,2.7894736842105265,3.0
81,81,81,11,0,3.685714285714286,3.0
82,82,82,9,0,3.4722222222222223,3.0
83,83,83,7,0,3.7142857142857144,4.0
