Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,2,1.0,0.0
2,2,2,0,7,1.0,0.0
3,3,3,0,7,1.0,0.0
4,4,4,0,4,1.0,0.0
5,5,5,0,5,1.0,0.0
6,6,6,0,3,1.0,0.0
7,7,7,0,3,1.0,0.0
8,8,8,0,6,1.0,0.0
9,9,9,0,7,1.0,0.0
10,10,10,0,8,1.0,0.0
11,11,11,0,3,1.0,0.0
12,12,12,0,7,1.0,0.0
13,13,13,0,6,1.0,0.0
14,14,14,0,5,1.0,0.0
15,15,15,0,7,1.0,0.0
16,16,16,0,4,1.0,0.0
17,17,17,0,4,1.0,0.0
18,18,18,0,4,1.0,0.0
19,19,19,0,6,1.0,0.0
20,20,20,0,5,1.0,0.0
21,21,21,0,5,1.0,0.0
22,22,22,0,3,1.0,0.0
23,23,23,0,3,1.0,0.0
24,24,24,0,2,1.0,0.0
25,25,25,0,2,1.0,0.0
26,26,26,0,1,1.0,0.0
27,27,27,0,1,1.0,0.0
28,28,28,3,6,2.5,1.0
29,29,29,1,5,2.0,1.0
30,30,30,2,2,2.0,1.0
31,31,31,7,3,2.375,2.0
32,32,32,1,3,2.0,1.0
33,33,33,1,7,2.0,1.0
34,34,34,2,7,2.5,2.0
35,35,35,2,3,2.5,2.0
36,36,36,2,3,2.0,1.0
37,37,37,3,3,2.5,1.0
38,38,38,6,3,2.4285714285714284,2.0
39,39,39,3,2,2.75,3.0
40,40,40,4,5,2.0,1.0
41,41,41,1,7,2.0,1.0
42,42,42,1,6,3.0,2.0
43,43,43,1,6,3.5,3.0
44,44,44,4,5,3.6,3.0
45,45,45,1,4,3.0,2.0
46,46,46,3,4,2.8333333333333335,2.0
47,47,47,4,4,3.6,3.0
48,48,48,2,4,2.0,1.0
49,49,49,4,4,3.0,3.0
50,50,50,12,5,3.641025641025641,3.0
51,51,51,2,3,2.0,1.0
52,52,52,2,3,2.0,1.0
53,53,53,1,3,3.5,3.0
54,54,54,3,5,3.764705882352941,4.0
55,55,55,12,5,3.230769230769231,3.0
56,56,56,8,2,3.0625,3.0
57,57,57,1,2,3.8461538461538463,4.0
58,58,58,1,3,3.8461538461538463,4.0
59,59,59,9,3,2.875,3.0
60,60,60,10,2,4.2592592592592595,4.0
61,61,61,1,1,2.0,1.0
62,62,62,25,1,3.788235294117647,4.0
63,63,63,9,1,2.3,2.0
64,64,64,1,1,2.0,1.0
65,65,65,4,1,2.0,1.0
66,66,66,10,1,4.2,4.0
67,67,67,18,1,3.4318181818181817,3.0
68,68,68,22,1,4.288,3.0
69,69,69,2,2,4.6875,5.0
70,70,70,7,2,2.9230769230769234,3.0
71,71,71,3,1,2.3333333333333335,2.0
72,72,72,7,1,4.166666666666666,5.0
73,73,73,1,1,4.0,4.0
74,74,74,8,1,2.7142857142857144,3.0
75,75,75,16,1,3.617021276595745,2.0
76,76,76,2,1,4.961538461538462,6.0
77,77,77,8,0,4.102564102564102,4.0
78,78,78,7,0,2.375,1.0
