Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,2,1.0,0.0
2,2,2,0,2,1.0,0.0
3,3,3,0,7,1.0,0.0
4,4,4,0,8,1.0,0.0
5,5,5,0,8,1.0,0.0
6,6,6,0,7,1.0,0.0
7,7,7,0,7,1.0,0.0
8,8,8,0,11,1.0,0.0
9,9,9,0,8,1.0,0.0
10,10,10,0,11,1.0,0.0
11,11,11,0,9,1.0,0.0
12,12,12,0,10,1.0,0.0
13,13,13,0,8,1.0,0.0
14,14,14,0,10,1.0,0.0
15,15,15,0,6,1.0,0.0
16,16,16,0,6,1.0,0.0
17,17,17,0,6,1.0,0.0
18,18,18,0,6,1.0,0.0
19,19,19,0,4,1.0,0.0
20,20,20,0,2,1.0,0.0
21,21,21,0,1,1.0,0.0
22,22,22,3,12,2.5,1.0
23,23,23,3,10,2.0,1.0
24,24,24,1,8,2.0,1.0
25,25,25,1,10,2.0,1.0
26,26,26,4,9,2.0,1.0
27,27,27,4,8,2.7142857142857144,2.0
28,28,28,2,8,2.6666666666666665,2.0
29,29,29,6,9,2.6666666666666665,2.0
30,30,30,7,8,3.7435897435897436,3.0
31,31,31,5,7,2.625,2.0
32,32,32,3,7,2.0,1.0
33,33,33,4,7,2.857142857142857,2.0
34,34,34,5,8,3.473684210526316,3.0
35,35,35,1,5,2.0,1.0
36,36,36,6,3,2.5555555555555554,2.0
37,37,37,2,4,4.153846153846153,4.0
38,38,38,1,4,3.0,2.0
39,39,39,1,4,2.0,1.0
40,40,40,3,6,2.8333333333333335,2.0
41,41,41,10,6,2.3846153846153846,1.0
42,42,42,6,6,2.6666666666666665,2.0
43,43,43,1,6,2.0,1.0
44,44,44,1,5,3.0,2.0
45,45,45,1,3,2.0,1.0
46,46,46,1,4,2.0,1.0
47,47,47,18,4,3.5168539325842696,2.0
48,48,48,5,6,2.75,2.0
49,49,49,6,6,2.6666666666666665,2.0
50,50,50,9,5,2.4166666666666665,1.0
51,51,51,3,6,2.8333333333333335,2.0
52,52,52,15,6,3.9529411764705884,3.0
53,53,53,5,5,3.880952380952381,4.0
54,54,54,8,5,3.3200000000000003,3.0
55,55,55,11,5,3.6296296296296298,3.0
56,56,56,4,4,2.0,1.0
57,57,57,13,1,3.485294117647059,3.0
58,58,58,7,1,2.6,2.0
59,59,59,1,1,2.0,1.0
60,60,60,8,1,3.6904761904761907,3.0
61,61,61,5,1,3.9761904761904763,3.0
62,62,62,8,1,2.4545454545454546,1.0
63,63,63,4,1,3.5,3.0
64,64,64,8,1,3.836065573770492,3.0
65,65,65,1,1,4.25,4.0
66,66,66,1,1,2.0,1.0
67,67,67,7,1,3.8823529411764706,3.0
68,68,68,5,1,3.4347826086956523,2.0
69,69,69,15,1,2.388888888888889,1.0
70,70,70,3,2,4.75,5.0
71,71,71,15,2,3.704761904761905,3.0
72,72,72,12,2,3.1724137931034484,2.0
73,73,73,6,2,3.416666666666667,2.0
74,74,74,5,2,3.391304347826087,2.0
75,75,75,10,2,3.819672131147541,3.0
76,76,76,4,1,3.973684210526316,4.0
77,77,77,11,1,3.753086419753086,2.0
78,78,78,17,1,3.534090909090909,2.0
79,79,79,2,1,4.153846153846153,4.0
80,80,80,3,1,2.8333333333333335,2.0
81,81,81,7,1,4.011764705882353,3.0
82,82,82,7,1,4.209302325581396,3.0
83,83,83,7,1,4.209302325581396,3.0
84,84,84,9,1,4.471014492753623,3.0
85,85,85,3,1,3.736842105263158,3.0
86,86,86,4,1,4.2,4.0
87,87,87,21,1,4.032558139534883,3.0
