Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,1,1.0,0.0
2,2,2,0,2,1.0,0.0
3,3,3,0,3,1.0,0.0
4,4,4,0,1,1.0,0.0
5,5,5,0,7,1.0,0.0
6,6,6,0,11,1.0,0.0
7,7,7,0,11,1.0,0.0
8,8,8,0,8,1.0,0.0
9,9,9,0,2,1.0,0.0
10,10,10,0,2,1.0,0.0
11,11,11,0,2,1.0,0.0
12,12,12,0,3,1.0,0.0
13,13,13,0,4,1.0,0.0
14,14,14,0,6,1.0,0.0
15,15,15,0,4,1.0,0.0
16,16,16,0,4,1.0,0.0
17,17,17,0,4,1.0,0.0
18,18,18,0,3,1.0,0.0
19,19,19,0,1,1.0,0.0
20,20,20,0,1,1.0,0.0
21,21,21,0,4,1.0,0.0
22,22,22,0,2,1.0,0.0
23,23,23,0,1,1.0,0.0
24,24,24,0,1,1.0,0.0
25,25,25,0,1,1.0,0.0
26,26,26,0,2,1.0,0.0
27,27,27,1,3,2.0,1.0
28,28,28,1,3,2.0,1.0
29,29,29,1,3,3.0,2.0
30,30,30,2,7,3.5,3.0
31,31,31,2,5,3.666666666666667,4.0
32,32,32,6,3,2.6666666666666665,2.0
33,33,33,1,2,4.5,4.0
34,34,34,3,6,2.0,1.0
35,35,35,1,6,2.0,1.0
36,36,36,1,3,4.666666666666666,5.0
37,37,37,1,4,2.0,1.0
38,38,38,1,4,3.0,2.0
39,39,39,2,5,2.0,1.0
40,40,40,1,5,4.666666666666666,5.0
41,41,41,2,5,2.0,1.0
42,42,42,1,4,2.0,1.0
43,43,43,5,3,2.8333333333333335,4.0
44,44,44,3,1,3.7142857142857144,3.0
45,45,45,4,1,3.333333333333333,5.0
46,46,46,2,1,2.5,2.0
47,47,47,5,1,3.666666666666667,6.0
48,48,48,1,1,4.666666666666666,5.0
49,49,49,5,4,4.0,6.0
50,50,50,5,1,2.571428571428571,2.0
51,51,51,1,2,3.25,3.0
52,52,52,2,3,4.714285714285714,7.0
53,53,53,9,2,3.583333333333333,4.0
54,54,54,3,2,2.0,1.0
55,55,55,3,2,4.375,7.0
56,56,56,5,2,4.679245283018868,5.0
57,57,57,2,1,5.181818181818182,5.0
58,58,58,3,1,4.2,7.0
59,59,59,6,0,3.4444444444444446,4.0
60,60,60,9,0,3.533333333333333,6.0
61,61,61,2,1,4.6,6.0
62,62,62,6,0,3.166666666666667,5.0
63,63,63,4,0,2.6666666666666665,2.0
64,64,64,13,0,3.8076923076923075,3.0
65,65,65,3,0,2.0,1.0
66,66,66,5,0,2.8333333333333335,4.0
67,67,67,1,1,3.0,2.0
68,68,68,3,2,3.25,4.0
69,69,69,5,2,2.8333333333333335,4.0
70,70,70,4,2,2.75,3.0
71,71,71,2,2,4.714285714285714,7.0
72,72,72,9,2,4.407407407407407,4.0
73,73,73,2,2,2.0,1.0
74,74,74,2,2,5.0,7.0
75,75,75,14,2,3.583333333333333,6.0
76,76,76,1,1,3.833333333333333,5.0
77,77,77,2,1,2.0,1.0
78,78,78,1,1,2.0,1.0
79,79,79,15,0,4.666666666666666,4.0
80,80,80,13,0,4.375,3.0
81,81,81,1,0,3.0,2.0
