Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,2,1.0,0.0
2,2,2,0,3,1.0,0.0
3,3,3,0,4,1.0,0.0
4,4,4,0,7,1.0,0.0
5,5,5,0,7,1.0,0.0
6,6,6,0,7,1.0,0.0
7,7,7,0,5,1.0,0.0
8,8,8,0,4,1.0,0.0
9,9,9,0,4,1.0,0.0
10,10,10,0,4,1.0,0.0
11,11,11,0,5,1.0,0.0
12,12,12,0,6,1.0,0.0
13,13,13,0,8,1.0,0.0
14,14,14,0,6,1.0,0.0
15,15,15,0,5,1.0,0.0
16,16,16,0,7,1.0,0.0
17,17,17,0,4,1.0,0.0
18,18,18,0,5,1.0,0.0
19,19,19,0,6,1.0,0.0
20,20,20,0,3,1.0,0.0
21,21,21,0,1,1.0,0.0
22,22,22,1,4,2.0,1.0
23,23,23,3,6,2.0,1.0
24,24,24,1,6,2.0,1.0
25,25,25,2,4,2.5,2.0
26,26,26,3,7,2.0,1.0
27,27,27,1,7,3.0,2.0
28,28,28,4,4,2.0,1.0
29,29,29,3,7,2.6,2.0
30,30,30,2,7,3.0,2.0
31,31,31,1,7,2.0,1.0
32,32,32,3,4,3.6,3.0
33,33,33,4,7,3.5454545454545454,3.0
34,34,34,1,7,4.0,3.0
35,35,35,1,6,3.0,2.0
36,36,36,10,8,2.6666666666666665,3.0
37,37,37,2,5,2.8,2.0
38,38,38,3,5,4.064516129032258,4.0
39,39,39,11,6,2.75,3.0
40,40,40,1,4,3.5454545454545454,4.0
41,41,41,4,4,3.975,3.0
42,42,42,5,3,2.2,2.0
43,43,43,1,2,2.0,1.0
44,44,44,7,2,2.142857142857143,1.0
45,45,45,11,2,2.3846153846153846,1.0
46,46,46,6,3,2.625,3.0
47,47,47,2,3,3.0,2.0
48,48,48,2,6,2.5,1.0
49,49,49,8,6,3.975,4.0
50,50,50,3,5,3.6875,4.0
51,51,51,13,4,2.4375,3.0
52,52,52,2,6,2.5,1.0
53,53,53,1,3,4.0,3.0
54,54,54,1,3,2.0,1.0
55,55,55,4,0,3.9565217391304346,4.0
56,56,56,1,1,4.428571428571429,5.0
57,57,57,6,2,2.8181818181818183,3.0
58,58,58,1,1,5.0,4.0
59,59,59,2,1,4.368421052631579,5.0
60,60,60,8,1,2.6923076923076925,3.0
61,61,61,10,2,2.75,3.0
62,62,62,1,2,3.5454545454545454,4.0
63,63,63,1,2,2.0,1.0
64,64,64,4,2,3.9565217391304346,4.0
65,65,65,1,3,4.375,4.0
66,66,66,10,3,4.060975609756097,3.0
67,67,67,12,3,3.986111111111111,4.0
68,68,68,3,3,4.085714285714285,4.0
69,69,69,9,2,4.355555555555556,4.0
70,70,70,2,1,2.5,1.0
71,71,71,13,1,3.7971014492753623,3.0
72,72,72,4,1,4.379310344827586,4.0
73,73,73,4,0,3.5454545454545454,3.0
74,74,74,4,0,3.5454545454545454,3.0
75,75,75,8,0,4.16,4.0
76,76,76,14,0,3.9,2.0
77,77,77,3,0,3.142857142857143,4.0
78,78,78,1,0,3.0,2.0
79,79,79,9,0,3.977777777777778,4.0
80,80,80,14,0,4.378571428571428,4.0
81,81,81,2,0,4.818181818181818,6.0
82,82,82,10,0,4.4485981308411215,3.0
83,83,83,5,0,3.888888888888889,3.0
84,84,84,8,0,4.0,4.0
