Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,3,1.0,0.0
2,2,2,0,1,1.0,0.0
3,3,3,0,2,1.0,0.0
4,4,4,0,7,1.0,0.0
5,5,5,0,6,1.0,0.0
6,6,6,0,6,1.0,0.0
7,7,7,0,2,1.0,0.0
8,8,8,0,4,1.0,0.0
9,9,9,0,4,1.0,0.0
10,10,10,0,4,1.0,0.0
11,11,11,0,7,1.0,0.0
12,12,12,0,10,1.0,0.0
13,13,13,0,10,1.0,0.0
14,14,14,0,7,1.0,0.0
15,15,15,0,7,1.0,0.0
16,16,16,0,7,1.0,0.0
17,17,17,0,9,1.0,0.0
18,18,18,0,6,1.0,0.0
19,19,19,0,5,1.0,0.0
20,20,20,0,2,1.0,0.0
21,21,21,0,2,1.0,0.0
22,22,22,0,3,1.0,0.0
23,23,23,0,4,1.0,0.0
24,24,24,0,5,1.0,0.0
25,25,25,0,3,1.0,0.0
26,26,26,0,3,1.0,0.0
27,27,27,0,3,1.0,0.0
28,28,28,0,3,1.0,0.0
29,29,29,0,1,1.0,0.0
30,30,30,1,2,2.0,1.0
31,31,31,1,1,2.0,1.0
32,32,32,1,7,2.0,1.0
33,33,33,2,2,3.0,2.0
34,34,34,2,10,2.5,2.0
35,35,35,5,8,2.5,1.0
36,36,36,9,6,2.5,3.0
37,37,37,6,4,3.4838709677419355,4.0
38,38,38,4,2,2.6,3.0
39,39,39,3,2,2.75,3.0
40,40,40,1,2,2.0,1.0
41,41,41,9,3,2.5384615384615383,3.0
42,42,42,4,4,2.6,3.0
43,43,43,7,4,2.375,3.0
44,44,44,7,5,2.375,3.0
45,45,45,4,5,2.6,3.0
46,46,46,1,5,2.0,1.0
47,47,47,3,5,3.833333333333333,4.0
48,48,48,8,3,2.5833333333333335,3.0
49,49,49,5,3,2.2,2.0
50,50,50,5,3,3.708333333333333,4.0
51,51,51,11,2,3.703125,3.0
52,52,52,4,2,2.25,2.0
53,53,53,4,1,2.25,2.0
54,54,54,2,1,2.5,2.0
55,55,55,14,2,3.3478260869565215,4.0
56,56,56,1,2,2.0,1.0
57,57,57,4,2,3.0666666666666664,4.0
58,58,58,6,2,3.357142857142857,4.0
59,59,59,3,2,2.0,1.0
60,60,60,4,0,2.25,2.0
61,61,61,2,0,2.8,2.0
62,62,62,3,1,3.090909090909091,4.0
63,63,63,4,1,2.25,2.0
64,64,64,5,1,3.8478260869565215,5.0
65,65,65,4,1,3.948717948717949,3.0
66,66,66,4,3,3.6153846153846154,4.0
67,67,67,8,3,2.5833333333333335,3.0
68,68,68,2,1,3.2,4.0
69,69,69,3,1,3.875,4.0
70,70,70,11,2,3.857142857142857,4.0
71,71,71,4,3,2.5,3.0
72,72,72,20,3,3.5,4.0
73,73,73,4,3,4.423076923076923,4.0
74,74,74,4,3,2.25,2.0
75,75,75,10,2,3.5,4.0
76,76,76,14,1,4.112676056338028,3.0
77,77,77,3,0,3.875,4.0
78,78,78,3,0,2.0,1.0
79,79,79,7,0,4.037037037037037,3.0
80,80,80,11,0,4.074380165289256,3.0
