Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,2,1.0,0.0
2,2,2,0,4,1.0,0.0
3,3,3,0,5,1.0,0.0
4,4,4,0,4,1.0,0.0
5,5,5,0,7,1.0,0.0
6,6,6,0,6,1.0,0.0
7,7,7,0,5,1.0,0.0
8,8,8,0,6,1.0,0.0
9,9,9,0,5,1.0,0.0
10,10,10,0,3,1.0,0.0
11,11,11,0,3,1.0,0.0
12,12,12,0,3,1.0,0.0
13,13,13,0,5,1.0,0.0
14,14,14,0,6,1.0,0.0
15,15,15,0,5,1.0,0.0
16,16,16,0,5,1.0,0.0
17,17,17,0,5,1.0,0.0
18,18,18,0,2,1.0,0.0
19,19,19,0,4,1.0,0.0
20,20,20,0,2,1.0,0.0
21,21,21,0,2,1.0,0.0
22,22,22,0,2,1.0,0.0
23,23,23,0,3,1.0,0.0
24,24,24,0,2,1.0,0.0
25,25,25,0,2,1.0,0.0
26,26,26,1,5,2.0,1.0
27,27,27,1,5,2.0,1.0
28,28,28,1,3,2.0,1.0
29,29,29,1,3,2.0,1.0
30,30,30,2,2,2.0,1.0
31,31,31,2,4,2.0,1.0
32,32,32,2,5,2.0,1.0
33,33,33,5,6,3.1,3.0
34,34,34,2,5,2.5,2.0
35,35,35,9,4,3.2800000000000002,3.0
36,36,36,3,5,2.3333333333333335,1.0
37,37,37,2,5,2.0,1.0
38,38,38,6,2,3.4,3.0
39,39,39,2,1,2.0,1.0
40,40,40,3,3,2.3333333333333335,2.0
41,41,41,1,5,2.0,1.0
42,42,42,6,6,3.9230769230769234,3.0
43,43,43,3,6,3.25,4.0
44,44,44,12,4,3.2,3.0
45,45,45,1,6,3.0,2.0
46,46,46,5,6,3.666666666666667,4.0
47,47,47,3,4,2.8,2.0
48,48,48,12,4,2.3333333333333335,2.0
49,49,49,8,3,4.0,3.0
50,50,50,1,4,2.0,1.0
51,51,51,3,3,2.8,2.0
52,52,52,11,3,4.096385542168674,3.0
53,53,53,1,3,2.0,1.0
54,54,54,2,4,4.105263157894736,4.0
55,55,55,7,5,4.65625,4.0
56,56,56,6,5,3.962962962962963,4.0
57,57,57,4,4,4.130434782608695,4.0
58,58,58,3,4,2.0,1.0
59,59,59,2,4,4.5,5.0
60,60,60,2,3,4.0,4.0
61,61,61,3,3,2.8,2.0
62,62,62,5,3,4.2,3.0
63,63,63,2,3,4.105263157894736,4.0
64,64,64,19,3,3.0277777777777777,2.0
65,65,65,5,3,2.2,1.0
66,66,66,3,2,4.8545454545454545,4.0
67,67,67,9,1,4.725663716814159,4.0
68,68,68,14,2,2.4,2.0
69,69,69,2,2,4.5,5.0
70,70,70,2,1,4.481481481481481,5.0
71,71,71,12,1,4.607142857142858,3.0
72,72,72,2,1,2.0,1.0
73,73,73,12,0,4.610619469026549,3.0
74,74,74,11,0,3.916666666666667,3.0
75,75,75,1,0,3.0,2.0
76,76,76,5,0,2.2,1.0
77,77,77,16,0,4.688172043010752,3.0
78,78,78,5,0,4.391304347826087,4.0
79,79,79,4,0,3.96875,4.0
