Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,2,1.0,0.0
2,2,2,0,4,1.0,0.0
3,3,3,0,7,1.0,0.0
4,4,4,0,7,1.0,0.0
5,5,5,0,8,1.0,0.0
6,6,6,0,5,1.0,0.0
7,7,7,0,8,1.0,0.0
8,8,8,0,4,1.0,0.0
9,9,9,0,5,1.0,0.0
10,10,10,0,6,1.0,0.0
11,11,11,0,7,1.0,0.0
12,12,12,0,6,1.0,0.0
13,13,13,0,6,1.0,0.0
14,14,14,0,5,1.0,0.0
15,15,15,0,3,1.0,0.0
16,16,16,0,2,1.0,0.0
17,17,17,0,3,1.0,0.0
18,18,18,0,1,1.0,0.0
19,19,19,1,5,2.0,1.0
20,20,20,1,5,3.0,2.0
21,21,21,1,8,3.0,2.0
22,22,22,2,8,2.5,2.0
23,23,23,5,6,3.1,3.0
24,24,24,1,5,3.5,3.0
25,25,25,1,5,4.0,3.0
26,26,26,3,5,3.625,4.0
27,27,27,3,5,2.75,3.0
28,28,28,1,10,4.0,3.0
29,29,29,4,8,2.6,3.0
30,30,30,1,7,5.0,4.0
31,31,31,2,7,4.0,3.0
32,32,32,1,7,2.0,1.0
33,33,33,1,6,4.0,3.0
34,34,34,2,6,4.0,3.0
35,35,35,4,6,3.875,4.0
36,36,36,5,6,4.0,4.0
37,37,37,4,6,3.888888888888889,4.0
38,38,38,3,6,3.0,4.0
39,39,39,5,4,4.083333333333334,4.0
40,40,40,4,5,3.875,4.0
41,41,41,4,8,3.875,4.0
42,42,42,1,8,5.0,4.0
43,43,43,11,8,3.466666666666667,4.0
44,44,44,4,8,2.75,1.0
45,45,45,5,8,4.103448275862069,3.0
46,46,46,2,7,3.333333333333333,4.0
47,47,47,5,7,4.083333333333334,4.0
48,48,48,12,7,4.219512195121951,4.0
49,49,49,2,6,3.0,3.0
50,50,50,11,4,4.125,3.0
51,51,51,1,3,4.333333333333334,5.0
52,52,52,11,2,3.708333333333333,3.0
53,53,53,10,3,4.163636363636364,3.0
54,54,54,13,3,4.118421052631579,3.0
55,55,55,4,3,3.25,2.0
56,56,56,1,2,4.0,3.0
57,57,57,14,2,4.1688311688311686,3.0
58,58,58,14,2,4.038095238095238,3.0
59,59,59,9,3,3.8095238095238093,4.0
60,60,60,9,3,4.178571428571429,4.0
61,61,61,2,2,2.5,2.0
62,62,62,4,2,4.434782608695652,5.0
63,63,63,10,3,4.163636363636364,3.0
64,64,64,13,3,4.0212765957446805,3.0
65,65,65,8,3,3.583333333333333,4.0
66,66,66,18,3,3.6285714285714286,3.0
67,67,67,1,3,4.0,3.0
68,68,68,1,3,2.0,1.0
69,69,69,1,3,4.0,3.0
70,70,70,22,3,4.1015625,2.0
71,71,71,1,3,2.0,1.0
72,72,72,13,3,4.0438596491228065,3.0
73,73,73,3,3,4.428571428571429,4.0
74,74,74,20,2,4.217391304347826,3.0
75,75,75,5,1,3.4545454545454546,3.0
76,76,76,19,1,4.019354838709678,3.0
77,77,77,3,1,4.125,4.0
78,78,78,3,1,4.411764705882353,5.0
79,79,79,10,1,4.326923076923077,3.0
80,80,80,11,0,4.0,4.0
