Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,3,1.0,0.0
2,2,2,0,1,1.0,0.0
3,3,3,0,4,1.0,0.0
4,4,4,0,4,1.0,0.0
5,5,5,0,4,1.0,0.0
6,6,6,0,6,1.0,0.0
7,7,7,0,5,1.0,0.0
8,8,8,0,7,1.0,0.0
9,9,9,0,5,1.0,0.0
10,10,10,0,4,1.0,0.0
11,11,11,0,5,1.0,0.0
12,12,12,0,5,1.0,0.0
13,13,13,0,6,1.0,0.0
14,14,14,0,6,1.0,0.0
15,15,15,0,4,1.0,0.0
16,16,16,0,4,1.0,0.0
17,17,17,0,4,1.0,0.0
18,18,18,0,1,1.0,0.0
19,19,19,0,3,1.0,0.0
20,20,20,0,3,1.0,0.0
21,21,21,0,3,1.0,0.0
22,22,22,0,3,1.0,0.0
23,23,23,0,2,1.0,0.0
24,24,24,0,2,1.0,0.0
25,25,25,0,2,1.0,0.0
26,26,26,0,2,1.0,0.0
27,27,27,0,2,1.0,0.0
28,28,28,0,2,1.0,0.0
29,29,29,0,2,1.0,0.0
30,30,30,1,5,2.0,1.0
31,31,31,1,4,2.0,1.0
32,32,32,1,4,2.0,1.0
33,33,33,3,4,2.0,1.0
34,34,34,1,7,3.0,2.0
35,35,35,1,5,4.0,3.0
36,36,36,4,5,3.8,3.0
37,37,37,1,5,2.0,1.0
38,38,38,1,5,2.0,1.0
39,39,39,3,4,3.2,2.0
40,40,40,2,4,2.5,2.0
41,41,41,1,2,2.0,1.0
42,42,42,2,2,2.0,1.0
43,43,43,3,2,2.0,1.0
44,44,44,2,2,2.0,1.0
45,45,45,7,2,3.166666666666667,3.0
46,46,46,6,2,2.1666666666666665,2.0
47,47,47,4,3,3.8,3.0
48,48,48,6,1,2.3333333333333335,2.0
49,49,49,1,0,2.0,1.0
50,50,50,1,0,2.0,1.0
51,51,51,1,1,3.0,2.0
52,52,52,5,2,3.6,4.0
53,53,53,11,2,3.071428571428571,2.0
54,54,54,1,3,2.0,1.0
55,55,55,5,3,3.333333333333333,3.0
56,56,56,7,3,3.5,4.0
57,57,57,6,1,2.1666666666666665,2.0
58,58,58,4,1,4.138888888888889,4.0
59,59,59,3,2,3.571428571428571,3.0
60,60,60,1,1,3.0,2.0
61,61,61,7,1,4.189655172413794,3.0
62,62,62,1,1,4.571428571428571,4.0
63,63,63,2,2,2.5,1.0
64,64,64,14,2,2.8823529411764706,2.0
65,65,65,6,1,2.1666666666666665,1.0
66,66,66,1,1,4.0,4.0
67,67,67,1,1,3.0,2.0
68,68,68,2,1,2.0,1.0
69,69,69,5,2,4.706896551724138,4.0
70,70,70,5,2,3.3529411764705883,3.0
71,71,71,8,2,3.0,2.0
72,72,72,5,2,2.2,2.0
73,73,73,8,2,4.186440677966102,3.0
74,74,74,7,2,2.6363636363636362,2.0
75,75,75,14,2,4.2312925170068025,4.0
76,76,76,12,2,4.255474452554744,4.0
77,77,77,2,1,3.111111111111111,3.0
78,78,78,10,0,2.857142857142857,3.0
79,79,79,1,0,4.0,4.0
80,80,80,4,0,2.5,2.0
81,81,81,7,0,2.142857142857143,1.0
