Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,3,1.0,0.0
2,2,2,0,4,1.0,0.0
3,3,3,0,3,1.0,0.0
4,4,4,0,3,1.0,0.0
5,5,5,0,4,1.0,0.0
6,6,6,0,4,1.0,0.0
7,7,7,0,3,1.0,0.0
8,8,8,0,6,1.0,0.0
9,9,9,0,11,1.0,0.0
10,10,10,0,10,1.0,0.0
11,11,11,0,10,1.0,0.0
12,12,12,0,4,1.0,0.0
13,13,13,0,3,1.0,0.0
14,14,14,0,9,1.0,0.0
15,15,15,0,3,1.0,0.0
16,16,16,0,4,1.0,0.0
17,17,17,0,6,1.0,0.0
18,18,18,0,7,1.0,0.0
19,19,19,0,4,1.0,0.0
20,20,20,0,4,1.0,0.0
21,21,21,0,3,1.0,0.0
22,22,22,0,2,1.0,0.0
23,23,23,1,4,2.0,1.0
24,24,24,4,4,2.25,2.0
25,25,25,4,8,2.25,2.0
26,26,26,2,11,2.0,1.0
27,27,27,1,13,2.0,1.0
28,28,28,2,13,2.0,1.0
29,29,29,1,5,2.0,1.0
30,30,30,3,5,2.75,2.0
31,31,31,2,8,3.0,2.0
32,32,32,2,7,3.0,2.0
33,33,33,1,9,3.0,2.0
34,34,34,2,8,3.6,3.0
35,35,35,4,9,4.230769230769231,3.0
36,36,36,1,7,4.0,3.0
37,37,37,7,8,2.8333333333333335,2.0
38,38,38,2,6,2.0,1.0
39,39,39,4,5,4.461538461538462,4.0
40,40,40,6,4,2.909090909090909,2.0
41,41,41,4,4,4.3076923076923075,4.0
42,42,42,8,3,4.193548387096774,3.0
43,43,43,2,3,2.0,1.0
44,44,44,4,3,3.0,3.0
45,45,45,8,3,2.769230769230769,2.0
46,46,46,9,3,3.0588235294117645,2.0
47,47,47,3,5,4.0,3.0
48,48,48,3,6,4.75,4.0
49,49,49,5,6,4.5625,4.0
50,50,50,6,7,4.24,3.0
51,51,51,2,6,3.5454545454545454,3.0
52,52,52,3,7,2.5,2.0
53,53,53,8,5,4.095238095238095,3.0
54,54,54,1,4,4.25,4.0
55,55,55,4,4,4.166666666666666,4.0
56,56,56,6,3,2.625,2.0
57,57,57,2,2,3.0,3.0
58,58,58,4,2,2.8333333333333335,2.0
59,59,59,3,1,4.761904761904762,4.0
60,60,60,11,1,2.8421052631578947,2.0
61,61,61,3,1,4.75,5.0
62,62,62,7,1,4.428571428571429,4.0
63,63,63,12,1,4.0,3.0
64,64,64,10,1,4.395833333333334,4.0
65,65,65,10,1,3.0,2.0
66,66,66,8,1,4.487179487179487,4.0
67,67,67,3,2,4.230769230769231,5.0
68,68,68,15,2,4.092105263157895,3.0
69,69,69,10,1,4.230769230769231,3.0
70,70,70,17,1,4.164948453608247,3.0
71,71,71,2,1,3.2,3.0
72,72,72,2,1,2.0,1.0
73,73,73,6,1,4.371428571428572,4.0
74,74,74,9,1,2.8823529411764706,2.0
75,75,75,3,1,4.0,4.0
76,76,76,5,1,4.378378378378379,4.0
77,77,77,5,1,3.5294117647058822,3.0
78,78,78,6,1,4.372881355932203,4.0
79,79,79,1,1,2.0,1.0
80,80,80,13,0,4.3088235294117645,4.0
81,81,81,14,0,4.0602409638554215,3.0
82,82,82,11,0,3.2105263157894735,2.0
83,83,83,2,0,4.580645161290322,4.0
84,84,84,18,0,4.535483870967742,3.0
85,85,85,6,0,2.1666666666666665,1.0
