Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,2,1.0,0.0
2,2,2,0,3,1.0,0.0
3,3,3,0,4,1.0,0.0
4,4,4,0,4,1.0,0.0
5,5,5,0,6,1.0,0.0
6,6,6,0,3,1.0,0.0
7,7,7,0,2,1.0,0.0
8,8,8,0,3,1.0,0.0
9,9,9,0,4,1.0,0.0
10,10,10,0,5,1.0,0.0
11,11,11,0,2,1.0,0.0
12,12,12,0,4,1.0,0.0
13,13,13,0,4,1.0,0.0
14,14,14,0,5,1.0,0.0
15,15,15,0,8,1.0,0.0
16,16,16,0,2,1.0,0.0
17,17,17,0,1,1.0,0.0
18,18,18,0,2,1.0,0.0
19,19,19,0,2,1.0,0.0
20,20,20,2,3,2.0,1.0
21,21,21,1,2,2.0,1.0
22,22,22,1,3,2.0,1.0
23,23,23,1,7,3.0,2.0
24,24,24,2,6,2.0,1.0
25,25,25,5,6,2.0,1.0
26,26,26,3,6,3.4615384615384617,2.0
27,27,27,3,3,3.0,2.0
28,28,28,1,3,2.0,1.0
29,29,29,2,3,2.5,2.0
30,30,30,2,3,3.0,3.0
31,31,31,4,5,3.5,2.0
32,32,32,3,3,2.0,1.0
33,33,33,2,2,2.0,1.0
34,34,34,3,4,3.5,3.0
35,35,35,4,6,3.7272727272727275,3.0
36,36,36,11,4,3.571428571428571,3.0
37,37,37,6,5,3.3125,2.0
38,38,38,4,3,4.2439024390243905,3.0
39,39,39,3,3,2.0,1.0
40,40,40,6,3,3.3125,2.0
41,41,41,3,5,4.103448275862069,3.0
42,42,42,2,8,4.384615384615385,4.0
43,43,43,2,8,3.5454545454545454,3.0
44,44,44,7,9,4.954545454545455,5.0
45,45,45,9,8,4.860759493670886,4.0
46,46,46,5,7,5.0,5.0
47,47,47,2,6,2.0,1.0
48,48,48,1,4,4.0,3.0
49,49,49,4,3,3.6153846153846154,4.0
50,50,50,6,1,4.204081632653061,3.0
51,51,51,1,1,4.555555555555555,4.0
52,52,52,4,2,5.0,6.0
53,53,53,1,2,5.384615384615385,5.0
54,54,54,2,2,4.111111111111111,4.0
55,55,55,3,2,2.6666666666666665,2.0
56,56,56,2,2,2.6666666666666665,2.0
57,57,57,2,2,4.892857142857142,5.0
58,58,58,3,2,4.294117647058823,4.0
59,59,59,3,2,4.863636363636363,5.0
60,60,60,3,2,4.103448275862069,3.0
61,61,61,10,1,5.293478260869565,4.0
62,62,62,1,1,5.071428571428571,6.0
63,63,63,4,1,4.0,4.0
64,64,64,5,1,3.4,2.0
65,65,65,3,2,5.095238095238095,5.0
66,66,66,1,2,3.0,2.0
67,67,67,11,1,4.930693069306931,4.0
68,68,68,2,1,4.785714285714286,4.0
69,69,69,3,1,5.821428571428571,6.0
70,70,70,4,1,2.75,2.0
71,71,71,3,2,2.5,2.0
72,72,72,8,2,4.661971830985916,4.0
73,73,73,3,2,4.863636363636363,5.0
74,74,74,29,2,4.867383512544803,3.0
75,75,75,9,2,4.860759493670886,4.0
76,76,76,5,2,3.4,2.0
77,77,77,9,2,4.494623655913978,4.0
78,78,78,1,1,3.0,2.0
79,79,79,2,1,4.25,4.0
80,80,80,2,0,5.5,6.0
81,81,81,6,0,3.642857142857143,3.0
