Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,1,1.0,0.0
2,2,2,0,1,1.0,0.0
3,3,3,0,3,1.0,0.0
4,4,4,0,2,1.0,0.0
5,5,5,0,3,1.0,0.0
6,6,6,0,2,1.0,0.0
7,7,7,0,2,1.0,0.0
8,8,8,0,3,1.0,0.0
9,9,9,0,8,1.0,0.0
10,10,10,0,4,1.0,0.0
11,11,11,0,4,1.0,0.0
12,12,12,0,4,1.0,0.0
13,13,13,0,7,1.0,0.0
14,14,14,0,8,1.0,0.0
15,15,15,0,5,1.0,0.0
16,16,16,0,4,1.0,0.0
17,17,17,0,4,1.0,0.0
18,18,18,0,2,1.0,0.0
19,19,19,0,2,1.0,0.0
20,20,20,0,2,1.0,0.0
21,21,21,0,2,1.0,0.0
22,22,22,0,2,1.0,0.0
23,23,23,0,3,1.0,0.0
24,24,24,0,4,1.0,0.0
25,25,25,0,3,1.0,0.0
26,26,26,0,3,1.0,0.0
27,27,27,0,2,1.0,0.0
28,28,28,0,1,1.0,0.0
29,29,29,0,2,1.0,0.0
30,30,30,0,2,1.0,0.0
31,31,31,0,2,1.0,0.0
32,32,32,0,1,1.0,0.0
33,33,33,1,4,2.0,1.0
34,34,34,2,3,2.5,1.0
35,35,35,1,2,2.0,1.0
36,36,36,1,4,2.0,1.0
37,37,37,2,5,2.0,1.0
38,38,38,1,6,2.0,1.0
39,39,39,1,2,3.0,2.0
40,40,40,2,2,2.5,2.0
41,41,41,4,3,2.6,2.0
42,42,42,1,2,3.0,2.0
43,43,43,3,2,2.3333333333333335,2.0
44,44,44,1,3,2.0,1.0
45,45,45,1,3,2.0,1.0
46,46,46,3,3,2.3333333333333335,2.0
47,47,47,12,3,2.4615384615384617,3.0
48,48,48,1,3,2.0,1.0
49,49,49,3,3,2.3333333333333335,2.0
50,50,50,1,4,2.0,1.0
51,51,51,10,4,3.619047619047619,4.0
52,52,52,1,4,2.0,1.0
53,53,53,2,4,2.0,1.0
54,54,54,5,4,2.5,2.0
55,55,55,1,3,2.0,1.0
56,56,56,14,3,3.830985915492958,3.0
57,57,57,1,4,2.0,1.0
58,58,58,3,4,2.6666666666666665,2.0
59,59,59,8,4,3.0,3.0
60,60,60,1,4,2.0,1.0
61,61,61,11,1,3.5813953488372094,4.0
62,62,62,1,1,2.0,1.0
63,63,63,5,1,2.5,2.0
64,64,64,26,2,3.833333333333333,3.0
65,65,65,6,2,2.1666666666666665,2.0
66,66,66,11,2,3.7450980392156863,4.0
67,67,67,3,1,2.3333333333333335,2.0
68,68,68,1,0,2.0,1.0
69,69,69,5,1,2.857142857142857,3.0
70,70,70,5,0,3.913793103448276,4.0
71,71,71,2,0,2.5,2.0
72,72,72,2,0,2.5,1.0
73,73,73,4,0,3.75,4.0
74,74,74,4,1,3.2,3.0
75,75,75,1,2,2.0,1.0
76,76,76,7,2,4.38,4.0
77,77,77,4,2,4.735294117647059,5.0
78,78,78,6,1,2.1666666666666665,2.0
79,79,79,5,0,2.5,2.0
80,80,80,1,0,2.0,1.0
81,81,81,1,0,3.857142857142857,4.0
82,82,82,6,0,3.263157894736842,4.0
83,83,83,6,0,3.166666666666667,3.0
84,84,84,2,0,3.571428571428571,3.0
