Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,6,1.0,0.0
2,2,2,0,6,1.0,0.0
3,3,3,0,5,1.0,0.0
4,4,4,0,9,1.0,0.0
5,5,5,0,6,1.0,0.0
6,6,6,0,4,1.0,0.0
7,7,7,0,4,1.0,0.0
8,8,8,0,4,1.0,0.0
9,9,9,0,8,1.0,0.0
10,10,10,0,8,1.0,0.0
11,11,11,0,5,1.0,0.0
12,12,12,0,4,1.0,0.0
13,13,13,0,5,1.0,0.0
14,14,14,0,4,1.0,0.0
15,15,15,0,3,1.0,0.0
16,16,16,0,4,1.0,0.0
17,17,17,0,5,1.0,0.0
18,18,18,0,3,1.0,0.0
19,19,19,0,3,1.0,0.0
20,20,20,0,2,1.0,0.0
21,21,21,0,1,1.0,0.0
22,22,22,2,7,2.5,1.0
23,23,23,1,3,2.0,1.0
24,24,24,1,2,2.0,1.0
25,25,25,1,4,2.0,1.0
26,26,26,1,4,2.0,1.0
27,27,27,1,5,3.0,2.0
28,28,28,3,6,2.3333333333333335,1.0
29,29,29,1,8,2.0,1.0
30,30,30,1,9,2.0,1.0
31,31,31,1,8,3.0,2.0
32,32,32,6,10,3.3636363636363633,2.0
33,33,33,7,7,3.8,3.0
34,34,34,1,7,2.0,1.0
35,35,35,1,7,2.0,1.0
36,36,36,4,5,3.625,3.0
37,37,37,1,3,3.8,3.0
38,38,38,3,2,2.3333333333333335,1.0
39,39,39,9,5,3.7727272727272725,3.0
40,40,40,2,4,3.0,2.0
41,41,41,2,6,3.0,2.0
42,42,42,2,2,3.333333333333333,3.0
43,43,43,2,3,2.0,1.0
44,44,44,5,3,3.5,4.0
45,45,45,5,5,3.5,2.0
46,46,46,1,5,2.0,1.0
47,47,47,6,4,2.6666666666666665,3.0
48,48,48,7,5,2.75,2.0
49,49,49,12,5,3.8666666666666667,2.0
50,50,50,4,5,2.25,1.0
51,51,51,3,3,3.5,4.0
52,52,52,2,3,4.0,3.0
53,53,53,7,3,4.05,4.0
54,54,54,10,2,2.6,3.0
55,55,55,1,3,4.0,3.0
56,56,56,1,4,3.0,2.0
57,57,57,7,4,4.230769230769231,3.0
58,58,58,10,3,4.074626865671641,3.0
59,59,59,2,3,3.583333333333333,3.0
60,60,60,7,3,3.4615384615384617,3.0
61,61,61,3,3,3.5,4.0
62,62,62,15,3,3.05,2.0
63,63,63,7,2,3.769230769230769,3.0
64,64,64,6,1,2.1666666666666665,1.0
65,65,65,2,2,3.833333333333333,3.0
66,66,66,7,2,3.5357142857142856,3.0
67,67,67,19,2,3.9591836734693877,2.0
68,68,68,2,2,3.4444444444444446,3.0
69,69,69,14,1,3.8378378378378377,2.0
70,70,70,8,1,3.4827586206896552,3.0
71,71,71,16,0,4.084905660377359,3.0
72,72,72,3,0,3.0,3.0
73,73,73,5,0,4.0,3.0
74,74,74,7,0,3.7058823529411766,3.0
75,75,75,2,0,2.0,1.0
76,76,76,22,0,3.8378378378378377,3.0
77,77,77,4,0,3.666666666666667,4.0
78,78,78,6,0,2.3333333333333335,1.0
79,79,79,3,0,3.5,4.0
80,80,80,4,0,3.428571428571429,3.0
