Column1,sp_name,guild,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
1,1,1,0,3,1.0,0.0
2,2,2,0,4,1.0,0.0
3,3,3,0,6,1.0,0.0
4,4,4,0,5,1.0,0.0
5,5,5,0,6,1.0,0.0
6,6,6,0,1,1.0,0.0
7,7,7,0,2,1.0,0.0
8,8,8,0,3,1.0,0.0
9,9,9,0,6,1.0,0.0
10,10,10,0,6,1.0,0.0
11,11,11,0,8,1.0,0.0
12,12,12,0,8,1.0,0.0
13,13,13,0,7,1.0,0.0
14,14,14,0,2,1.0,0.0
15,15,15,0,3,1.0,0.0
16,16,16,0,3,1.0,0.0
17,17,17,0,2,1.0,0.0
18,18,18,3,4,2.0,1.0
19,19,19,1,4,2.0,1.0
20,20,20,1,6,2.0,1.0
21,21,21,1,8,3.0,2.0
22,22,22,1,8,2.0,1.0
23,23,23,1,5,3.0,2.0
24,24,24,1,5,2.0,1.0
25,25,25,1,7,2.0,1.0
26,26,26,1,10,2.0,1.0
27,27,27,1,10,2.0,1.0
28,28,28,1,8,2.0,1.0
29,29,29,2,7,3.0,2.0
30,30,30,4,6,2.5,1.0
31,31,31,1,5,2.0,1.0
32,32,32,2,6,2.5,1.0
33,33,33,4,4,2.5,1.0
34,34,34,5,4,2.6,2.0
35,35,35,2,3,3.0,3.0
36,36,36,2,4,2.0,1.0
37,37,37,1,5,3.0,2.0
38,38,38,1,4,3.0,2.0
39,39,39,2,4,3.142857142857143,3.0
40,40,40,3,4,2.5,1.0
41,41,41,4,4,3.666666666666667,3.0
42,42,42,3,4,3.125,3.0
43,43,43,1,3,3.0,2.0
44,44,44,5,3,2.6,2.0
45,45,45,15,5,3.0555555555555554,3.0
46,46,46,3,4,3.0,2.0
47,47,47,3,4,4.111111111111111,4.0
48,48,48,2,4,3.0,2.0
49,49,49,2,4,2.6666666666666665,2.0
50,50,50,1,4,3.0,2.0
51,51,51,2,2,4.166666666666666,4.0
52,52,52,5,1,3.166666666666667,2.0
53,53,53,3,2,3.0,2.0
54,54,54,7,4,3.0,3.0
55,55,55,11,3,3.071428571428571,3.0
56,56,56,7,3,3.533333333333333,4.0
57,57,57,18,3,2.9523809523809526,3.0
58,58,58,1,3,4.0,4.0
59,59,59,2,3,4.157894736842105,5.0
60,60,60,6,1,2.6666666666666665,2.0
61,61,61,6,1,2.375,1.0
62,62,62,3,1,4.483870967741936,4.0
63,63,63,8,0,4.117647058823529,4.0
64,64,64,8,0,4.102564102564102,3.0
65,65,65,6,1,4.327272727272727,4.0
66,66,66,3,1,2.3333333333333335,2.0
67,67,67,7,3,4.323076923076924,3.0
68,68,68,9,3,3.96875,3.0
69,69,69,4,4,4.326086956521739,4.0
70,70,70,5,4,3.888888888888889,3.0
71,71,71,5,4,3.125,3.0
72,72,72,1,4,4.142857142857142,4.0
73,73,73,13,4,3.217391304347826,3.0
74,74,74,5,2,3.9230769230769234,3.0
75,75,75,5,2,4.538461538461538,4.0
76,76,76,1,0,4.0,4.0
77,77,77,2,0,2.5,1.0
78,78,78,10,0,4.552380952380952,4.0
79,79,79,1,0,3.5,3.0
80,80,80,7,0,3.1333333333333333,3.0
81,81,81,21,0,2.6521739130434785,2.0
82,82,82,2,0,4.166666666666666,4.0
83,83,83,8,0,4.333333333333334,4.0
84,84,84,8,0,4.426829268292683,4.0
85,85,85,2,0,5.0,5.0
86,86,86,6,0,4.153846153846153,4.0
87,87,87,5,0,4.538461538461538,4.0
